dataset,mol_id,pdb_id,method,priority,role,state,gpu_required,protein_pdb,ligand_file,case_dir,output_dir,command_template,model_key,planned_tag,fixed_seed,queue_status,runtime_sec,top_pocket_rmsd_approx,top_pocket_success_2a_approx,run_status_path
astex_diverse,1KZK_JE2,1kzk,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1KZK_JE2/1KZK_JE2_protein.pdb,external/PoseBench/data/astex_diverse_set/1KZK_JE2/1KZK_JE2_ligand.sdf,external/PoseBench/data/astex_diverse_set/1KZK_JE2,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1KZK_JE2,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1KZK_JE2,boltz2_gpu,full_r1_s20_seed101,101,ok,34.118,5.345332395508819,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1KZK_JE2/full_r1_s20_seed101/run_status.json
astex_diverse,1L2S_STC,1l2s,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1L2S_STC/1L2S_STC_protein.pdb,external/PoseBench/data/astex_diverse_set/1L2S_STC/1L2S_STC_ligand.sdf,external/PoseBench/data/astex_diverse_set/1L2S_STC,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1L2S_STC,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1L2S_STC,boltz2_gpu,full_r1_s20_seed101,101,ok,69.883,13.653803789875669,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1L2S_STC/full_r1_s20_seed101/run_status.json
astex_diverse,1L7F_BCZ,1l7f,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1L7F_BCZ/1L7F_BCZ_protein.pdb,external/PoseBench/data/astex_diverse_set/1L7F_BCZ/1L7F_BCZ_ligand.sdf,external/PoseBench/data/astex_diverse_set/1L7F_BCZ,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1L7F_BCZ,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1L7F_BCZ,boltz2_gpu,full_r1_s20_seed101,101,ok,35.242,5.4869091444460105,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1L7F_BCZ/full_r1_s20_seed101/run_status.json
astex_diverse,1LPZ_CMB,1lpz,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1LPZ_CMB/1LPZ_CMB_protein.pdb,external/PoseBench/data/astex_diverse_set/1LPZ_CMB/1LPZ_CMB_ligand.sdf,external/PoseBench/data/astex_diverse_set/1LPZ_CMB,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1LPZ_CMB,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1LPZ_CMB,boltz2_gpu,full_r1_s20_seed101,101,ok,35.544,5.971895700599617,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1LPZ_CMB/full_r1_s20_seed101/run_status.json
astex_diverse,1LRH_NLA,1lrh,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1LRH_NLA/1LRH_NLA_protein.pdb,external/PoseBench/data/astex_diverse_set/1LRH_NLA/1LRH_NLA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1LRH_NLA,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1LRH_NLA,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1LRH_NLA,boltz2_gpu,full_r1_s20_seed101,101,ok,103.973,32.24285788199761,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1LRH_NLA/full_r1_s20_seed101/run_status.json
astex_diverse,1M2Z_DEX,1m2z,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1M2Z_DEX/1M2Z_DEX_protein.pdb,external/PoseBench/data/astex_diverse_set/1M2Z_DEX/1M2Z_DEX_ligand.sdf,external/PoseBench/data/astex_diverse_set/1M2Z_DEX,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1M2Z_DEX,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1M2Z_DEX,boltz2_gpu,full_r1_s20_seed101,101,ok,46.62,28.208352087026856,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1M2Z_DEX/full_r1_s20_seed101/run_status.json
astex_diverse,1MEH_MOA,1meh,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1MEH_MOA/1MEH_MOA_protein.pdb,external/PoseBench/data/astex_diverse_set/1MEH_MOA/1MEH_MOA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1MEH_MOA,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1MEH_MOA,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1MEH_MOA,boltz2_gpu,full_r1_s20_seed101,101,ok,31.659,7.167318277645044,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1MEH_MOA/full_r1_s20_seed101/run_status.json
astex_diverse,1MMV_3AR,1mmv,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1MMV_3AR/1MMV_3AR_protein.pdb,external/PoseBench/data/astex_diverse_set/1MMV_3AR/1MMV_3AR_ligand.sdf,external/PoseBench/data/astex_diverse_set/1MMV_3AR,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1MMV_3AR,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1MMV_3AR,boltz2_gpu,full_r1_s20_seed101,101,ok,70.891,6.985973324424552,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1MMV_3AR/full_r1_s20_seed101/run_status.json
astex_diverse,1MZC_BNE,1mzc,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1MZC_BNE/1MZC_BNE_protein.pdb,external/PoseBench/data/astex_diverse_set/1MZC_BNE/1MZC_BNE_ligand.sdf,external/PoseBench/data/astex_diverse_set/1MZC_BNE,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1MZC_BNE,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1MZC_BNE,boltz2_gpu,full_r1_s20_seed101,101,ok,83.699,7.879910072281365,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1MZC_BNE/full_r1_s20_seed101/run_status.json
astex_diverse,1N1M_A3M,1n1m,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1N1M_A3M/1N1M_A3M_protein.pdb,external/PoseBench/data/astex_diverse_set/1N1M_A3M/1N1M_A3M_ligand.sdf,external/PoseBench/data/astex_diverse_set/1N1M_A3M,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1N1M_A3M,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1N1M_A3M,boltz2_gpu,full_r1_s20_seed101,101,ok,222.12,8.984380529663104,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1N1M_A3M/full_r1_s20_seed101/run_status.json
astex_diverse,1N2J_PAF,1n2j,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1N2J_PAF/1N2J_PAF_protein.pdb,external/PoseBench/data/astex_diverse_set/1N2J_PAF/1N2J_PAF_ligand.sdf,external/PoseBench/data/astex_diverse_set/1N2J_PAF,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1N2J_PAF,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1N2J_PAF,boltz2_gpu,full_r1_s20_seed101,101,ok,44.94,38.6754803044656,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1N2J_PAF/full_r1_s20_seed101/run_status.json
astex_diverse,1N2V_BDI,1n2v,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1N2V_BDI/1N2V_BDI_protein.pdb,external/PoseBench/data/astex_diverse_set/1N2V_BDI/1N2V_BDI_ligand.sdf,external/PoseBench/data/astex_diverse_set/1N2V_BDI,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1N2V_BDI,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1N2V_BDI,boltz2_gpu,full_r1_s20_seed101,101,ok,34.58,3.7482813702087183,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1N2V_BDI/full_r1_s20_seed101/run_status.json
astex_diverse,1N46_PFA,1n46,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1N46_PFA/1N46_PFA_protein.pdb,external/PoseBench/data/astex_diverse_set/1N46_PFA/1N46_PFA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1N46_PFA,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1N46_PFA,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1N46_PFA,boltz2_gpu,full_r1_s20_seed101,101,ok,40.179,3.459032393342653,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1N46_PFA/full_r1_s20_seed101/run_status.json
astex_diverse,1NAV_IH5,1nav,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1NAV_IH5/1NAV_IH5_protein.pdb,external/PoseBench/data/astex_diverse_set/1NAV_IH5/1NAV_IH5_ligand.sdf,external/PoseBench/data/astex_diverse_set/1NAV_IH5,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1NAV_IH5,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1NAV_IH5,boltz2_gpu,full_r1_s20_seed101,101,ok,39.856,7.570997554589237,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1NAV_IH5/full_r1_s20_seed101/run_status.json
astex_diverse,1OF1_SCT,1of1,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1OF1_SCT/1OF1_SCT_protein.pdb,external/PoseBench/data/astex_diverse_set/1OF1_SCT/1OF1_SCT_ligand.sdf,external/PoseBench/data/astex_diverse_set/1OF1_SCT,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1OF1_SCT,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1OF1_SCT,boltz2_gpu,full_r1_s20_seed101,101,ok,52.924,3.476233209808029,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1OF1_SCT/full_r1_s20_seed101/run_status.json
astex_diverse,1OF6_DTY,1of6,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1OF6_DTY/1OF6_DTY_protein.pdb,external/PoseBench/data/astex_diverse_set/1OF6_DTY/1OF6_DTY_ligand.sdf,external/PoseBench/data/astex_diverse_set/1OF6_DTY,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1OF6_DTY,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1OF6_DTY,boltz2_gpu,full_r1_s20_seed101,101,failed_no_prediction_cif,95.515,,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1OF6_DTY/full_r1_s20_seed101/run_status.json
astex_diverse,1OPK_P16,1opk,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1OPK_P16/1OPK_P16_protein.pdb,external/PoseBench/data/astex_diverse_set/1OPK_P16/1OPK_P16_ligand.sdf,external/PoseBench/data/astex_diverse_set/1OPK_P16,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1OPK_P16,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1OPK_P16,boltz2_gpu,full_r1_s20_seed101,101,ok,45.008,8.339905918485002,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1OPK_P16/full_r1_s20_seed101/run_status.json
astex_diverse,1OQ5_CEL,1oq5,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1OQ5_CEL/1OQ5_CEL_protein.pdb,external/PoseBench/data/astex_diverse_set/1OQ5_CEL/1OQ5_CEL_ligand.sdf,external/PoseBench/data/astex_diverse_set/1OQ5_CEL,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1OQ5_CEL,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1OQ5_CEL,boltz2_gpu,full_r1_s20_seed101,101,ok,54.237,6.851907816355425,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1OQ5_CEL/full_r1_s20_seed101/run_status.json
astex_diverse,1OWE_675,1owe,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1OWE_675/1OWE_675_protein.pdb,external/PoseBench/data/astex_diverse_set/1OWE_675/1OWE_675_ligand.sdf,external/PoseBench/data/astex_diverse_set/1OWE_675,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1OWE_675,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1OWE_675,boltz2_gpu,full_r1_s20_seed101,101,ok,39.684,4.468522648842932,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1OWE_675/full_r1_s20_seed101/run_status.json
astex_diverse,1OYT_FSN,1oyt,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1OYT_FSN/1OYT_FSN_protein.pdb,external/PoseBench/data/astex_diverse_set/1OYT_FSN/1OYT_FSN_ligand.sdf,external/PoseBench/data/astex_diverse_set/1OYT_FSN,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1OYT_FSN,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1OYT_FSN,boltz2_gpu,full_r1_s20_seed101,101,ok,58.492,6.820917844255333,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1OYT_FSN/full_r1_s20_seed101/run_status.json
astex_diverse,1P2Y_NCT,1p2y,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1P2Y_NCT/1P2Y_NCT_protein.pdb,external/PoseBench/data/astex_diverse_set/1P2Y_NCT/1P2Y_NCT_ligand.sdf,external/PoseBench/data/astex_diverse_set/1P2Y_NCT,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1P2Y_NCT,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1P2Y_NCT,boltz2_gpu,full_r1_s20_seed101,101,ok,63.918,7.939457005418417,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1P2Y_NCT/full_r1_s20_seed101/run_status.json
astex_diverse,1P62_GEO,1p62,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1P62_GEO/1P62_GEO_protein.pdb,external/PoseBench/data/astex_diverse_set/1P62_GEO/1P62_GEO_ligand.sdf,external/PoseBench/data/astex_diverse_set/1P62_GEO,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1P62_GEO,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1P62_GEO,boltz2_gpu,full_r1_s20_seed101,101,ok,74.448,5.2018712621047625,False,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1P62_GEO/full_r1_s20_seed101/run_status.json
