dataset,gpu,method,mol_id,n_predictions,native_sdf,oracle_confidence,oracle_prediction_sdf,oracle_rank,oracle_rmsd,oracle_success_2a,output_dir,protein_pdb,returncode,runtime_sec,samples,start_sdf,status,steps,tag,top_confidence,top_prediction_sdf,top_rank,top_rmsd,top_success_2a,status_json,ligand_description,ligand_description_mode,vina_status,vina_top_rmsd,vina_oracle_rmsd,vina_top_success_2a,vina_oracle_success_2a
posex_cross_dock,6,diffdock_l_gpu,5SAW_1JI,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SAW_1JI/5SAW_1JI_ligand.sdf,-0.13,results/posex_cd/diffdock_l_gpu/5SAW_1JI/default_s10_t20/predictions/5SAW_1JI/rank6_confidence-0.13.sdf,6,0.787669664461251,True,results/posex_cd/diffdock_l_gpu/5SAW_1JI/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SAW_1JI/5SAW_1JI_protein.pdb,0,41.08,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SAW_1JI/5SAW_1JI_ligand_start_conf.sdf,ok,20,default_s10_t20,-0.0,results/posex_cd/diffdock_l_gpu/5SAW_1JI/default_s10_t20/predictions/5SAW_1JI/rank1_confidence-0.00.sdf,1,0.7797548863665429,True,results/posex_cd/diffdock_l_gpu/5SAW_1JI/default_s10_t20/run_status.json,,,ok,8.056480146460519,8.056480146460519,False,False
posex_cross_dock,6,diffdock_l_gpu,5SAW_1K2,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SAW_1K2/5SAW_1K2_ligand.sdf,0.1,results/posex_cd/diffdock_l_gpu/5SAW_1K2/default_s10_t20/predictions/5SAW_1K2/rank4_confidence0.10.sdf,4,0.935687199691578,True,results/posex_cd/diffdock_l_gpu/5SAW_1K2/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SAW_1K2/5SAW_1K2_protein.pdb,0,39.708,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SAW_1K2/5SAW_1K2_ligand_start_conf.sdf,ok,20,default_s10_t20,0.2,results/posex_cd/diffdock_l_gpu/5SAW_1K2/default_s10_t20/predictions/5SAW_1K2/rank1_confidence0.20.sdf,1,1.1010630258981546,True,results/posex_cd/diffdock_l_gpu/5SAW_1K2/default_s10_t20/run_status.json,,,ok,8.064511935965706,8.064511935965706,False,False
posex_cross_dock,6,diffdock_l_gpu,5SB1_1IF,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IF/5SB1_1IF_ligand.sdf,0.35,results/posex_cd/diffdock_l_gpu/5SB1_1IF/default_s10_t20/predictions/5SB1_1IF/rank10_confidence0.35.sdf,10,0.44311302089389576,True,results/posex_cd/diffdock_l_gpu/5SB1_1IF/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IF/5SB1_1IF_protein.pdb,0,39.576,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IF/5SB1_1IF_ligand_start_conf.sdf,ok,20,default_s10_t20,0.51,results/posex_cd/diffdock_l_gpu/5SB1_1IF/default_s10_t20/predictions/5SB1_1IF/rank1_confidence0.51.sdf,1,0.39190557718482577,True,results/posex_cd/diffdock_l_gpu/5SB1_1IF/default_s10_t20/run_status.json,,,ok,8.490344326687481,8.09269660822999,False,False
posex_cross_dock,6,diffdock_l_gpu,5SB1_1IJ,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IJ/5SB1_1IJ_ligand.sdf,0.4,results/posex_cd/diffdock_l_gpu/5SB1_1IJ/default_s10_t20/predictions/5SB1_1IJ/rank2_confidence0.40.sdf,2,0.8295608312032737,True,results/posex_cd/diffdock_l_gpu/5SB1_1IJ/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IJ/5SB1_1IJ_protein.pdb,0,39.859,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IJ/5SB1_1IJ_ligand_start_conf.sdf,ok,20,default_s10_t20,0.42,results/posex_cd/diffdock_l_gpu/5SB1_1IJ/default_s10_t20/predictions/5SB1_1IJ/rank1_confidence0.42.sdf,1,0.808665069110815,True,results/posex_cd/diffdock_l_gpu/5SB1_1IJ/default_s10_t20/run_status.json,,,ok,7.121352941096704,7.121352941096704,False,False
posex_cross_dock,6,diffdock_l_gpu,5SB1_1IM,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IM/5SB1_1IM_ligand.sdf,0.49,results/posex_cd/diffdock_l_gpu/5SB1_1IM/default_s10_t20/predictions/5SB1_1IM/rank2_confidence0.49.sdf,2,0.401306031690814,True,results/posex_cd/diffdock_l_gpu/5SB1_1IM/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IM/5SB1_1IM_protein.pdb,0,38.961,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1IM/5SB1_1IM_ligand_start_conf.sdf,ok,20,default_s10_t20,0.52,results/posex_cd/diffdock_l_gpu/5SB1_1IM/default_s10_t20/predictions/5SB1_1IM/rank1_confidence0.52.sdf,1,0.31250773876132126,True,results/posex_cd/diffdock_l_gpu/5SB1_1IM/default_s10_t20/run_status.json,,,ok,8.705336529722116,8.461895306270677,False,False
posex_cross_dock,7,diffdock_l_gpu,5SB1_1K2,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1K2/5SB1_1K2_ligand.sdf,0.45,results/posex_cd/diffdock_l_gpu/5SB1_1K2/default_s10_t20/predictions/5SB1_1K2/rank5_confidence0.45.sdf,5,0.9261813393355179,True,results/posex_cd/diffdock_l_gpu/5SB1_1K2/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1K2/5SB1_1K2_protein.pdb,0,40.077,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB1_1K2/5SB1_1K2_ligand_start_conf.sdf,ok,20,default_s10_t20,0.53,results/posex_cd/diffdock_l_gpu/5SB1_1K2/default_s10_t20/predictions/5SB1_1K2/rank1_confidence0.53.sdf,1,0.7931417565605787,True,results/posex_cd/diffdock_l_gpu/5SB1_1K2/default_s10_t20/run_status.json,,,ok,9.085493573383893,8.288899346234095,False,False
posex_cross_dock,7,diffdock_l_gpu,5SB2_1IF,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IF/5SB2_1IF_ligand.sdf,0.36,results/posex_cd/diffdock_l_gpu/5SB2_1IF/default_s10_t20/predictions/5SB2_1IF/rank10_confidence0.36.sdf,10,0.6314741706628114,True,results/posex_cd/diffdock_l_gpu/5SB2_1IF/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IF/5SB2_1IF_protein.pdb,0,39.691,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IF/5SB2_1IF_ligand_start_conf.sdf,ok,20,default_s10_t20,0.61,results/posex_cd/diffdock_l_gpu/5SB2_1IF/default_s10_t20/predictions/5SB2_1IF/rank1_confidence0.61.sdf,1,0.6190304859213316,True,results/posex_cd/diffdock_l_gpu/5SB2_1IF/default_s10_t20/run_status.json,,,ok,8.44733613124787,7.34143521147505,False,False
posex_cross_dock,2,diffdock_l_gpu,5SB2_1IJ,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IJ/5SB2_1IJ_ligand.sdf,0.1,results/posex_cd/diffdock_l_gpu/5SB2_1IJ/default_s10_t20/predictions/5SB2_1IJ/rank3_confidence0.10.sdf,3,1.3189178159890527,True,results/posex_cd/diffdock_l_gpu/5SB2_1IJ/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IJ/5SB2_1IJ_protein.pdb,0,40.24,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IJ/5SB2_1IJ_ligand_start_conf.sdf,ok,20,default_s10_t20,0.17,results/posex_cd/diffdock_l_gpu/5SB2_1IJ/default_s10_t20/predictions/5SB2_1IJ/rank1_confidence0.17.sdf,1,1.184279843336588,True,results/posex_cd/diffdock_l_gpu/5SB2_1IJ/default_s10_t20/run_status.json,,,ok,10.306128835713888,7.287526819047278,False,False
posex_cross_dock,3,diffdock_l_gpu,5SB2_1IM,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IM/5SB2_1IM_ligand.sdf,0.51,results/posex_cd/diffdock_l_gpu/5SB2_1IM/default_s10_t20/predictions/5SB2_1IM/rank4_confidence0.51.sdf,4,0.7211912724295624,True,results/posex_cd/diffdock_l_gpu/5SB2_1IM/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IM/5SB2_1IM_protein.pdb,0,39.452,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1IM/5SB2_1IM_ligand_start_conf.sdf,ok,20,default_s10_t20,0.6,results/posex_cd/diffdock_l_gpu/5SB2_1IM/default_s10_t20/predictions/5SB2_1IM/rank1_confidence0.60.sdf,1,0.6061627038769611,True,results/posex_cd/diffdock_l_gpu/5SB2_1IM/default_s10_t20/run_status.json,,,ok,8.565882972750513,6.25316665401276,False,False
posex_cross_dock,3,diffdock_l_gpu,5SB2_1JI,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1JI/5SB2_1JI_ligand.sdf,0.19,results/posex_cd/diffdock_l_gpu/5SB2_1JI/default_s10_t20/predictions/5SB2_1JI/rank4_confidence0.19.sdf,4,0.75962847189432,True,results/posex_cd/diffdock_l_gpu/5SB2_1JI/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1JI/5SB2_1JI_protein.pdb,0,40.698,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SB2_1JI/5SB2_1JI_ligand_start_conf.sdf,ok,20,default_s10_t20,0.29,results/posex_cd/diffdock_l_gpu/5SB2_1JI/default_s10_t20/predictions/5SB2_1JI/rank1_confidence0.29.sdf,1,0.7156920994743481,True,results/posex_cd/diffdock_l_gpu/5SB2_1JI/default_s10_t20/run_status.json,,,ok,7.955122515182434,7.955122515182434,False,False
posex_cross_dock,2,diffdock_l_gpu,5SFB_IYW,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_IYW/5SFB_IYW_ligand.sdf,-0.36,results/posex_cd/diffdock_l_gpu/5SFB_IYW/default_s10_t20/predictions/5SFB_IYW/rank2_confidence-0.36.sdf,2,0.6304477462883029,True,results/posex_cd/diffdock_l_gpu/5SFB_IYW/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_IYW/5SFB_IYW_protein.pdb,0,49.908,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_IYW/5SFB_IYW_ligand_start_conf.sdf,ok,20,default_s10_t20,-0.27,results/posex_cd/diffdock_l_gpu/5SFB_IYW/default_s10_t20/predictions/5SFB_IYW/rank1_confidence-0.27.sdf,1,0.5856166609651736,True,results/posex_cd/diffdock_l_gpu/5SFB_IYW/default_s10_t20/run_status.json,,,ok,7.999795337982091,6.226076981342263,False,False
posex_cross_dock,4,diffdock_l_gpu,5SFB_IZ6,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_IZ6/5SFB_IZ6_ligand.sdf,-0.09,results/posex_cd/diffdock_l_gpu/5SFB_IZ6/default_s10_t20/predictions/5SFB_IZ6/rank2_confidence-0.09.sdf,2,38.23955169892271,False,results/posex_cd/diffdock_l_gpu/5SFB_IZ6/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_IZ6/5SFB_IZ6_protein.pdb,0,49.989,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_IZ6/5SFB_IZ6_ligand_start_conf.sdf,ok,20,default_s10_t20,-0.01,results/posex_cd/diffdock_l_gpu/5SFB_IZ6/default_s10_t20/predictions/5SFB_IZ6/rank1_confidence-0.01.sdf,1,0.6466781921223785,True,results/posex_cd/diffdock_l_gpu/5SFB_IZ6/default_s10_t20/run_status.json,,,ok,6.505440553938936,6.077795025815968,False,False
posex_cross_dock,2,diffdock_l_gpu,5SFB_K9F,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_K9F/5SFB_K9F_ligand.sdf,-0.12,results/posex_cd/diffdock_l_gpu/5SFB_K9F/default_s10_t20/predictions/5SFB_K9F/rank8_confidence-0.12.sdf,8,0.45414675720887143,True,results/posex_cd/diffdock_l_gpu/5SFB_K9F/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_K9F/5SFB_K9F_protein.pdb,0,47.484,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_K9F/5SFB_K9F_ligand_start_conf.sdf,ok,20,default_s10_t20,-0.06,results/posex_cd/diffdock_l_gpu/5SFB_K9F/default_s10_t20/predictions/5SFB_K9F/rank1_confidence-0.06.sdf,1,36.08984367560468,False,results/posex_cd/diffdock_l_gpu/5SFB_K9F/default_s10_t20/run_status.json,,,ok,10.162434539949077,8.476572973225482,False,False
posex_cross_dock,0,diffdock_l_gpu,5SFB_KHU,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_KHU/5SFB_KHU_ligand.sdf,-0.45,results/posex_cd/diffdock_l_gpu/5SFB_KHU/default_s10_t20/predictions/5SFB_KHU/rank6_confidence-0.45.sdf,6,39.37120234564502,False,results/posex_cd/diffdock_l_gpu/5SFB_KHU/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_KHU/5SFB_KHU_protein.pdb,0,52.656,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_KHU/5SFB_KHU_ligand_start_conf.sdf,ok,20,default_s10_t20,-0.1,results/posex_cd/diffdock_l_gpu/5SFB_KHU/default_s10_t20/predictions/5SFB_KHU/rank1_confidence-0.10.sdf,1,39.34187962190963,False,results/posex_cd/diffdock_l_gpu/5SFB_KHU/default_s10_t20/run_status.json,,,ok,7.966817916618386,5.223062038821606,False,False
posex_cross_dock,6,diffdock_l_gpu,5SFB_KI8,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_KI8/5SFB_KI8_ligand.sdf,-1.36,results/posex_cd/diffdock_l_gpu/5SFB_KI8/default_s10_t20/predictions/5SFB_KI8/rank7_confidence-1.36.sdf,7,8.545672216749775,False,results/posex_cd/diffdock_l_gpu/5SFB_KI8/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_KI8/5SFB_KI8_protein.pdb,0,51.776,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_KI8/5SFB_KI8_ligand_start_conf.sdf,ok,20,default_s10_t20,-0.79,results/posex_cd/diffdock_l_gpu/5SFB_KI8/default_s10_t20/predictions/5SFB_KI8/rank1_confidence-0.79.sdf,1,4.924639381197237,False,results/posex_cd/diffdock_l_gpu/5SFB_KI8/default_s10_t20/run_status.json,,,ok,7.728726346225406,7.728726346225406,False,False
posex_cross_dock,6,diffdock_l_gpu,5SFB_WP3,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_WP3/5SFB_WP3_ligand.sdf,-0.29,results/posex_cd/diffdock_l_gpu/5SFB_WP3/default_s10_t20/predictions/5SFB_WP3/rank7_confidence-0.29.sdf,7,36.56671100528002,False,results/posex_cd/diffdock_l_gpu/5SFB_WP3/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_WP3/5SFB_WP3_protein.pdb,0,52.561,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFB_WP3/5SFB_WP3_ligand_start_conf.sdf,ok,20,default_s10_t20,-0.02,results/posex_cd/diffdock_l_gpu/5SFB_WP3/default_s10_t20/predictions/5SFB_WP3/rank1_confidence-0.02.sdf,1,3.005688379778139,False,results/posex_cd/diffdock_l_gpu/5SFB_WP3/default_s10_t20/run_status.json,,,ok,10.42431342912648,9.744690594472456,False,False
posex_cross_dock,4,diffdock_l_gpu,5SFE_IK0,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFE_IK0/5SFE_IK0_ligand.sdf,-5.23,results/posex_cd/diffdock_l_gpu/5SFE_IK0/default_s10_t20/predictions/5SFE_IK0/rank10_confidence-5.23.sdf,10,1011.310163969991,False,results/posex_cd/diffdock_l_gpu/5SFE_IK0/default_s10_t20,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFE_IK0/5SFE_IK0_protein.pdb,0,49.103,10,external/PoseX/data/dataset/posex/posex_cross_docking_set/5SFE_IK0/5SFE_IK0_ligand_start_conf.sdf,ok,20,default_s10_t20,0.04,results/posex_cd/diffdock_l_gpu/5SFE_IK0/default_s10_t20/predictions/5SFE_IK0/rank1_confidence0.04.sdf,1,36.3927893469248,False,results/posex_cd/diffdock_l_gpu/5SFE_IK0/default_s10_t20/run_status.json,,,ok,7.921500378716143,7.3074088333104,False,False
