_group_id,case_type,method_official,target_official,ligand_instance_chain_official,memory_score_official,ligand_memory_official,pocket_memory_official,protein_memory_official,shape_pocket_memory_official,seed_official,sample_official,ranking_score_official,rmsd_official,success_rmsd_2_official,pb_valid_all_official,model_ligand_chain_official,structure_relative_path_official,pred_protein_min_dist_official,pred_protein_contact_density_4a_official,pred_protein_clash_density_2a_official,seed_selected,sample_selected,ranking_score_selected,rmsd_selected,success_rmsd_2_selected,pb_valid_all_selected,model_ligand_chain_selected,structure_relative_path_selected,pred_protein_min_dist_selected,pred_protein_contact_density_4a_selected,pred_protein_clash_density_2a_selected,rmsd_delta_selected_minus_official,ranking_score_delta_selected_minus_official,contact_density_delta_selected_minus_official,clash_density_delta_selected_minus_official,ligand_smiles,ligand_num_heavy_atoms,ligand_num_rot_bonds,pred_pocket_precision,pred_pocket_recall,pred_pocket_f1,selected_clash_ok,selected_contact_ok,selected_min_dist_ok,selected_pb_status,selected_geometry_plausible,selected_confidence_drop_small,rmsd_gain_official_minus_selected,ranking_score_drop_official_minus_selected,strong_rescue_flag,needs_visual_review
protenix|8eym__1__1.A_1.B__1.C_1.E|1.E,rescued,protenix,8eym__1__1.A_1.B__1.C_1.E,1.E,0.1905689788528178,0.196078431372549,0.1,0.43,0.0547076393621281,3614252639,0,0.9597361087799072,2.1514687538146973,False,False,D0,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/protenix/8eym__1__1.A_1.B__1.C_1.E/seed-3614252639_sample-0.cif,2.11403952102741,3.789473684210526,0.0,2516506432,4,0.9510854482650756,1.7940973043441772,True,,D0,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/protenix/8eym__1__1.A_1.B__1.C_1.E/seed-2516506432_sample-4.cif,2.236820093213096,3.263157894736842,0.0,-0.35737144947052,-0.0086506605148316,-0.5263157894736841,0.0,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O[C@@H]1O,19,4,0.9230769230769232,0.9230769230769232,0.9230769230769232,True,True,True,missing,True,True,0.35737144947052,0.0086506605148316,False,True
chai|8ivt__1__1.A_1.B__1.F|1.F,harmed,chai,8ivt__1__1.A_1.B__1.F,1.F,0.3347984178695694,0.136986301369863,0.62,0.45,0.2092660619505868,2721,2,0.91797006,1.6857473850250244,True,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/chai/8ivt__1__1.A_1.B__1.F/seed-2721_sample-2.cif,2.87118864318549,2.962962962962963,0.0,9475,0,0.9117867,4.8481059074401855,False,,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/chai/8ivt__1__1.A_1.B__1.F/seed-9475_sample-0.cif,2.90350511562089,2.259259259259259,0.0,3.162358522415161,-0.00618336,-0.7037037037037037,0.0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,27,5,0.92,0.9583333333333334,0.9387755102040816,True,True,True,missing,True,True,-3.162358522415161,0.00618336,False,True
af3|7di7__1__1.A__1.D|1.D,kept_official,af3,7di7__1__1.A__1.D,1.D,0.2842494358339746,0.0864197530864197,0.5,0.38,0.2650126112686384,2043412620,2,0.7775264900863343,7.8910441398620605,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7di7__1__1.A__1.D/seed-2043412620_sample-2.cif,2.646926847615126,1.5909090909090908,0.0,2043412620,2,0.7775264900863343,7.8910441398620605,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7di7__1__1.A__1.D/seed-2043412620_sample-2.cif,2.646926847615126,1.5909090909090908,0.0,0.0,0.0,0.0,0.0,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,22,8,0.0,0.0,0.0,True,True,True,true,True,True,-0.0,-0.0,False,False
af3|7dia__1__1.A__1.D_1.E_1.G|1.E,kept_official,af3,7dia__1__1.A__1.D_1.E_1.G,1.E,0.2027386849198939,0.1052631578947368,0.29,0.37,0.0969828982836805,1820756570,4,0.7651371614042237,42.88020324707031,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7dia__1__1.A__1.D_1.E_1.G/seed-1820756570_sample-4.cif,1.952006156708581,2.769230769230769,0.0384615384615384,1820756570,4,0.7651371614042237,42.88020324707031,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7dia__1__1.A__1.D_1.E_1.G/seed-1820756570_sample-4.cif,1.952006156708581,2.769230769230769,0.0384615384615384,0.0,0.0,0.0,0.0,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,26,2,0.0,0.0,0.0,False,True,False,false,False,True,-0.0,-0.0,False,False
af3|7dij__1__1.A__1.F_1.J|1.J,kept_official,af3,7dij__1__1.A__1.F_1.J,1.J,0.2616139618450357,0.0769230769230769,0.47,0.38,0.2059544246097938,521851134,2,0.8742899082732227,0.7336393594741821,True,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7dij__1__1.A__1.F_1.J/seed-521851134_sample-2.cif,2.734844091463859,1.8235294117647056,0.0,521851134,2,0.8742899082732227,0.7336393594741821,True,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7dij__1__1.A__1.F_1.J/seed-521851134_sample-2.cif,2.734844091463859,1.8235294117647056,0.0,0.0,0.0,0.0,0.0,CC(C)(C)c1cc(O)c(CN)c(C(C)(C)C)c1,17,1,0.0,0.0,0.0,True,True,True,true,True,True,-0.0,-0.0,False,False
af3|7e1n__1__1.A_1.B__1.D|1.D,kept_official,af3,7e1n__1__1.A_1.B__1.D,1.D,0.3000633537067688,0.0648148148148148,0.6,0.36,0.2768908426079184,570530412,2,0.867729218175648,1.7902594804763794,True,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7e1n__1__1.A_1.B__1.D/seed-570530412_sample-2.cif,2.775316334078348,2.1333333333333333,0.0,570530412,2,0.867729218175648,1.7902594804763794,True,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7e1n__1__1.A_1.B__1.D/seed-570530412_sample-2.cif,2.775316334078348,2.1333333333333333,0.0,0.0,0.0,0.0,0.0,C[C@@H](O)c1c(O)cc(O)c([C@@H](C)O)c1O,15,2,0.7727272727272727,0.85,0.8095238095238095,True,True,True,true,True,True,-0.0,-0.0,False,False
af3|7f83__1__1.B__1.J|1.J,kept_official,af3,7f83__1__1.B__1.J,1.J,0.3259092850141176,0.1111111111111111,0.62,0.42,0.2401019806261437,2130440911,4,0.3048944497073841,8.83673095703125,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7f83__1__1.B__1.J/seed-2130440911_sample-4.cif,2.379739179491261,2.4864864864864864,0.0,2130440911,4,0.3048944497073841,8.83673095703125,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7f83__1__1.B__1.J/seed-2130440911_sample-4.cif,2.379739179491261,2.4864864864864864,0.0,0.0,0.0,0.0,0.0,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1,37,4,0.4482758620689655,0.3823529411764705,0.4126984126984127,True,True,True,false,False,True,-0.0,-0.0,False,False
af3|7jni__1__1.A__1.C|1.C,kept_official,af3,7jni__1__1.A__1.C,1.C,0.3117824020105986,0.1401869158878504,0.49,0.49,0.2110849072492548,629993543,0,0.8474597968947282,9.065654754638672,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7jni__1__1.A__1.C/seed-629993543_sample-0.cif,1.8635143694619247,3.657894736842105,0.0263157894736842,629993543,0,0.8474597968947282,9.065654754638672,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7jni__1__1.A__1.C/seed-629993543_sample-0.cif,1.8635143694619247,3.657894736842105,0.0263157894736842,0.0,0.0,0.0,0.0,COc1ccc2c(c1OCc1ccccc1)C[C@@H](C(=O)O)N(C(=O)C(c1ccccc1)c1ccccc1)C2,38,8,0.7297297297297297,0.7297297297297297,0.7297297297297297,False,True,False,false,False,True,-0.0,-0.0,False,False
af3|7ly6__1__1.A_2.A__1.B_1.C_1.D|1.B,kept_official,af3,7ly6__1__1.A_2.A__1.B_1.C_1.D,1.B,0.1229457050039024,0.05,0.05,0.44,0.0247285250195121,1430139605,0,0.9869190135401342,3.115477561950684,False,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7ly6__1__1.A_2.A__1.B_1.C_1.D/seed-1430139605_sample-0.cif,3.1565869959918134,2.2,0.0,1430139605,0,0.9869190135401342,3.115477561950684,False,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7ly6__1__1.A_2.A__1.B_1.C_1.D/seed-1430139605_sample-0.cif,3.1565869959918134,2.2,0.0,0.0,0.0,0.0,0.0,NCC(=O)O,5,1,0.9166666666666666,0.6875,0.7857142857142857,True,True,True,true,True,True,-0.0,-0.0,False,False
af3|7nsn__1__1.A__1.J|1.J,kept_official,af3,7nsn__1__1.A__1.J,1.J,0.3241284991335423,0.1363636363636363,0.55,0.37,0.3245061320313476,2251863323,4,0.9293908089216456,16.870590209960938,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7nsn__1__1.A__1.J/seed-2251863323_sample-4.cif,2.2754222555041506,3.857142857142857,0.0,2251863323,4,0.9293908089216456,16.870590209960938,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7nsn__1__1.A__1.J/seed-2251863323_sample-4.cif,2.2754222555041506,3.857142857142857,0.0,0.0,0.0,0.0,0.0,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](O)c2nccn21,14,1,0.0,0.0,0.0,True,True,True,false,False,True,-0.0,-0.0,False,False
af3|7p1e__1__1.A__1.C_1.G|1.C,kept_official,af3,7p1e__1__1.A__1.C_1.G,1.C,0.2188801109929856,0.3214285714285714,0.07,0.4,0.0444005549649278,1189333309,4,0.9957866539797692,23.307111740112305,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7p1e__1__1.A__1.C_1.G/seed-1189333309_sample-4.cif,2.517543725331332,3.789473684210526,0.0,1189333309,4,0.9957866539797692,23.307111740112305,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7p1e__1__1.A__1.C_1.G/seed-1189333309_sample-4.cif,2.517543725331332,3.789473684210526,0.0,0.0,0.0,0.0,0.0,O=C(O)[C@]1(F)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1F,19,4,0.0,0.0,0.0,True,True,True,true,True,True,-0.0,-0.0,False,False
af3|7qea__1__1.A__1.C|1.C,kept_official,af3,7qea__1__1.A__1.C,1.C,0.3306697072991383,0.2117647058823529,0.54,0.39,0.217760301201574,3206163896,2,0.9596014583856156,2.015758514404297,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7qea__1__1.A__1.C/seed-3206163896_sample-2.cif,2.2941693425389587,3.4054054054054053,0.0,3206163896,2,0.9596014583856156,2.015758514404297,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7qea__1__1.A__1.C/seed-3206163896_sample-2.cif,2.2941693425389587,3.4054054054054053,0.0,0.0,0.0,0.0,0.0,O=C1O[C@@]2(c3ccc(O)cc3Oc3cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)ccc32)c2ccccc21,37,3,0.84375,0.9642857142857144,0.8999999999999999,True,True,True,false,False,True,-0.0,-0.0,False,False
af3|7rbw__1__1.A__1.C|1.C,kept_official,af3,7rbw__1__1.A__1.C,1.C,0.2628617505633615,0.0792079207920792,0.43,0.51,0.128194891430669,3329791109,2,0.8794580214474406,0.962769329547882,True,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7rbw__1__1.A__1.C/seed-3329791109_sample-2.cif,2.836077752456505,3.953488372093023,0.0,3329791109,2,0.8794580214474406,0.962769329547882,True,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7rbw__1__1.A__1.C/seed-3329791109_sample-2.cif,2.836077752456505,3.953488372093023,0.0,0.0,0.0,0.0,0.0,C=CC1=C(C)/C(=C/c2[nH]c(/C=C3\N=C(/C=C4\NC(=O)C(C)=C4C=C)C(C)=C3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,43,11,0.85,0.918918918918919,0.8831168831168831,True,True,True,true,True,True,-0.0,-0.0,False,False
af3|7s7t__1__1.A__1.B|1.B,kept_official,af3,7s7t__1__1.A__1.B,1.B,0.2820503349443967,0.0,0.56,0.51,0.2002516747219832,1288818970,3,0.8321751284970696,5.015739917755127,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7s7t__1__1.A__1.B/seed-1288818970_sample-3.cif,2.519659609936039,4.1875,0.0,1288818970,3,0.8321751284970696,5.015739917755127,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7s7t__1__1.A__1.B/seed-1288818970_sample-3.cif,2.519659609936039,4.1875,0.0,0.0,0.0,0.0,0.0,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,16,0,0.8125,0.7222222222222222,0.7647058823529411,True,True,True,true,True,True,-0.0,-0.0,False,False
af3|7tuo__1__1.A__1.B|1.B,kept_official,af3,7tuo__1__1.A__1.B,1.B,0.2820292893764245,0.1339285714285714,0.47,0.41,0.1782714468821226,2409145937,0,0.7316984400179017,2.3799383640289307,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7tuo__1__1.A__1.B/seed-2409145937_sample-0.cif,2.0587006493162456,4.4,0.0,2409145937,0,0.7316984400179017,2.3799383640289307,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7tuo__1__1.A__1.B/seed-2409145937_sample-0.cif,2.0587006493162456,4.4,0.0,0.0,0.0,0.0,0.0,Cc1cnc2c(N)c(C(=O)NCCc3ccc(C4C[C@H]5CC[C@@H](C4)N5)cc3)sc2n1,30,5,0.8709677419354839,0.75,0.8059701492537312,True,True,True,false,False,True,-0.0,-0.0,False,False
af3|7udq__1__1.A__1.C|1.C,kept_official,af3,7udq__1__1.A__1.C,1.C,0.2970593491432922,0.0769230769230769,0.56,0.4,0.2506813611010762,385701167,0,0.9330746301353748,0.6507071852684021,True,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7udq__1__1.A__1.C/seed-385701167_sample-0.cif,2.724657276539061,2.76,0.0,385701167,0,0.9330746301353748,0.6507071852684021,True,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3/7udq__1__1.A__1.C/seed-385701167_sample-0.cif,2.724657276539061,2.76,0.0,0.0,0.0,0.0,0.0,COc1cc(Nc2ccnc3cc(C#N)ccc23)cc(OC)c1OC,25,5,0.96,0.7058823529411765,0.8135593220338982,True,True,True,true,True,True,-0.0,-0.0,False,False
