dataset,mol_id,strategy,generator_group,k,n_candidates,baseline_method,baseline_success,baseline_rmsd,selector_method,selector_success,selector_rmsd,oracle_method,oracle_success,oracle_rmsd,failure_regime,ligand_heavy_atoms,ligand_rot_bonds,ligand_chiral_centers,ligand_tpsa,ligand_mol_wt,ligand_rings,protein_aa_length,source_rows,pb_valid_fraction,median_centroid_distance,median_volume_overlap_protein,max_volume_overlap_protein,median_pairwise_clashes_protein,max_pairwise_clashes_protein,min_smallest_distance_protein
astex_diverse,1K3U_IAD,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,DiffDock-L default s10/t20,True,0.3771053067525733,Successful top-1,21.0,6.0,1.0,119.48999999999998,290.275,2.0,662,34.0,0.14705882352941177,1.5484495542185006,0.0477686989314896,0.2370550161812297,0.25,25.0,0.4428349240970057
astex_diverse,1KE5_LS1,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_diffdock_relaxedFalse_rep2,True,0.5533356301244458,public_boltz_ss_relaxedFalse_rep3,True,0.4348525827170077,Successful top-1,23.0,4.0,0.0,87.30000000000001,329.3810000000001,3.0,281,40.0,0.5,0.3007075090082848,0.01436032111263565,0.1058480597558753,0.0,10.0,0.9136263842512432
astex_diverse,1KZK_JE2,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.6545605179869293,public_boltz_ss_relaxedFalse_rep3,True,0.822743563907503,Chai-1 full receptor s5/t200,True,0.5833755408073605,Successful top-1,41.0,9.0,3.0,118.97,575.7310000000002,4.0,198,32.0,0.46875,0.2694964786143229,0.0120060030015007,0.1267927665765953,0.0,20.0,0.4917105449347209
astex_diverse,1L2S_STC,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.2921485308545118,public_diffdock_relaxedFalse_rep3,True,0.2434109012392538,public_diffdock_relaxedFalse_rep3,True,0.2434109012392538,Successful top-1,19.0,4.0,0.0,83.47,317.77500000000003,2.0,713,40.0,0.55,1.0077267599339244,0.0162962962962962,0.7007209062821833,0.0,99.0,0.6755394289010799
astex_diverse,1L7F_BCZ,cross_generator_balanced,,32,32,DiffDock-L default s10/t20,True,0.3027088018139747,public_diffdock_relaxedFalse_rep3,True,0.4740407219711792,DiffDock-L default s10/t20,True,0.3027088018139747,Successful top-1,23.0,7.0,5.0,148.53,328.41300000000007,1.0,388,34.0,0.0,0.6025995392539079,0.0410553905294426,0.1616105901820187,0.0,19.0,0.7126198004546359
astex_diverse,1M2Z_DEX,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,55.86419639433012,public_boltz_ss_relaxedFalse_rep3,True,0.3822422385458875,public_boltz_ss_relaxedFalse_rep3,True,0.3822422385458875,Successful top-1,28.0,2.0,8.0,94.83,392.4670000000001,4.0,550,38.0,0.34210526315789475,33.15525481656942,0.01062487807451935,0.2430700447093889,0.0,33.0,0.3670012806517164
astex_diverse,1MEH_MOA,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,2.6607233347997346,public_chai_relaxedFalse_rep1,True,1.0382807245843864,public_chai_relaxedFalse_rep1,True,1.0382807245843864,Successful top-1,23.0,6.0,0.0,93.06,320.34099999999995,2.0,353,40.0,0.375,2.6170853811635437,0.0139720558882235,0.2239984953921384,0.0,26.0,0.516803966703045
astex_diverse,1N2J_PAF,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,33.232615598505035,public_diffdock_relaxedFalse_rep1,True,0.3161368627667447,DiffDock-L default s10/t20,True,0.1862746386387566,Successful top-1,10.0,3.0,1.0,80.59,147.14999999999998,0.0,574,32.0,0.6875,2.24939970213334,0.01616428558877205,0.7520309477756286,0.0,55.0,0.5754762462517454
astex_diverse,1N2V_BDI,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.9615688444758737,public_rfaa_relaxedFalse_rep1,True,0.7862834145522847,DiffDock-L default s10/t20,True,0.3410236961463728,Successful top-1,15.0,3.0,0.0,94.4,208.221,2.0,372,40.0,0.425,0.7372654666788785,0.0187574812545748,0.0562857142857142,0.0,2.0,1.754549041776833
astex_diverse,1N46_PFA,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.3650241777887736,public_chai_relaxedFalse_rep2,True,0.3683442374712107,DiffDock-L default s10/t20,True,0.2765020614751362,Successful top-1,27.0,4.0,0.0,97.21,367.4050000000001,3.0,487,40.0,0.6,17.101117729370934,0.0139149051032318,0.2851156293652025,0.0,43.0,0.7968632065793977
astex_diverse,1NAV_IH5,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.4028415358965337,public_chai_relaxedFalse_rep1,True,0.37473443812047,public_boltz_ss_relaxedFalse_rep3,True,0.3499332936432315,Successful top-1,23.0,5.0,0.0,66.76,355.217,2.0,253,40.0,0.675,0.2190248550862615,0.01028704190297525,0.079525636553889,0.0,6.0,1.3129751673203869
astex_diverse,1OF1_SCT,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,9.97801763775974,public_diffdock_relaxedFalse_rep3,True,0.5607975560653674,public_diffdock_relaxedFalse_rep2,True,0.5206493819154003,Successful top-1,18.0,2.0,4.0,95.32,252.26999999999995,3.0,622,40.0,0.475,9.950717853075345,0.01743094932547455,0.471747388414055,0.0,51.0,0.5181652342641285
astex_diverse,1OPK_P16,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.711018766599353,public_boltz_relaxedFalse_rep1,True,1.711018766599353,DiffDock-L default s10/t20,True,0.3793706985213166,Successful top-1,29.0,4.0,0.0,80.04,427.29100000000017,4.0,449,40.0,0.6,0.2955880048258279,0.0134228187919463,0.1079982580926114,0.0,18.0,1.314837727630296
astex_diverse,1OQ5_CEL,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,2.3571159570542983,public_boltz_relaxedFalse_rep3,False,4.539266847613846,public_diffdock_relaxedFalse_rep2,True,0.4231958075624822,Discrimination-limited,26.0,3.0,0.0,77.98,381.3790000000001,3.0,256,40.0,0.5,1.0035627475567175,0.01174833380874455,0.2026143790849673,0.0,27.0,0.7355869900970238
astex_diverse,1OWE_675,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.2196128101082362,public_boltz_relaxedFalse_rep1,True,0.2196128101082362,public_boltz_relaxedFalse_rep1,True,0.2196128101082362,Successful top-1,22.0,3.0,0.0,78.97,289.338,3.0,245,40.0,0.575,0.37167267151504435,0.0123791102514506,0.0751345119139123,0.0,5.0,1.1720765930603725
astex_diverse,1OYT_FSN,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7878575567110253,public_diffdock_relaxedFalse_rep3,True,0.7413466636241554,public_chai_relaxedFalse_rep3,True,0.3521537281074453,Successful top-1,30.0,4.0,4.0,92.23,407.46900000000016,5.0,282,32.0,0.28125,0.3592876704598116,0.0168170631665299,0.187535734705546,0.0,31.0,0.6954821780606606
astex_diverse,1P62_GEO,cross_generator_balanced,,32,32,public_boltz_ss_relaxedFalse_rep1,True,1.4790769182162231,public_diffdock_relaxedFalse_rep2,True,0.6095101607939857,DiffDock-L default s10/t20,True,0.374278301831968,Successful top-1,18.0,2.0,3.0,110.6,263.19999999999993,2.0,229,40.0,0.2,0.1599486265903902,0.03159914113269975,0.1308887809616318,0.0,13.0,1.3860571561086452
astex_diverse,1PMN_984,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.5964458216651523,public_chai_relaxedTrue_rep3,True,0.5432984957096086,public_chai_relaxedFalse_rep1,True,0.4801487698657466,Successful top-1,33.0,7.0,0.0,58.870000000000005,485.463,5.0,344,28.0,0.42857142857142855,0.25787580271023547,0.0115083251714005,0.128395663296382,0.0,18.0,0.525950434927097
astex_diverse,1Q41_IXM,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.4360401243005049,public_boltz_relaxedFalse_rep1,True,0.4360401243005049,DiffDock-L default s10/t20,True,0.2048667883098219,Successful top-1,21.0,0.0,0.0,73.72,277.283,4.0,682,40.0,0.5,15.268529828912978,0.0095278893983842,0.6517497348886533,0.0,121.0,0.3073493940127425
astex_diverse,1R1H_BIR,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7363400191440796,public_boltz_relaxedFalse_rep1,True,0.7363400191440796,DiffDock-L default s10/t20,True,0.4757110395013439,Successful top-1,29.0,9.0,4.0,129.72000000000003,418.4300000000002,2.0,696,38.0,0.3684210526315789,0.2324772590208761,0.02323506164073005,0.143841278589143,0.0,26.0,1.1442754344999255
astex_diverse,1R55_097,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.3579225936476747,public_boltz_ss_relaxedFalse_rep1,True,0.3356673463286301,public_chai_relaxedFalse_rep1,True,0.2105330174266171,Successful top-1,23.0,7.0,3.0,127.76000000000002,331.41300000000007,0.0,203,34.0,0.4117647058823529,0.2043756249631909,0.0144057623049219,0.1207796728158719,0.0,13.0,1.1181205927805835
astex_diverse,1R58_AO5,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.989062555686668,public_diffdock_relaxedFalse_rep1,True,1.2506272568803918,DiffDock-L default s10/t20,True,0.7519404977615668,Successful top-1,23.0,7.0,2.0,104.45,359.879,1.0,369,40.0,0.575,1.3962360398014524,0.0213732749915853,0.0779177162048698,0.0,9.0,1.020976282780358
astex_diverse,1S19_MC9,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.5107664910047771,public_boltz_ss_relaxedFalse_rep3,True,0.4538638386124194,public_chai_relaxedTrue_rep2,True,0.4420727796213483,Successful top-1,30.0,5.0,7.0,60.69,412.61400000000015,4.0,253,40.0,0.45,0.17002329200768815,0.0120814182534471,0.0842711332112012,0.0,7.0,1.3111737375344266
astex_diverse,1S3V_TQD,cross_generator_balanced,,32,32,Chai-1 full receptor s5/t200,True,1.4874696496541358,public_chai_relaxedFalse_rep1,True,0.4617371382765669,public_chai_relaxedFalse_rep3,True,0.4567048307703669,Successful top-1,27.0,6.0,2.0,107.36,375.4730000000001,3.0,186,40.0,0.3,0.33863856821114113,0.010716266858673,0.1145960832313341,0.0,14.0,0.2503391499546167
astex_diverse,1SG0_STL,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.8836974552147029,public_boltz_relaxedFalse_rep1,True,0.8836974552147029,public_boltz_relaxedFalse_rep1,True,0.8836974552147029,Successful top-1,17.0,2.0,0.0,60.69,228.247,2.0,460,34.0,0.38235294117647056,22.269194368115656,0.0101232492865806,0.628858402743753,0.0,84.0,0.4355191040585935
astex_diverse,1SJ0_E4D,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.5941565269227028,public_boltz_relaxedFalse_rep3,True,0.4372285422771692,public_chai_relaxedFalse_rep1,True,0.4199628361675752,Successful top-1,33.0,6.0,2.0,62.16,463.5990000000004,5.0,243,40.0,0.525,0.2264271670411655,0.012828695212455499,0.0710273374110598,0.0,10.0,1.2147412152388688
astex_diverse,1SQN_NDR,cross_generator_balanced,,32,32,DiffDock-L default s10/t20,False,33.202247973374554,public_boltz_relaxedFalse_rep1,True,0.7578184440160513,public_dynamicbind_relaxedTrue_rep-1,True,0.583370403151143,Successful top-1,22.0,0.0,6.0,37.3,298.42600000000004,4.0,498,40.0,0.325,32.30170489522577,0.0166445999621713,0.4449199851135095,0.0,58.0,0.7171903024999717
astex_diverse,1T40_ID5,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.1768856682799856,public_boltz_relaxedFalse_rep1,True,0.1768856682799856,public_boltz_relaxedFalse_rep1,True,0.1768856682799856,Successful top-1,28.0,6.0,0.0,88.52000000000001,414.3360000000001,3.0,316,34.0,0.5,0.4726330201634704,0.01347929818411165,0.1560549313358302,0.0,20.0,1.3568103404676717
astex_diverse,1T46_STI,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7205691474218252,public_boltz_ss_relaxedFalse_rep3,True,0.5898184273971924,public_boltz_ss_relaxedFalse_rep3,True,0.5898184273971924,Successful top-1,37.0,7.0,0.0,86.28,493.6150000000004,5.0,297,40.0,0.5,0.882991751914615,0.0119252379314298,0.1318034362609636,0.0,20.0,0.2445381769785625
astex_diverse,1TOW_CRZ,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.9098487286067768,public_chai_relaxedTrue_rep1,True,0.6532258469440249,DiffDock-L default s10/t20,True,0.426601714285795,Successful top-1,19.0,4.0,0.0,42.23,253.30100000000004,3.0,131,40.0,0.7,0.39074037856199034,0.00841012350217985,0.0458015267175572,0.0,1.0,1.9328137158039824
astex_diverse,1TT1_KAI,cross_generator_balanced,,32,32,DiffDock-L default s10/t20,True,0.2719430381532131,public_boltz_ss_relaxedFalse_rep1,True,1.5642094806429647,DiffDock-L default s10/t20,True,0.2719430381532131,Successful top-1,15.0,4.0,3.0,86.63000000000001,213.233,1.0,502,40.0,0.475,4.752222022924522,0.0445618773300201,0.420545746388443,0.0,39.0,0.3693447170327469
astex_diverse,1TZ8_DES,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,2.180821052723034,public_boltz_relaxedFalse_rep1,False,2.180821052723034,public_boltz_relaxedFalse_rep1,False,2.180821052723034,Generation-limited,20.0,4.0,0.0,40.46,268.356,2.0,461,34.0,0.47058823529411764,12.181686842490258,0.016394293972772,0.3935018050541516,0.0,46.0,1.0089215876370243
astex_diverse,1U4D_DBQ,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.225564756891016,public_diffdock_relaxedFalse_rep2,True,0.5226462283418875,public_chai_relaxedFalse_rep3,True,0.4874874366984442,Successful top-1,18.0,0.0,0.0,112.37,245.242,3.0,520,40.0,0.45,1.2402614356459827,0.0176860722181282,0.8092384519350811,0.0,140.0,0.4929130146384889
astex_diverse,1UML_FR4,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.9061935952770866,public_boltz_relaxedFalse_rep3,True,0.5186279746220847,DiffDock-L default s10/t20,True,0.3803551346897381,Successful top-1,33.0,10.0,1.0,115.17,445.52300000000014,4.0,349,40.0,0.425,1.3781181022232671,0.0159703590136706,0.1983578782744689,0.0,32.0,0.503427492296556
astex_diverse,1UOU_CMU,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.4029588678931395,public_boltz_relaxedFalse_rep1,True,1.4029588678931395,DiffDock-L default s10/t20,True,0.4607341797338239,Successful top-1,16.0,2.0,0.0,92.81,242.66600000000005,2.0,438,40.0,0.475,0.869266739752677,0.02071801551546435,0.1399946566924926,0.0,6.0,1.0947279753436414
astex_diverse,1V0P_PVB,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep3,False,17.956036516623968,public_diffdock_relaxedFalse_rep2,True,0.3901097311441142,public_diffdock_relaxedTrue_rep1,True,0.3800880880357429,Successful top-1,30.0,8.0,1.0,125.19,432.9120000000002,3.0,535,40.0,0.5,4.6221789116440135,0.0172557751182855,0.4992261150977909,0.0,101.0,0.3221961203987413
astex_diverse,1V48_HA1,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.4238973197925088,public_diffdock_relaxedFalse_rep2,True,0.3767977875827729,public_chai_relaxedFalse_rep3,True,0.3207326638507146,Successful top-1,22.0,6.0,0.0,147.12,337.223,2.0,261,40.0,0.5,0.26734122361330903,0.0371238765142633,0.1859099804305283,0.0,23.0,0.4422479508149238
astex_diverse,1V4S_MRK,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.3878404249396801,public_boltz_relaxedFalse_rep3,True,0.3164575581131793,public_boltz_ss_relaxedFalse_rep1,True,0.3018967524343962,Successful top-1,23.0,4.0,0.0,85.83,349.41600000000005,3.0,448,34.0,0.2647058823529412,1.734454514771957,0.0144313368758498,0.5135278514588859,0.5,78.0,0.7142895281326799
astex_diverse,1VCJ_IBA,cross_generator_balanced,,32,32,public_boltz_ss_relaxedFalse_rep1,True,1.4760861926052955,public_boltz_ss_relaxedFalse_rep1,True,1.4760861926052955,DiffDock-L default s10/t20,True,0.6857352690360903,Successful top-1,25.0,8.0,1.0,115.89,349.4310000000001,2.0,389,40.0,0.15,0.9719215909502223,0.0203608674060586,0.1242484969939879,0.0,14.0,0.9689773010757258
astex_diverse,1W2G_THM,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,28.3189669874637,Chai-1 full receptor s5/t200,True,0.4561470611391213,Chai-1 full receptor s5/t200,True,0.4561470611391213,Successful top-1,17.0,2.0,3.0,104.54999999999998,242.231,2.0,402,40.0,0.6,27.73322580771474,0.0197193859583302,0.5265784876466184,0.0,58.0,0.5839668997468916
astex_diverse,1X8X_TYR,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.3438287789449409,public_boltz_relaxedFalse_rep1,True,0.3438287789449409,public_diffdock_relaxedFalse_rep2,True,0.1932414153730631,Successful top-1,13.0,3.0,1.0,83.55000000000001,181.191,1.0,322,40.0,0.55,0.2269038745016685,0.0310913705583756,0.1227459664663081,0.0,8.0,0.9698868439153072
astex_diverse,1XM6_5RM,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,46.39234416165191,public_diffdock_relaxedFalse_rep3,True,0.4382181498319132,public_diffdock_relaxedFalse_rep1,True,0.3872827757867015,Successful top-1,19.0,5.0,1.0,56.790000000000006,265.309,2.0,666,40.0,0.425,34.040858177233666,0.01000213671647555,0.1808142052836726,0.0,20.0,0.5100674171126791
astex_diverse,1XOZ_CIA,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.062034782370859,public_diffdock_relaxedFalse_rep3,True,1.458170814340043,public_chai_relaxedFalse_rep2,True,0.4274401773884314,Successful top-1,29.0,1.0,2.0,74.87,389.4110000000001,6.0,326,40.0,0.275,0.5913304122015179,0.00859375,0.0637739345274861,0.0,6.0,1.6694767593470736
astex_diverse,1Y6B_AAX,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.9350129473781134,public_diffdock_relaxedFalse_rep3,True,0.9112078315910928,Chai-1 full receptor s5/t200,True,0.8167581131287098,Successful top-1,34.0,9.0,0.0,106.35,476.55800000000016,5.0,266,40.0,0.65,0.6431872488804387,0.00900113251058405,0.1225396825396825,0.0,20.0,0.8043508438486285
astex_diverse,1YQY_915,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.5148456113032924,public_chai_relaxedFalse_rep1,True,0.390689025502881,public_chai_relaxedFalse_rep3,True,0.3765714307864882,Successful top-1,23.0,5.0,1.0,104.73,346.3800000000002,2.0,514,40.0,0.4,0.5158346830215492,0.029921742516566048,0.1736060825488776,0.0,15.0,1.0865069811096482
astex_diverse,1YV3_BIT,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.1400008472883616,public_boltz_relaxedFalse_rep1,True,1.1400008472883616,DiffDock-L default s10/t20,True,0.5308330425763909,Successful top-1,22.0,1.0,1.0,52.9,292.338,4.0,703,32.0,0.1875,6.420364750525373,0.0304821911953021,0.6140661938534279,0.0,84.0,0.3060337399699612
astex_diverse,1YVF_PH7,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,24.53942696587619,DiffDock-L default s10/t20,True,0.2840367606993356,DiffDock-L default s10/t20,True,0.2840367606993356,Successful top-1,28.0,6.0,0.0,75.63000000000001,438.277,3.0,564,32.0,0.03125,23.628840398840758,0.0170269469943737,0.1281377316335918,0.0,22.0,1.9675370542889377
astex_diverse,1YWR_LI9,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.3776365054992888,public_chai_relaxedFalse_rep2,True,0.3977977758960196,DiffDock-L default s10/t20,True,0.3496956203002017,Successful top-1,35.0,6.0,1.0,76.77000000000001,472.5680000000001,5.0,338,40.0,0.55,0.4016116443551319,0.00873632570109845,0.0669765224645453,0.0,13.0,0.974031133999318
astex_diverse,1Z95_198,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.4419573528341143,public_boltz_ss_relaxedFalse_rep1,True,0.3017454007877365,DiffDock-L default s10/t20,True,0.2480807550667375,Successful top-1,29.0,5.0,1.0,107.26,430.379,2.0,238,40.0,0.4,0.1880975424729892,0.0149006633945793,0.0695613646433318,0.0,6.0,1.785902556132335
astex_diverse,2BR1_PFP,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.6984747387627236,public_boltz_ss_relaxedFalse_rep1,True,0.7925536494404526,DiffDock-L default s10/t20,True,0.4706520868928039,Successful top-1,29.0,7.0,0.0,89.64,391.4270000000001,4.0,272,38.0,0.5526315789473685,0.3952108618535085,0.00811261359446945,0.1242553191489361,0.0,14.0,0.8973216424448944
astex_diverse,2BSM_BSM,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7532183803642329,public_boltz_relaxedFalse_rep3,True,0.3833225249683983,DiffDock-L default s10/t20,True,0.2363149875342936,Successful top-1,27.0,5.0,0.0,107.47,387.8230000000001,3.0,209,40.0,0.675,0.3488973351181761,0.011788420169737,0.0525345622119815,0.0,4.0,1.3610716182479137
dockgen,1o72_2_PC_0,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,False,6.520460521731156,public_neuralplexer_relaxedTrue_rep1,True,1.5545757354573393,public_neuralplexer_relaxedFalse_rep3,True,1.424617747774022,Successful top-1,11.0,4.0,0.0,69.92,186.168,0.0,175,26.0,0.0,4.828669174047674,0.021582754847713798,0.202113606340819,0.0,12.0,1.035451292915316
dockgen,1qaw_1_TRP_7,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,False,46.326113058231,public_chai_relaxedFalse_rep2,False,1.362919509074607,public_chai_relaxedFalse_rep2,False,1.362919509074607,Generation-limited,15.0,3.0,4.0,78.51,214.309,2.0,135,32.0,0.0,35.13809977313226,0.0396464359704027,0.2245891661594644,0.25,17.0,0.7429915813789566
dockgen,1sij_1_PCD_0,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_relaxedFalse_rep1,True,0.5260943309962417,public_chai_relaxedTrue_rep3,True,0.3895142872410312,Successful top-1,47.0,9.0,15.0,363.88000000000005,846.6240000000004,6.0,907,32.0,0.0,0.3352987610448823,0.02993383629737595,0.3986641046756336,0.0,119.0,0.2443575658742723
dockgen,1tke_1_SER_0,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,Chai-1 full receptor s5/t200,True,0.8546377984494583,Discrimination-limited,7.0,2.0,1.0,86.71000000000001,107.10899999999998,0.0,224,26.0,0.0,0.9226463090815544,0.04896403895880755,0.1283210853589598,0.0,2.0,1.952836442204006
