dataset,mol_id,pdb_id,case_dir_exists,manifest_protein_input,has_manifest_protein_input,protein_pdb,ligand_file,has_protein,has_ligand,has_start_conf,has_ligands_sdf,has_required_case_files,ligand_source,ligand_smiles,ligand_scaffold,ligand_heavy_atoms,ligand_rot_bonds,ligand_tpsa,ligand_mol_wt,ligand_rings,ligand_chiral_centers,ligand_error,protein_chains,protein_aa_length,protein_error,max_train_ligand_tanimoto,train_scaffold_exact_match,train_pdb_id_overlap,subset_protocol
astex_diverse,1HWW_SWA,1hww,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HWW_SWA_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_ligand.sdf,True,True,True,True,True,sdf,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,C1CCN2CCCC2C1,12.0,0.0,63.93000000000001,173.21200000000002,2.0,4.0,,1,1014,,0.1818181818181818,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
dockgen,3k8l_1_GLC-GLC-GLC-GLC-GLC_0,3k8l,True,external/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3k8l_1_GLC-GLC-GLC-GLC-GLC_0_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/dockgen_set/3k8l_1_GLC-GLC-GLC-GLC-GLC_0/3k8l_1_GLC-GLC-GLC-GLC-GLC_0_protein_processed.pdb,external/PoseBench/data/dockgen_set/3k8l_1_GLC-GLC-GLC-GLC-GLC_0/3k8l_1_GLC-GLC-GLC-GLC-GLC_0_ligand.pdb,True,True,,,True,manifest_smiles,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,C1CCC(OC2CCC(OC3CCC(OC4CCC(OC5CCCOC5)OC4)OC3)OC2)OC1,56.0,13.0,426.9800000000001,828.7200000000004,5.0,25.0,,1,649,,1.0,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,5S8I_2LY,5s8i,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/5S8I_2LY_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_ligand.sdf,True,True,True,True,True,sdf,CNC(=O)c1scc2c1OCCO2,c1scc2c1OCCO2,13.0,1.0,47.56,199.23099999999997,2.0,0.0,,1,115,,0.25,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7T3F_EM0,7t3f,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7T3F_EM0_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7T3F_EM0/7T3F_EM0_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7T3F_EM0/7T3F_EM0_ligand.sdf,True,True,True,True,True,sdf,Cc1cc(S(=O)(=O)Nc2ccc3c(c2)CN(C)C(=O)N3)ccc1F,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,24.0,3.0,78.51,349.38700000000006,3.0,0.0,,1,127,,0.2777777777777778,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7T9O_GEI,7t9o,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7T9O_GEI_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7T9O_GEI/7T9O_GEI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7T9O_GEI/7T9O_GEI_ligand.sdf,True,True,True,True,True,sdf,Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(N2CCC(C)(C)CC2)c1-c1ccc(OCCc2ccc(F)cc2)cc1,c1ccc(CCOc2ccc(-c3cnccc3N3CCCCC3)cc2)cc1,41.0,9.0,71.89,562.7260000000002,4.0,1.0,,1,138,,0.2959183673469387,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7MS7_ZQ1,7ms7,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7MS7_ZQ1_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7MS7_ZQ1/7MS7_ZQ1_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7MS7_ZQ1/7MS7_ZQ1_ligand.sdf,True,True,True,True,True,sdf,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=S(=O)(c1cccnc1)N1CCC(c2ccccc2)CC1,29.0,6.0,116.67,437.9050000000002,3.0,0.0,,2,227,,0.3205128205128205,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,8H0M_2EH,8h0m,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/8H0M_2EH_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/8H0M_2EH/8H0M_2EH_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/8H0M_2EH/8H0M_2EH_ligand.sdf,True,True,True,True,True,sdf,CCCC[C@H](CC)CO,,9.0,5.0,20.23,130.23099999999997,0.0,1.0,,1,392,,0.3703703703703703,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7Q27_8KC,7q27,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7Q27_8KC_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7Q27_8KC/7Q27_8KC_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7Q27_8KC/7Q27_8KC_ligand.sdf,True,True,True,True,True,sdf,CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,O=C(CNCCCc1ccccc1)NCCc1c[nH]c2ccccc12,35.0,14.0,131.52,479.57700000000006,3.0,3.0,,1,586,,0.4406779661016949,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7WKL_CAQ,7wkl,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7WKL_CAQ_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7WKL_CAQ/7WKL_CAQ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WKL_CAQ/7WKL_CAQ_ligand.sdf,True,True,True,True,True,sdf,Oc1ccccc1O,c1ccccc1,8.0,0.0,40.46,110.11199999999997,1.0,0.0,,4,1356,,0.5,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,6ZX3_QRZ,6zx3,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/6ZX3_QRZ_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/6ZX3_QRZ/6ZX3_QRZ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6ZX3_QRZ/6ZX3_QRZ_ligand.sdf,True,True,True,True,True,sdf,NC(=S)c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,O=c1ccn(C2CCCO2)c(=O)[nH]1,24.0,5.0,197.33,383.2750000000001,2.0,4.0,,1,256,,0.5789473684210527,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7MAE_XUS,7mae,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7MAE_XUS_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7MAE_XUS/7MAE_XUS_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7MAE_XUS/7MAE_XUS_ligand.sdf,True,True,True,True,True,sdf,CCOP(=O)(COc1ccc(C[C@H](NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)[C@H](O)CN(C[C@@H](C)CC)S(=O)(=O)c2ccc(N)cc2)cc1)OCC,O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1COC2OCCC12,49.0,19.0,185.18,727.8140000000006,4.0,6.0,,2,198,,0.7142857142857143,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7PT3_3KK,7pt3,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7PT3_3KK_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7PT3_3KK/7PT3_3KK_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7PT3_3KK/7PT3_3KK_ligand.sdf,True,True,True,True,True,sdf,CC(C)(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,54.0,20.0,383.8599999999999,853.6310000000001,3.0,7.0,,2,1146,,0.8369565217391305,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7CUO_PHB,7cuo,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7CUO_PHB_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7CUO_PHB/7CUO_PHB_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7CUO_PHB/7CUO_PHB_ligand.sdf,True,True,True,True,True,sdf,O=C(O)c1ccc(O)cc1,c1ccccc1,10.0,1.0,57.53,138.122,1.0,0.0,,2,480,,1.0,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7XG5_PLP,7xg5,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7XG5_PLP_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7XG5_PLP/7XG5_PLP_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XG5_PLP/7XG5_PLP_ligand.sdf,True,True,True,True,True,sdf,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,c1ccncc1,16.0,4.0,116.95000000000002,247.14299999999997,1.0,0.0,,2,642,,1.0,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7XI7_4RI,7xi7,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7XI7_4RI_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7XI7_4RI/7XI7_4RI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XI7_4RI/7XI7_4RI_ligand.sdf,True,True,True,True,True,sdf,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,c1ccc(-c2cncnc2)cc1,20.0,6.0,77.82,270.38,2.0,0.0,,1,186,,1.0,True,True,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7X9K_8OG,7x9k,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7X9K_8OG_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7X9K_8OG/7X9K_8OG_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7X9K_8OG/7X9K_8OG_ligand.sdf,True,True,True,True,True,sdf,Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,O=c1[nH]cnc2c1[nH]c(=O)n2C1CCCO1,24.0,4.0,205.78,363.2230000000001,3.0,3.0,,1,129,,1.0,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,6XAF_GDP,6xaf,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/6XAF_GDP_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/6XAF_GDP/6XAF_GDP_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6XAF_GDP/6XAF_GDP_ligand.sdf,True,True,True,True,True,sdf,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,O=c1[nH]cnc2c1ncn2C1CCCO1,28.0,6.0,252.57,443.20200000000017,3.0,5.0,,2,346,,1.0,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7MWN_WI5,7mwn,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7MWN_WI5_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7MWN_WI5/7MWN_WI5_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7MWN_WI5/7MWN_WI5_ligand.sdf,True,True,True,True,True,sdf,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,O=C(c1cccc2ccccc12)c1cn2c3c(cccc13)OCC2CN1CCOCC1,32.0,4.0,43.7,426.5160000000002,6.0,1.0,,2,474,,1.0,True,True,PoseBench proportional stratified subset; native ligand center; fixed 24A box
posebusters_benchmark,7TB0_UD1,7tb0,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7TB0_UD1_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7TB0_UD1/7TB0_UD1_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7TB0_UD1/7TB0_UD1_ligand.sdf,True,True,True,True,True,sdf,CC(=O)N[C@H]1[C@@H](O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)OC3CCCCO3)O2)c(=O)[nH]1,39.0,10.0,305.86,607.3550000000004,3.0,11.0,,4,1680,,1.0,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
