_group_id,case_type,pose_kind,target,ligand_instance_chain,rmsd,success_rmsd_2,native_all_n,pred_all_n,all_precision,all_recall,all_f1,all_jaccard,all_native_n,all_pred_n,contact_precision,contact_recall,contact_f1,contact_jaccard,contact_native_n,contact_pred_n,hbond_proxy_precision,hbond_proxy_recall,hbond_proxy_f1,hbond_proxy_jaccard,hbond_proxy_native_n,hbond_proxy_pred_n,hydrophobic_proxy_precision,hydrophobic_proxy_recall,hydrophobic_proxy_f1,hydrophobic_proxy_jaccard,hydrophobic_proxy_native_n,hydrophobic_proxy_pred_n,all_unstructured_precision,all_unstructured_recall,all_unstructured_f1,all_unstructured_jaccard,all_unstructured_native_n,all_unstructured_pred_n,contact_unstructured_precision,contact_unstructured_recall,contact_unstructured_f1,contact_unstructured_jaccard,contact_unstructured_native_n,contact_unstructured_pred_n,hbond_proxy_unstructured_precision,hbond_proxy_unstructured_recall,hbond_proxy_unstructured_f1,hbond_proxy_unstructured_jaccard,hbond_proxy_unstructured_native_n,hbond_proxy_unstructured_pred_n,hydrophobic_proxy_unstructured_precision,hydrophobic_proxy_unstructured_recall,hydrophobic_proxy_unstructured_f1,hydrophobic_proxy_unstructured_jaccard,hydrophobic_proxy_unstructured_native_n,hydrophobic_proxy_unstructured_pred_n
af3|7f83__1__1.B__1.J|1.J,kept_official,official,7f83__1__1.B__1.J,1.J,8.83673095703125,False,52,43,0.0,0.0,0.0,0.0,52,43,0.0,0.0,0.0,0.0,25,21,0.0,0.0,0.0,0.0,5,4,0.0,0.0,0.0,0.0,22,18,0.6428571428571429,0.6206896551724138,0.6315789473684211,0.46153846153846156,29,28,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.5294117647058824,13,13,0.5,0.4,0.4444444444444445,0.2857142857142857,5,4,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.4666666666666667,11,11
af3|7f83__1__1.B__1.J|1.J,kept_official,selected,7f83__1__1.B__1.J,1.J,8.83673095703125,False,52,43,0.0,0.0,0.0,0.0,52,43,0.0,0.0,0.0,0.0,25,21,0.0,0.0,0.0,0.0,5,4,0.0,0.0,0.0,0.0,22,18,0.6428571428571429,0.6206896551724138,0.6315789473684211,0.46153846153846156,29,28,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.5294117647058824,13,13,0.5,0.4,0.4444444444444445,0.2857142857142857,5,4,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.4666666666666667,11,11
af3|7jni__1__1.A__1.C|1.C,kept_official,official,7jni__1__1.A__1.C,1.C,9.065654754638672,False,44,47,0.0,0.0,0.0,0.0,44,47,0.0,0.0,0.0,0.0,21,22,0.0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,21,22,0.8064516129032258,0.9615384615384616,0.8771929824561403,0.78125,26,31,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,12,14,0.3333333333333333,0.5,0.4,0.25,2,3,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,12,14
af3|7jni__1__1.A__1.C|1.C,kept_official,selected,7jni__1__1.A__1.C,1.C,9.065654754638672,False,44,47,0.0,0.0,0.0,0.0,44,47,0.0,0.0,0.0,0.0,21,22,0.0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,21,22,0.8064516129032258,0.9615384615384616,0.8771929824561403,0.78125,26,31,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,12,14,0.3333333333333333,0.5,0.4,0.25,2,3,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,12,14
af3|7ly6__1__1.A_2.A__1.B_1.C_1.D|1.B,kept_official,official,7ly6__1__1.A_2.A__1.B_1.C_1.D,1.B,3.115477561950684,False,6,10,0.0,0.0,0.0,0.0,6,10,0.0,0.0,0.0,0.0,3,7,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,2,1,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.4444444444444444,6,7,0.6,1.0,0.7499999999999999,0.6,3,5,0.0,0.0,0.0,0.0,1,1,1.0,0.5,0.6666666666666666,0.5,2,1
af3|7ly6__1__1.A_2.A__1.B_1.C_1.D|1.B,kept_official,selected,7ly6__1__1.A_2.A__1.B_1.C_1.D,1.B,3.115477561950684,False,6,10,0.0,0.0,0.0,0.0,6,10,0.0,0.0,0.0,0.0,3,7,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,2,1,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.4444444444444444,6,7,0.6,1.0,0.7499999999999999,0.6,3,5,0.0,0.0,0.0,0.0,1,1,1.0,0.5,0.6666666666666666,0.5,2,1
af3|7nsn__1__1.A__1.J|1.J,kept_official,official,7nsn__1__1.A__1.J,1.J,16.870590209960938,False,17,29,0.0,0.0,0.0,0.0,17,29,0.0,0.0,0.0,0.0,8,13,0.0,0.0,0.0,0.0,4,6,0.0,0.0,0.0,0.0,5,10,0.5263157894736842,0.5882352941176471,0.5555555555555555,0.38461538461538464,17,19,0.625,0.625,0.625,0.45454545454545453,8,8,0.4,0.5,0.4444444444444445,0.2857142857142857,4,5,0.5,0.6,0.5454545454545454,0.375,5,6
af3|7nsn__1__1.A__1.J|1.J,kept_official,selected,7nsn__1__1.A__1.J,1.J,16.870590209960938,False,17,29,0.0,0.0,0.0,0.0,17,29,0.0,0.0,0.0,0.0,8,13,0.0,0.0,0.0,0.0,4,6,0.0,0.0,0.0,0.0,5,10,0.5263157894736842,0.5882352941176471,0.5555555555555555,0.38461538461538464,17,19,0.625,0.625,0.625,0.45454545454545453,8,8,0.4,0.5,0.4444444444444445,0.2857142857142857,4,5,0.5,0.6,0.5454545454545454,0.375,5,6
af3|7p1e__1__1.A__1.C_1.G|1.C,kept_official,official,7p1e__1__1.A__1.C_1.G,1.C,23.307111740112305,False,20,29,0.0,0.0,0.0,0.0,20,29,0.0,0.0,0.0,0.0,9,11,0.0,0.0,0.0,0.0,5,8,0.0,0.0,0.0,0.0,6,10,0.3684210526315789,0.3888888888888889,0.37837837837837834,0.23333333333333334,18,19,0.42857142857142855,0.375,0.39999999999999997,0.25,8,7,0.4,0.5,0.4444444444444445,0.2857142857142857,4,5,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.18181818181818182,6,7
af3|7p1e__1__1.A__1.C_1.G|1.C,kept_official,selected,7p1e__1__1.A__1.C_1.G,1.C,23.307111740112305,False,20,29,0.0,0.0,0.0,0.0,20,29,0.0,0.0,0.0,0.0,9,11,0.0,0.0,0.0,0.0,5,8,0.0,0.0,0.0,0.0,6,10,0.3684210526315789,0.3888888888888889,0.37837837837837834,0.23333333333333334,18,19,0.42857142857142855,0.375,0.39999999999999997,0.25,8,7,0.4,0.5,0.4444444444444445,0.2857142857142857,4,5,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.18181818181818182,6,7
af3|7qea__1__1.A__1.C|1.C,kept_official,official,7qea__1__1.A__1.C,1.C,2.015758514404297,False,39,46,0.0,0.0,0.0,0.0,39,46,0.0,0.0,0.0,0.0,18,20,0.0,0.0,0.0,0.0,9,10,0.0,0.0,0.0,0.0,12,16,0.7741935483870968,1.0,0.8727272727272727,0.7741935483870968,24,31,0.9166666666666666,1.0,0.9565217391304348,0.9166666666666666,11,12,0.75,1.0,0.8571428571428571,0.75,6,8,0.6363636363636364,1.0,0.7777777777777778,0.6363636363636364,7,11
af3|7qea__1__1.A__1.C|1.C,kept_official,selected,7qea__1__1.A__1.C,1.C,2.015758514404297,False,39,46,0.0,0.0,0.0,0.0,39,46,0.0,0.0,0.0,0.0,18,20,0.0,0.0,0.0,0.0,9,10,0.0,0.0,0.0,0.0,12,16,0.7741935483870968,1.0,0.8727272727272727,0.7741935483870968,24,31,0.9166666666666666,1.0,0.9565217391304348,0.9166666666666666,11,12,0.75,1.0,0.8571428571428571,0.75,6,8,0.6363636363636364,1.0,0.7777777777777778,0.6363636363636364,7,11
af3|7rbw__1__1.A__1.C|1.C,kept_official,official,7rbw__1__1.A__1.C,1.C,0.962769329547882,True,59,54,0.0,0.0,0.0,0.0,59,54,0.0,0.0,0.0,0.0,29,27,0.0,0.0,0.0,0.0,7,5,0.0,0.0,0.0,0.0,23,22,0.96875,0.8611111111111112,0.911764705882353,0.8378378378378378,36,32,1.0,0.9411764705882353,0.9696969696969697,0.9411764705882353,17,16,0.75,0.5,0.6,0.42857142857142855,6,4,1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231,13,12
af3|7rbw__1__1.A__1.C|1.C,kept_official,selected,7rbw__1__1.A__1.C,1.C,0.962769329547882,True,59,54,0.0,0.0,0.0,0.0,59,54,0.0,0.0,0.0,0.0,29,27,0.0,0.0,0.0,0.0,7,5,0.0,0.0,0.0,0.0,23,22,0.96875,0.8611111111111112,0.911764705882353,0.8378378378378378,36,32,1.0,0.9411764705882353,0.9696969696969697,0.9411764705882353,17,16,0.75,0.5,0.6,0.42857142857142855,6,4,1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231,13,12
af3|7s7t__1__1.A__1.B|1.B,kept_official,official,7s7t__1__1.A__1.B,1.B,5.015739917755127,False,21,24,0.0,0.0,0.0,0.0,21,24,0.0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,8,10,0.7368421052631579,0.9333333333333333,0.8235294117647058,0.7,15,19,0.875,1.0,0.9333333333333333,0.875,7,8,0.3333333333333333,0.5,0.4,0.25,2,3,0.75,1.0,0.8571428571428571,0.75,6,8
af3|7s7t__1__1.A__1.B|1.B,kept_official,selected,7s7t__1__1.A__1.B,1.B,5.015739917755127,False,21,24,0.0,0.0,0.0,0.0,21,24,0.0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,8,10,0.7368421052631579,0.9333333333333333,0.8235294117647058,0.7,15,19,0.875,1.0,0.9333333333333333,0.875,7,8,0.3333333333333333,0.5,0.4,0.25,2,3,0.75,1.0,0.8571428571428571,0.75,6,8
af3|7tuo__1__1.A__1.B|1.B,kept_official,official,7tuo__1__1.A__1.B,1.B,2.3799383640289307,False,40,44,0.0,0.0,0.0,0.0,40,44,0.0,0.0,0.0,0.0,21,23,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,17,19,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,28,28,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,14,14,0.5,0.5,0.5,0.3333333333333333,2,2,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8461538461538461,12,12
af3|7tuo__1__1.A__1.B|1.B,kept_official,selected,7tuo__1__1.A__1.B,1.B,2.3799383640289307,False,40,44,0.0,0.0,0.0,0.0,40,44,0.0,0.0,0.0,0.0,21,23,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,17,19,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,28,28,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,14,14,0.5,0.5,0.5,0.3333333333333333,2,2,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8461538461538461,12,12
af3|7udq__1__1.A__1.C|1.C,kept_official,official,7udq__1__1.A__1.C,1.C,0.6507071852684021,True,34,33,0.0,0.0,0.0,0.0,34,33,0.0,0.0,0.0,0.0,16,16,0.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,15,15,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.8695652173913043,21,22,0.9,1.0,0.9473684210526316,0.9,9,10,1.0,0.6666666666666666,0.8,0.6666666666666666,3,2,0.9,1.0,0.9473684210526316,0.9,9,10
af3|7udq__1__1.A__1.C|1.C,kept_official,selected,7udq__1__1.A__1.C,1.C,0.6507071852684021,True,34,33,0.0,0.0,0.0,0.0,34,33,0.0,0.0,0.0,0.0,16,16,0.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,15,15,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.8695652173913043,21,22,0.9,1.0,0.9473684210526316,0.9,9,10,1.0,0.6666666666666666,0.8,0.6666666666666666,3,2,0.9,1.0,0.9473684210526316,0.9,9,10
af3|7uf8__1__1.A__1.E_1.F|1.F,kept_official,official,7uf8__1__1.A__1.E_1.F,1.F,2.3585901260375977,False,34,27,0.0,0.0,0.0,0.0,34,27,0.0,0.0,0.0,0.0,18,14,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,15,12,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8095238095238095,19,19,0.9,0.9,0.9,0.8181818181818182,10,10,1.0,1.0,1.0,1.0,1,1,0.875,0.875,0.875,0.7777777777777778,8,8
af3|7uf8__1__1.A__1.E_1.F|1.F,kept_official,selected,7uf8__1__1.A__1.E_1.F,1.F,2.3585901260375977,False,34,27,0.0,0.0,0.0,0.0,34,27,0.0,0.0,0.0,0.0,18,14,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,15,12,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8095238095238095,19,19,0.9,0.9,0.9,0.8181818181818182,10,10,1.0,1.0,1.0,1.0,1,1,0.875,0.875,0.875,0.7777777777777778,8,8
af3|7uum__1__1.A_2.A__1.B_1.C|1.C,kept_official,official,7uum__1__1.A_2.A__1.B_1.C,1.C,4.785351276397705,False,30,36,0.0,0.0,0.0,0.0,30,36,0.0,0.0,0.0,0.0,15,18,0.0,0.0,0.0,0.0,7,8,0.0,0.0,0.0,0.0,8,10,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,18,21,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,7,9,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,5,6,1.0,1.0,1.0,1.0,6,6
af3|7uum__1__1.A_2.A__1.B_1.C|1.C,kept_official,selected,7uum__1__1.A_2.A__1.B_1.C,1.C,4.785351276397705,False,30,36,0.0,0.0,0.0,0.0,30,36,0.0,0.0,0.0,0.0,15,18,0.0,0.0,0.0,0.0,7,8,0.0,0.0,0.0,0.0,8,10,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,18,21,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,7,9,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,5,6,1.0,1.0,1.0,1.0,6,6
af3|7vo5__1__1.A__1.B|1.B,kept_official,official,7vo5__1__1.A__1.B,1.B,9.18251895904541,False,47,44,0.0,0.0,0.0,0.0,47,44,0.0,0.0,0.0,0.0,22,23,0.0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,21,18,0.8,0.8333333333333334,0.816326530612245,0.6896551724137931,24,25,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.7692307692307693,11,12,0.3333333333333333,0.5,0.4,0.25,2,3,0.9,0.8181818181818182,0.8571428571428572,0.75,11,10
af3|7vo5__1__1.A__1.B|1.B,kept_official,selected,7vo5__1__1.A__1.B,1.B,9.18251895904541,False,47,44,0.0,0.0,0.0,0.0,47,44,0.0,0.0,0.0,0.0,22,23,0.0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,21,18,0.8,0.8333333333333334,0.816326530612245,0.6896551724137931,24,25,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.7692307692307693,11,12,0.3333333333333333,0.5,0.4,0.25,2,3,0.9,0.8181818181818182,0.8571428571428572,0.75,11,10
af3|7vpe__1__1.A__1.B|1.B,kept_official,official,7vpe__1__1.A__1.B,1.B,24.28278350830078,False,34,36,0.0,0.0,0.0,0.0,34,36,0.0,0.0,0.0,0.0,19,19,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,15,15,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.4666666666666667,18,26,0.6153846153846154,0.8,0.6956521739130435,0.5333333333333333,10,13,0.0,0.0,0.0,0.0,0,2,0.5454545454545454,0.75,0.631578947368421,0.46153846153846156,8,11
af3|7vpe__1__1.A__1.B|1.B,kept_official,selected,7vpe__1__1.A__1.B,1.B,24.28278350830078,False,34,36,0.0,0.0,0.0,0.0,34,36,0.0,0.0,0.0,0.0,19,19,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,15,15,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.4666666666666667,18,26,0.6153846153846154,0.8,0.6956521739130435,0.5333333333333333,10,13,0.0,0.0,0.0,0.0,0,2,0.5454545454545454,0.75,0.631578947368421,0.46153846153846156,8,11
af3|7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q|1.P,kept_official,official,7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q,1.P,2.715605020523072,False,40,49,0.0,0.0,0.0,0.0,40,49,0.0,0.0,0.0,0.0,19,23,0.0,0.0,0.0,0.0,8,7,0.0,0.0,0.0,0.0,13,19,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.7142857142857143,22,26,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,10,11,0.6,0.6,0.6,0.42857142857142855,5,5,0.7,1.0,0.8235294117647058,0.7,7,10
af3|7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q|1.P,kept_official,selected,7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q,1.P,2.715605020523072,False,40,49,0.0,0.0,0.0,0.0,40,49,0.0,0.0,0.0,0.0,19,23,0.0,0.0,0.0,0.0,8,7,0.0,0.0,0.0,0.0,13,19,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.7142857142857143,22,26,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,10,11,0.6,0.6,0.6,0.42857142857142855,5,5,0.7,1.0,0.8235294117647058,0.7,7,10
af3|7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M|1.C,kept_official,official,7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M,1.C,3.435108423233032,False,35,49,0.0,0.0,0.0,0.0,35,49,0.0,0.0,0.0,0.0,17,23,0.0,0.0,0.0,0.0,4,7,0.0,0.0,0.0,0.0,14,19,0.7142857142857143,1.0,0.8333333333333333,0.7142857142857143,20,28,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,10,12,0.42857142857142855,1.0,0.6,0.42857142857142855,3,7,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,7,9
af3|7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M|1.C,kept_official,selected,7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M,1.C,3.435108423233032,False,35,49,0.0,0.0,0.0,0.0,35,49,0.0,0.0,0.0,0.0,17,23,0.0,0.0,0.0,0.0,4,7,0.0,0.0,0.0,0.0,14,19,0.7142857142857143,1.0,0.8333333333333333,0.7142857142857143,20,28,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,10,12,0.42857142857142855,1.0,0.6,0.42857142857142855,3,7,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,7,9
af3|7vzz__1__1.A_1.B__1.AA_1.Y_1.Z|1.AA,kept_official,official,7vzz__1__1.A_1.B__1.AA_1.Y_1.Z,1.AA,3.1152000427246094,False,33,40,0.0,0.0,0.0,0.0,33,40,0.0,0.0,0.0,0.0,17,20,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,12,16,0.8181818181818182,0.9473684210526315,0.8780487804878049,0.782608695652174,19,22,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,10,11,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,3,3,0.75,1.0,0.8571428571428571,0.75,6,8
af3|7vzz__1__1.A_1.B__1.AA_1.Y_1.Z|1.AA,kept_official,selected,7vzz__1__1.A_1.B__1.AA_1.Y_1.Z,1.AA,3.1152000427246094,False,33,40,0.0,0.0,0.0,0.0,33,40,0.0,0.0,0.0,0.0,17,20,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,12,16,0.8181818181818182,0.9473684210526315,0.8780487804878049,0.782608695652174,19,22,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,10,11,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,3,3,0.75,1.0,0.8571428571428571,0.75,6,8
af3|7wdu__1__1.A__1.C|1.C,kept_official,official,7wdu__1__1.A__1.C,1.C,54.14443588256836,False,24,27,0.0,0.0,0.0,0.0,24,27,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.0,0.0,4,6,0.0,0.0,0.0,0.0,8,9,0.5789473684210527,0.55,0.5641025641025641,0.39285714285714285,20,19,0.75,0.6,0.6666666666666665,0.5,10,8,0.4,0.6666666666666666,0.5,0.3333333333333333,3,5,0.5,0.42857142857142855,0.4615384615384615,0.3,7,6
