dataset,mol_id,failure_class,gpu,pid,source_tag,target_tag,log_path,command,start_time,status,exit_code,elapsed_sec
dockgen,1pj2_1_FUM_0,cuda_oom,1,708630,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_dockgen_1pj2_1_FUM_0.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 1pj2_1_FUM_0 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779118960.7296336,finished,0,50.053
dockgen,1pj4_1_FUM_1,cuda_oom,3,710024,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_dockgen_1pj4_1_FUM_1.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 1pj4_1_FUM_1 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779118970.741886,finished,0,60.066
dockgen,1v97_1_MTE_1,cuda_oom,2,710989,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_dockgen_1v97_1_MTE_1.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 1v97_1_MTE_1 --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119010.7847376,finished,0,60.068
dockgen,3uni_1_SAL_0,cuda_oom,1,710990,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_dockgen_3uni_1_SAL_0.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3uni_1_SAL_0 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119010.7868352,finished,0,50.054
dockgen,4bc9_1_CNV-FAD_0,cuda_oom,0,712444,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_dockgen_4bc9_1_CNV-FAD_0.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 4bc9_1_CNV-FAD_0 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119030.80963,finished,0,60.068
dockgen,4tvd_1_BGC_4,cuda_oom,3,712445,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_dockgen_4tvd_1_BGC_4.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 4tvd_1_BGC_4 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119030.810969,finished,0,50.054
dockgen,4tvd_1_GLC_0,cuda_oom,1,714066,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_dockgen_4tvd_1_GLC_0.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 4tvd_1_GLC_0 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119060.842901,finished,0,50.056
dockgen,5dnc_1_ASN_2,cuda_oom,2,714789,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_dockgen_5dnc_1_ASN_2.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5dnc_1_ASN_2 --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119070.8550951,finished,0,60.066
posebusters_benchmark,6TW5_9M2,cuda_oom,3,715504,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_6TW5_9M2.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6TW5_9M2 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119080.8671265,finished,0,60.066
posebusters_benchmark,6XHT_V2V,cuda_oom,0,716227,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_6XHT_V2V.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6XHT_V2V --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119090.879181,finished,0,60.066
posebusters_benchmark,7A9H_TPP,cuda_oom,1,717047,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7A9H_TPP.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7A9H_TPP --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119110.9009416,finished,0,60.066
posebusters_benchmark,7CIJ_G0C,cuda_oom,2,717814,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7CIJ_G0C.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7CIJ_G0C --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119130.9234622,finished,0,60.066
posebusters_benchmark,7ECR_SIN,cuda_oom,3,718512,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7ECR_SIN.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7ECR_SIN --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119140.9352524,finished,0,50.055
posebusters_benchmark,7K0V_VQP,cuda_oom,0,719217,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7K0V_VQP.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7K0V_VQP --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119150.947207,finished,0,70.077
posebusters_benchmark,7KB1_WBJ,cuda_oom,1,719967,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7KB1_WBJ.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7KB1_WBJ --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119170.9696445,finished,0,60.066
posebusters_benchmark,7KRU_ATP,cuda_oom,2,720730,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7KRU_ATP.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7KRU_ATP --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119190.9921086,finished,0,60.066
posebusters_benchmark,7L00_XCJ,cuda_oom,3,720731,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7L00_XCJ.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7L00_XCJ --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119190.9939063,finished,0,60.064
posebusters_benchmark,7LJN_GTP,cuda_oom,0,722233,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7LJN_GTP.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LJN_GTP --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119221.0258994,finished,0,70.077
posebusters_benchmark,7LOU_IFM,cuda_oom,1,722943,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7LOU_IFM.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LOU_IFM --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119231.0378692,finished,0,60.065
posebusters_benchmark,7MFP_Z7P,cuda_oom,2,723727,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7MFP_Z7P.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MFP_Z7P --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119251.060301,finished,0,60.068
posebusters_benchmark,7MGY_ZD1,cuda_oom,3,723728,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7MGY_ZD1.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MGY_ZD1 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119251.0621612,finished,0,50.054
posebusters_benchmark,7NF0_BYN,cuda_oom,0,725280,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7NF0_BYN.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7NF0_BYN --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119291.1049256,finished,0,50.058
posebusters_benchmark,7OPG_06N,cuda_oom,1,725281,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7OPG_06N.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7OPG_06N --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119291.1067653,finished,0,60.068
posebusters_benchmark,7OU8_1XI,cuda_oom,3,726643,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7OU8_1XI.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7OU8_1XI --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119301.1180863,finished,0,60.069
posebusters_benchmark,7PT3_3KK,cuda_oom,2,727344,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7PT3_3KK.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7PT3_3KK --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119311.130217,finished,0,60.069
posebusters_benchmark,7PUV_84Z,cuda_oom,0,728227,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7PUV_84Z.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7PUV_84Z --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119341.1650028,finished,0,60.066
posebusters_benchmark,7Q25_8J9,cuda_oom,1,728933,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7Q25_8J9.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7Q25_8J9 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119351.177238,finished,0,60.066
posebusters_benchmark,7QHL_D5P,cuda_oom,3,729638,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7QHL_D5P.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7QHL_D5P --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119361.1892374,finished,0,70.077
posebusters_benchmark,7R6J_2I7,cuda_oom,2,730335,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7R6J_2I7.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7R6J_2I7 --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119371.2008133,finished,0,70.078
posebusters_benchmark,7RSV_7IQ,cuda_oom,0,731153,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7RSV_7IQ.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7RSV_7IQ --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119401.2333817,finished,0,60.068
posebusters_benchmark,7TB0_UD1,cuda_oom,1,731852,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7TB0_UD1.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7TB0_UD1 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119411.24578,finished,0,60.068
posebusters_benchmark,7TS6_KMI,cuda_oom,3,732641,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7TS6_KMI.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7TS6_KMI --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119431.2687802,finished,0,70.08
posebusters_benchmark,7UJ5_DGL,cuda_oom,2,733372,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7UJ5_DGL.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7UJ5_DGL --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119441.2811987,finished,0,50.055
posebusters_benchmark,7VKZ_NOJ,cuda_oom,0,734263,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7VKZ_NOJ.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7VKZ_NOJ --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119461.3037202,finished,0,60.068
posebusters_benchmark,7VYJ_CA0,cuda_oom,1,735009,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7VYJ_CA0.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7VYJ_CA0 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119471.3160865,finished,0,60.068
posebusters_benchmark,7WKL_CAQ,cuda_oom,2,735820,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7WKL_CAQ.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7WKL_CAQ --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119491.3387072,finished,0,50.058
posebusters_benchmark,7WUX_6OI,cuda_oom,3,736561,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7WUX_6OI.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7WUX_6OI --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119501.351381,finished,0,60.067
posebusters_benchmark,7XJN_NSD,cuda_oom,0,737422,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7XJN_NSD.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7XJN_NSD --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119521.3739898,finished,0,70.077
posebusters_benchmark,7XRL_FWK,cuda_oom,1,738209,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7XRL_FWK.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7XRL_FWK --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119531.3862681,finished,0,80.093
posebusters_benchmark,7ZCC_OGA,cuda_oom,2,738915,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7ZCC_OGA.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7ZCC_OGA --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119541.3986244,finished,0,60.069
posebusters_benchmark,7ZDY_6MJ,cuda_oom,3,739900,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7ZDY_6MJ.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7ZDY_6MJ --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119561.421017,finished,0,60.071
posebusters_benchmark,7ZZW_KKW,cuda_oom,0,740806,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_7ZZW_KKW.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7ZZW_KKW --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119591.4572349,finished,0,60.068
posebusters_benchmark,8AQL_PLG,cuda_oom,2,741706,default_s5_t200,default_s5_t200,logs/chai_retry_default_s5_t200_cuda_oom_posebusters_benchmark_8AQL_PLG.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 8AQL_PLG --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite,1779119601.4696572,finished,0,70.078
