chai1_import_ok,chai_lab_import_ok,chai_lab_source_tree,chai_lab_version,dataset,device,gpu,gpu_blocker_d_state_boltz_predict_count,gpu_blocker_preview,input_fasta,ligand_file,ligand_heavy_atoms,ligand_smiles,method,mol_id,n_prediction_cif,n_protein_chains,n_score_npz,output_dir,prediction_cifs,protein_lengths,protein_pdb,runtime_sec,score_npz,status,tag,status_json,exception,exception_type,failure_class,rescue_recommendation
True,True,True,0.6.1,dockgen,cuda:0,3,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/inputs/4b4v_1_L34_0_chai.fasta,external/PoseBench/data/dockgen_set/4b4v_1_L34_0/4b4v_1_L34_0_ligand.pdb,34.0,NC1NC(O)C2C(NC[C@@H]3CN(C4CCC([C@H](O)N[C@@H](CCC(O)O)C(O)O)CC4)C(O)N23)N1,chai1_gpu,4b4v_1_L34_0,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/pred.model_idx_4.cif,A:282,external/PoseBench/data/dockgen_set/4b4v_1_L34_0/4b4v_1_L34_0_protein_processed.pdb,86.407,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4b4v_1_L34_0/default_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,dockgen,,0,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4bc9_1_CNV-FAD_0/default_s5_t200/inputs/4bc9_1_CNV-FAD_0_chai.fasta,external/PoseBench/data/dockgen_set/4bc9_1_CNV-FAD_0/4bc9_1_CNV-FAD_0_ligand.pdb,57.0,CC1CC2[C@H](CC1C)N(C(C)CN)C1C(O)NC(O)NC1N2C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CNC3C(N)NCN[C@H]32)[C@H](O)[C@@H]1O,chai1_gpu,4bc9_1_CNV-FAD_0,,2.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4bc9_1_CNV-FAD_0/default_s5_t200,,C:552;D:550,external/PoseBench/data/dockgen_set/4bc9_1_CNV-FAD_0/4bc9_1_CNV-FAD_0_protein_processed.pdb,50.704,,exception,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4bc9_1_CNV-FAD_0/default_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 131.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,dockgen,cuda:0,2,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/inputs/4cdn_2_FAD_0_chai.fasta,external/PoseBench/data/dockgen_set/4cdn_2_FAD_0/4cdn_2_FAD_0_ligand.pdb,53.0,CC1CC2NC3C(O)NC(O)NC3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O)C2C[C@H]1C,chai1_gpu,4cdn_2_FAD_0,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/pred.model_idx_4.cif,B:438,external/PoseBench/data/dockgen_set/4cdn_2_FAD_0/4cdn_2_FAD_0_protein_processed.pdb,113.292,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4cdn_2_FAD_0/default_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,dockgen,cuda:0,1,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/inputs/4cnl_1_CHT_1_chai.fasta,external/PoseBench/data/dockgen_set/4cnl_1_CHT_1/4cnl_1_CHT_1_ligand.pdb,7.0,C[N+](C)(C)CCO,chai1_gpu,4cnl_1_CHT_1,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/pred.model_idx_4.cif,A:182,external/PoseBench/data/dockgen_set/4cnl_1_CHT_1/4cnl_1_CHT_1_protein_processed.pdb,62.516,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4cnl_1_CHT_1/default_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,dockgen,cuda:0,5,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/inputs/4fyv_1_DCP_2_chai.fasta,external/PoseBench/data/dockgen_set/4fyv_1_DCP_2/4fyv_1_DCP_2_ligand.pdb,28.0,NC1CCN([C@H]2C[C@H](O)[C@@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)O2)C(O)N1,chai1_gpu,4fyv_1_DCP_2,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/pred.model_idx_4.cif,B:144,external/PoseBench/data/dockgen_set/4fyv_1_DCP_2/4fyv_1_DCP_2_protein_processed.pdb,66.373,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4fyv_1_DCP_2/default_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,dockgen,cuda:0,7,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/inputs/4fyw_1_CTP_4_chai.fasta,external/PoseBench/data/dockgen_set/4fyw_1_CTP_4/4fyw_1_CTP_4_ligand.pdb,29.0,NC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1,chai1_gpu,4fyw_1_CTP_4,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/pred.model_idx_4.cif,D:144,external/PoseBench/data/dockgen_set/4fyw_1_CTP_4/4fyw_1_CTP_4_protein_processed.pdb,64.836,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4fyw_1_CTP_4/default_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,dockgen,cuda:0,4,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/inputs/4gk9_1_BMA-MAN-MAN-MAN-MAN_3_chai.fasta,external/PoseBench/data/dockgen_set/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/4gk9_1_BMA-MAN-MAN-MAN-MAN_3_ligand.pdb,56.0,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@@H](O)[C@@H](O)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,chai1_gpu,4gk9_1_BMA-MAN-MAN-MAN-MAN_3,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/pred.model_idx_4.cif,A:279,external/PoseBench/data/dockgen_set/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/4gk9_1_BMA-MAN-MAN-MAN-MAN_3_protein_processed.pdb,111.354,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4gk9_1_BMA-MAN-MAN-MAN-MAN_3/default_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,dockgen,cuda:0,5,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/inputs/4h2f_1_ADN_0_chai.fasta,external/PoseBench/data/dockgen_set/4h2f_1_ADN_0/4h2f_1_ADN_0_ligand.pdb,19.0,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,chai1_gpu,4h2f_1_ADN_0,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/pred.model_idx_4.cif,A:524,external/PoseBench/data/dockgen_set/4h2f_1_ADN_0/4h2f_1_ADN_0_protein_processed.pdb,177.267,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4h2f_1_ADN_0/default_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,dockgen,cuda:0,7,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/inputs/4idk_1_1FE_0_chai.fasta,external/PoseBench/data/dockgen_set/4idk_1_1FE_0/4idk_1_1FE_0_ligand.pdb,15.0,NCC(O)NC1CCC2NC(O)NC2C1,chai1_gpu,4idk_1_1FE_0,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/pred.model_idx_4.cif,A:556,external/PoseBench/data/dockgen_set/4idk_1_1FE_0/4idk_1_1FE_0_protein_processed.pdb,174.606,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4idk_1_1FE_0/default_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,dockgen,cuda:0,4,0.0,,results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/inputs/4kgx_1_CTP_5_chai.fasta,external/PoseBench/data/dockgen_set/4kgx_1_CTP_5/4kgx_1_CTP_5_ligand.pdb,29.0,NC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1,chai1_gpu,4kgx_1_CTP_5,5.0,1.0,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/pred.model_idx_4.cif,B:145,external/PoseBench/data/dockgen_set/4kgx_1_CTP_5/4kgx_1_CTP_5_protein_processed.pdb,62.881,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/predictions/scores.model_idx_4.npz,ok,default_s5_t200,results/posebench_702_predictions/chai1_gpu/dockgen/4kgx_1_CTP_5/default_s5_t200/run_status.json,,,ok,manual_inspection
