dataset,mol_id,gpu,pid,log_path,tag,command,start_time
posebusters_benchmark,7JXX_VP7,5,1978120,logs/boltz_full_r1_s20_posebusters_benchmark_7JXX_VP7.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7JXX_VP7 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256629.8811646
dockgen,4u63_1_FAD_0,2,1978649,logs/boltz_full_r1_s20_dockgen_4u63_1_FAD_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4u63_1_FAD_0 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256640.0303276
posebusters_benchmark,7JY3_VUD,1,1979125,logs/boltz_full_r1_s20_posebusters_benchmark_7JY3_VUD.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7JY3_VUD --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256650.1625009
dockgen,4uoc_1_NCN_1,3,1979585,logs/boltz_full_r1_s20_dockgen_4uoc_1_NCN_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4uoc_1_NCN_1 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256660.299367
posebusters_benchmark,7K0V_VQP,5,1980283,logs/boltz_full_r1_s20_posebusters_benchmark_7K0V_VQP.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7K0V_VQP --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256680.5615108
dockgen,4uuw_1_AMP_0,2,1980811,logs/boltz_full_r1_s20_dockgen_4uuw_1_AMP_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4uuw_1_AMP_0 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256700.8427615
posebusters_benchmark,7K41_VUA,1,1981250,logs/boltz_full_r1_s20_posebusters_benchmark_7K41_VUA.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7K41_VUA --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256721.1007395
dockgen,4xdr_1_ADN_0,7,1981251,logs/boltz_full_r1_s20_dockgen_4xdr_1_ADN_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4xdr_1_ADN_0 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256721.1021304
posebusters_benchmark,7KB1_WBJ,2,1982056,logs/boltz_full_r1_s20_posebusters_benchmark_7KB1_WBJ.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KB1_WBJ --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256751.4914916
dockgen,4xfm_1_THE_0,3,1982057,logs/boltz_full_r1_s20_dockgen_4xfm_1_THE_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4xfm_1_THE_0 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256751.4927974
posebusters_benchmark,7KC5_BJZ,7,1982898,logs/boltz_full_r1_s20_posebusters_benchmark_7KC5_BJZ.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KC5_BJZ --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256771.7506993
dockgen,4ydx_1_TCE_0,4,1983139,logs/boltz_full_r1_s20_dockgen_4ydx_1_TCE_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4ydx_1_TCE_0 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256781.8825626
posebusters_benchmark,7KFO_IAC,1,1983575,logs/boltz_full_r1_s20_posebusters_benchmark_7KFO_IAC.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KFO_IAC --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256792.0138798
dockgen,4zav_1_4LS_8,2,1984042,logs/boltz_full_r1_s20_dockgen_4zav_1_4LS_8.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4zav_1_4LS_8 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256802.1445153
posebusters_benchmark,7KLX_WOV,3,1984043,logs/boltz_full_r1_s20_posebusters_benchmark_7KLX_WOV.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KLX_WOV --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256802.1459932
dockgen,4zaw_1_4LU_1,7,1985424,logs/boltz_full_r1_s20_dockgen_4zaw_1_4LU_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4zaw_1_4LU_1 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256822.4065442
posebusters_benchmark,7KM8_WPD,4,1985666,logs/boltz_full_r1_s20_posebusters_benchmark_7KM8_WPD.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KM8_WPD --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256832.5325463
dockgen,4zay_1_4LS_6,5,1985667,logs/boltz_full_r1_s20_dockgen_4zay_1_4LS_6.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4zay_1_4LS_6 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256832.533984
posebusters_benchmark,7KP6_WTP,1,1986298,logs/boltz_full_r1_s20_posebusters_benchmark_7KP6_WTP.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KP6_WTP --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256842.7072551
dockgen,4zaz_1_4LS_6,2,1987404,logs/boltz_full_r1_s20_dockgen_4zaz_1_4LS_6.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4zaz_1_4LS_6 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256873.1154685
posebusters_benchmark,7KQU_YOF,3,1987405,logs/boltz_full_r1_s20_posebusters_benchmark_7KQU_YOF.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KQU_YOF --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256873.1168067
dockgen,4zqx_1_ATP_2,7,1987846,logs/boltz_full_r1_s20_dockgen_4zqx_1_ATP_2.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4zqx_1_ATP_2 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256883.24581
posebusters_benchmark,7KRU_ATP,4,1988467,logs/boltz_full_r1_s20_posebusters_benchmark_7KRU_ATP.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KRU_ATP --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256893.3776379
dockgen,5a98_1_ATP_0,5,1988468,logs/boltz_full_r1_s20_dockgen_5a98_1_ATP_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5a98_1_ATP_0 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256893.3789735
posebusters_benchmark,7KZ9_XN7,1,1989519,logs/boltz_full_r1_s20_posebusters_benchmark_7KZ9_XN7.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7KZ9_XN7 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256913.6880174
dockgen,5ae3_2_AWB_1,2,1990785,logs/boltz_full_r1_s20_dockgen_5ae3_2_AWB_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5ae3_2_AWB_1 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256954.293161
posebusters_benchmark,7L00_XCJ,7,1990786,logs/boltz_full_r1_s20_posebusters_benchmark_7L00_XCJ.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7L00_XCJ --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256954.2949743
dockgen,5b5s_1_BOG_0,5,1991183,logs/boltz_full_r1_s20_dockgen_5b5s_1_BOG_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5b5s_1_BOG_0 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256964.4261878
posebusters_benchmark,7L03_F9F,3,1991767,logs/boltz_full_r1_s20_posebusters_benchmark_7L03_F9F.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7L03_F9F --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779256974.5571702
dockgen,5d9g_1_GLU-ASN-LEU-TYR-PHE-GLN_0,5,1992753,logs/boltz_full_r1_s20_dockgen_5d9g_1_GLU-ASN-LEU-TYR-PHE-GLN_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5d9g_1_GLU-ASN-LEU-TYR-PHE-GLN_0 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257025.2373915
posebusters_benchmark,7L5F_XNG,2,1992994,logs/boltz_full_r1_s20_posebusters_benchmark_7L5F_XNG.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7L5F_XNG --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257035.3662395
dockgen,5dnc_1_ASN_2,1,1993382,logs/boltz_full_r1_s20_dockgen_5dnc_1_ASN_2.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5dnc_1_ASN_2 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257045.4989803
posebusters_benchmark,7L6D_BMF,3,1993782,logs/boltz_full_r1_s20_posebusters_benchmark_7L6D_BMF.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7L6D_BMF --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257055.6295514
dockgen,5eno_1_5QG_0,5,1994414,logs/boltz_full_r1_s20_dockgen_5eno_1_5QG_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5eno_1_5QG_0 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257075.8932486
posebusters_benchmark,7L7C_XQ1,2,1994610,logs/boltz_full_r1_s20_posebusters_benchmark_7L7C_XQ1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7L7C_XQ1 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257086.0286965
dockgen,5enp_1_5QF_0,3,1995016,logs/boltz_full_r1_s20_dockgen_5enp_1_5QF_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5enp_1_5QF_0 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257096.1591682
posebusters_benchmark,7L81_UD4,4,1995437,logs/boltz_full_r1_s20_posebusters_benchmark_7L81_UD4.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7L81_UD4 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257106.2892945
dockgen,5enq_1_5QE_0,2,1996063,logs/boltz_full_r1_s20_dockgen_5enq_1_5QE_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5enq_1_5QE_0 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257136.6860542
posebusters_benchmark,7LB3_XXS,5,1996260,logs/boltz_full_r1_s20_posebusters_benchmark_7LB3_XXS.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LB3_XXS --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257146.8173108
