dataset,gpu,ligand_file,method,mol_id,n_predictions,oracle_confidence,oracle_prediction_sdf,oracle_rank,oracle_rmsd,oracle_success_2a,output_dir,protein_pdb,returncode,runtime_sec,samples,status,steps,tag,top_confidence,top_prediction_sdf,top_rank,top_rmsd,top_success_2a,status_json,stderr_tail,stdout_tail,vina_status,vina_top_rmsd,vina_oracle_rmsd,vina_top_success_2a,vina_oracle_success_2a
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_ligand.sdf,diffdock_l_gpu,1IA1_TQ3,10,0.31,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IA1_TQ3/default_s10_t20/predictions/1IA1_TQ3/rank2_confidence0.31.sdf,2.0,47.399519898362506,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IA1_TQ3/default_s10_t20,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_protein.pdb,0,39.927,10,ok,20,default_s10_t20,0.34,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IA1_TQ3/default_s10_t20/predictions/1IA1_TQ3/rank1_confidence0.34.sdf,1.0,0.7220611247635049,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IA1_TQ3/default_s10_t20/run_status.json,,,ok,3.194603327653158,3.194603327653158,False,False
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_ligand.sdf,diffdock_l_gpu,1IG3_VIB,10,-2.14,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IG3_VIB/default_s10_t20/predictions/1IG3_VIB/rank5_confidence-2.14.sdf,5.0,31.78766707603228,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IG3_VIB/default_s10_t20,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_protein.pdb,0,44.459,10,ok,20,default_s10_t20,-1.45,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IG3_VIB/default_s10_t20/predictions/1IG3_VIB/rank1_confidence-1.45.sdf,1.0,32.74134732358051,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IG3_VIB/default_s10_t20/run_status.json,,,ok,5.24393932713439,5.24393932713439,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_ligand.sdf,diffdock_l_gpu,1J3J_CP6,10,-0.11,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1J3J_CP6/default_s10_t20/predictions/1J3J_CP6/rank8_confidence-0.11.sdf,8.0,62.16306562747123,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1J3J_CP6/default_s10_t20,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_protein.pdb,0,44.392,10,ok,20,default_s10_t20,0.04,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1J3J_CP6/default_s10_t20/predictions/1J3J_CP6/rank1_confidence0.04.sdf,1.0,61.96759396069093,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1J3J_CP6/default_s10_t20/run_status.json,,,ok,3.895716372995283,3.895716372995283,False,False
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_ligand.sdf,diffdock_l_gpu,1JD0_AZM,10,0.53,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JD0_AZM/default_s10_t20/predictions/1JD0_AZM/rank3_confidence0.53.sdf,3.0,1.0169818964427573,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JD0_AZM/default_s10_t20,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_protein.pdb,0,39.772,10,ok,20,default_s10_t20,0.56,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JD0_AZM/default_s10_t20/predictions/1JD0_AZM/rank1_confidence0.56.sdf,1.0,35.90208405969256,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JD0_AZM/default_s10_t20/run_status.json,,,ok,4.891778094218596,4.510863476951205,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1JJE_BYS/1JJE_BYS_ligand.sdf,diffdock_l_gpu,1JJE_BYS,10,0.22,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JJE_BYS/default_s10_t20/predictions/1JJE_BYS/rank4_confidence0.22.sdf,4.0,0.2376209788718167,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JJE_BYS/default_s10_t20,external/PoseBench/data/astex_diverse_set/1JJE_BYS/1JJE_BYS_protein.pdb,0,41.445,10,ok,20,default_s10_t20,0.24,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JJE_BYS/default_s10_t20/predictions/1JJE_BYS/rank1_confidence0.24.sdf,1.0,46.03749014188762,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JJE_BYS/default_s10_t20/run_status.json,,,ok,3.3480300237602414,3.3480300237602414,False,False
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1JLA_TNK/1JLA_TNK_ligand.sdf,diffdock_l_gpu,1JLA_TNK,10,-0.04,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JLA_TNK/default_s10_t20/predictions/1JLA_TNK/rank2_confidence-0.04.sdf,2.0,0.6667137761133025,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JLA_TNK/default_s10_t20,external/PoseBench/data/astex_diverse_set/1JLA_TNK/1JLA_TNK_protein.pdb,0,46.371,10,ok,20,default_s10_t20,-0.04,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JLA_TNK/default_s10_t20/predictions/1JLA_TNK/rank1_confidence-0.04.sdf,1.0,0.659983013810597,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JLA_TNK/default_s10_t20/run_status.json,,,ok,4.127771872285292,4.127771872285292,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1K3U_IAD/1K3U_IAD_ligand.sdf,diffdock_l_gpu,1K3U_IAD,10,0.44,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1K3U_IAD/default_s10_t20/predictions/1K3U_IAD/rank5_confidence0.44.sdf,5.0,0.44307112457095565,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1K3U_IAD/default_s10_t20,external/PoseBench/data/astex_diverse_set/1K3U_IAD/1K3U_IAD_protein.pdb,0,46.051,10,ok,20,default_s10_t20,0.48,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1K3U_IAD/default_s10_t20/predictions/1K3U_IAD/rank1_confidence0.48.sdf,1.0,0.37710530675257337,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1K3U_IAD/default_s10_t20/run_status.json,,,ok,1.6885283251286922,1.6885283251286922,True,True
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1KE5_LS1/1KE5_LS1_ligand.sdf,diffdock_l_gpu,1KE5_LS1,10,0.72,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1KE5_LS1/default_s10_t20/predictions/1KE5_LS1/rank2_confidence0.72.sdf,2.0,0.4914330238766231,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1KE5_LS1/default_s10_t20,external/PoseBench/data/astex_diverse_set/1KE5_LS1/1KE5_LS1_protein.pdb,0,40.151,10,ok,20,default_s10_t20,0.73,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1KE5_LS1/default_s10_t20/predictions/1KE5_LS1/rank1_confidence0.73.sdf,1.0,0.47037351762929497,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1KE5_LS1/default_s10_t20/run_status.json,,,ok,5.819690112024866,5.819690112024866,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1KZK_JE2/1KZK_JE2_ligand.sdf,diffdock_l_gpu,1KZK_JE2,10,0.08,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1KZK_JE2/default_s10_t20/predictions/1KZK_JE2/rank2_confidence0.08.sdf,2.0,0.9705938204986903,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1KZK_JE2/default_s10_t20,external/PoseBench/data/astex_diverse_set/1KZK_JE2/1KZK_JE2_protein.pdb,0,41.37,10,ok,20,default_s10_t20,0.15,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1KZK_JE2/default_s10_t20/predictions/1KZK_JE2/rank1_confidence0.15.sdf,1.0,0.883844628217691,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1KZK_JE2/default_s10_t20/run_status.json,,,ok,3.992199641251644,3.992199641251644,False,False
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1L2S_STC/1L2S_STC_ligand.sdf,diffdock_l_gpu,1L2S_STC,10,0.92,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1L2S_STC/default_s10_t20/predictions/1L2S_STC/rank2_confidence0.92.sdf,2.0,0.31375525158112855,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1L2S_STC/default_s10_t20,external/PoseBench/data/astex_diverse_set/1L2S_STC/1L2S_STC_protein.pdb,0,42.266,10,ok,20,default_s10_t20,0.92,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1L2S_STC/default_s10_t20/predictions/1L2S_STC/rank1_confidence0.92.sdf,1.0,0.31120130817611763,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1L2S_STC/default_s10_t20/run_status.json,,,ok,5.532989759995089,3.734289469511605,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1L7F_BCZ/1L7F_BCZ_ligand.sdf,diffdock_l_gpu,1L7F_BCZ,10,0.66,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1L7F_BCZ/default_s10_t20/predictions/1L7F_BCZ/rank8_confidence0.66.sdf,8.0,0.3199147556296292,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1L7F_BCZ/default_s10_t20,external/PoseBench/data/astex_diverse_set/1L7F_BCZ/1L7F_BCZ_protein.pdb,0,41.419,10,ok,20,default_s10_t20,0.79,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1L7F_BCZ/default_s10_t20/predictions/1L7F_BCZ/rank1_confidence0.79.sdf,1.0,0.3027088018139747,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1L7F_BCZ/default_s10_t20/run_status.json,,,ok,4.573480517448201,3.9643084708652414,False,False
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1LPZ_CMB/1LPZ_CMB_ligand.sdf,diffdock_l_gpu,1LPZ_CMB,10,-0.06,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1LPZ_CMB/default_s10_t20/predictions/1LPZ_CMB/rank5_confidence-0.06.sdf,5.0,0.4034189029408512,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1LPZ_CMB/default_s10_t20,external/PoseBench/data/astex_diverse_set/1LPZ_CMB/1LPZ_CMB_protein.pdb,0,39.662,10,ok,20,default_s10_t20,-0.04,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1LPZ_CMB/default_s10_t20/predictions/1LPZ_CMB/rank1_confidence-0.04.sdf,1.0,0.35156778462694777,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1LPZ_CMB/default_s10_t20/run_status.json,,,ok,4.4477079736365335,4.4477079736365335,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1LRH_NLA/1LRH_NLA_ligand.sdf,diffdock_l_gpu,1LRH_NLA,10,0.3,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1LRH_NLA/default_s10_t20/predictions/1LRH_NLA/rank10_confidence0.30.sdf,10.0,30.519844453065055,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1LRH_NLA/default_s10_t20,external/PoseBench/data/astex_diverse_set/1LRH_NLA/1LRH_NLA_protein.pdb,0,38.183,10,ok,20,default_s10_t20,0.52,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1LRH_NLA/default_s10_t20/predictions/1LRH_NLA/rank1_confidence0.52.sdf,1.0,64.26346837750934,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1LRH_NLA/default_s10_t20/run_status.json,,,ok,3.657113938222715,3.455785366599033,False,False
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1M2Z_DEX/1M2Z_DEX_ligand.sdf,diffdock_l_gpu,1M2Z_DEX,10,0.37,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1M2Z_DEX/default_s10_t20/predictions/1M2Z_DEX/rank7_confidence0.37.sdf,7.0,34.60582749561739,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1M2Z_DEX/default_s10_t20,external/PoseBench/data/astex_diverse_set/1M2Z_DEX/1M2Z_DEX_protein.pdb,0,47.748,10,ok,20,default_s10_t20,0.66,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1M2Z_DEX/default_s10_t20/predictions/1M2Z_DEX/rank1_confidence0.66.sdf,1.0,1.0130286831364363,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1M2Z_DEX/default_s10_t20/run_status.json,,,ok,4.933589377203695,4.933589377203695,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1MEH_MOA/1MEH_MOA_ligand.sdf,diffdock_l_gpu,1MEH_MOA,10,-0.72,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MEH_MOA/default_s10_t20/predictions/1MEH_MOA/rank2_confidence-0.72.sdf,2.0,8.331867190387811,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MEH_MOA/default_s10_t20,external/PoseBench/data/astex_diverse_set/1MEH_MOA/1MEH_MOA_protein.pdb,0,40.923,10,ok,20,default_s10_t20,-0.7,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MEH_MOA/default_s10_t20/predictions/1MEH_MOA/rank1_confidence-0.70.sdf,1.0,3.75474769452825,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MEH_MOA/default_s10_t20/run_status.json,,,ok,7.764172357135327,5.895963965880094,False,False
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1MMV_3AR/1MMV_3AR_ligand.sdf,diffdock_l_gpu,1MMV_3AR,10,-2.4,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MMV_3AR/default_s10_t20/predictions/1MMV_3AR/rank6_confidence-2.40.sdf,6.0,15.645693983691913,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MMV_3AR/default_s10_t20,external/PoseBench/data/astex_diverse_set/1MMV_3AR/1MMV_3AR_protein.pdb,0,49.64,10,ok,20,default_s10_t20,-1.76,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MMV_3AR/default_s10_t20/predictions/1MMV_3AR/rank1_confidence-1.76.sdf,1.0,10.876480943485351,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MMV_3AR/default_s10_t20/run_status.json,,,ok,6.368797071137793,6.368797071137793,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1MZC_BNE/1MZC_BNE_ligand.sdf,diffdock_l_gpu,1MZC_BNE,10,-1.83,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MZC_BNE/default_s10_t20/predictions/1MZC_BNE/rank6_confidence-1.83.sdf,6.0,4.877137300741669,False,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MZC_BNE/default_s10_t20,external/PoseBench/data/astex_diverse_set/1MZC_BNE/1MZC_BNE_protein.pdb,0,57.119,10,ok,20,default_s10_t20,-1.6,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MZC_BNE/default_s10_t20/predictions/1MZC_BNE/rank1_confidence-1.60.sdf,1.0,0.6107297319015764,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1MZC_BNE/default_s10_t20/run_status.json,,,ok,7.589908239610957,4.884119812500216,False,False
astex_diverse,0,external/PoseBench/data/astex_diverse_set/1N1M_A3M/1N1M_A3M_ligand.sdf,diffdock_l_gpu,1N1M_A3M,10,0.47,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1N1M_A3M/default_s10_t20/predictions/1N1M_A3M/rank4_confidence0.47.sdf,4.0,0.43952461061166376,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1N1M_A3M/default_s10_t20,external/PoseBench/data/astex_diverse_set/1N1M_A3M/1N1M_A3M_protein.pdb,0,53.961,10,ok,20,default_s10_t20,0.5,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1N1M_A3M/default_s10_t20/predictions/1N1M_A3M/rank1_confidence0.50.sdf,1.0,0.36529189698102904,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1N1M_A3M/default_s10_t20/run_status.json,,,ok,2.970699707139716,2.970699707139716,False,False
astex_diverse,4,external/PoseBench/data/astex_diverse_set/1N2J_PAF/1N2J_PAF_ligand.sdf,diffdock_l_gpu,1N2J_PAF,10,-0.16,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1N2J_PAF/default_s10_t20/predictions/1N2J_PAF/rank3_confidence-0.16.sdf,3.0,0.21737804626962592,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1N2J_PAF/default_s10_t20,external/PoseBench/data/astex_diverse_set/1N2J_PAF/1N2J_PAF_protein.pdb,0,41.16,10,ok,20,default_s10_t20,-0.12,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1N2J_PAF/default_s10_t20/predictions/1N2J_PAF/rank1_confidence-0.12.sdf,1.0,0.18627463863875668,True,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1N2J_PAF/default_s10_t20/run_status.json,,,ok,10.400770442616258,3.0027920340909384,False,False
