dataset,mol_id,pdb_id,method,priority,role,state,gpu_required,protein_pdb,ligand_file,case_dir,output_dir,command_template
astex_diverse,1GM8_SOX,1gm8,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1GM8_SOX/1GM8_SOX_protein.pdb,external/PoseBench/data/astex_diverse_set/1GM8_SOX/1GM8_SOX_ligand.sdf,external/PoseBench/data/astex_diverse_set/1GM8_SOX,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GM8_SOX,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1GM8_SOX
astex_diverse,1GM8_SOX,1gm8,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1GM8_SOX/1GM8_SOX_protein.pdb,external/PoseBench/data/astex_diverse_set/1GM8_SOX/1GM8_SOX_ligand.sdf,external/PoseBench/data/astex_diverse_set/1GM8_SOX,results/posebench_702_predictions/chai1_gpu/astex_diverse/1GM8_SOX,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1GM8_SOX
astex_diverse,1GPK_HUP,1gpk,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_protein.pdb,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_ligand.sdf,external/PoseBench/data/astex_diverse_set/1GPK_HUP,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1GPK_HUP,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1GPK_HUP
astex_diverse,1GPK_HUP,1gpk,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_protein.pdb,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_ligand.sdf,external/PoseBench/data/astex_diverse_set/1GPK_HUP,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1GPK_HUP,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1GPK_HUP
astex_diverse,1GPK_HUP,1gpk,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_protein.pdb,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_ligand.sdf,external/PoseBench/data/astex_diverse_set/1GPK_HUP,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GPK_HUP,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1GPK_HUP
astex_diverse,1GPK_HUP,1gpk,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_protein.pdb,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_ligand.sdf,external/PoseBench/data/astex_diverse_set/1GPK_HUP,results/posebench_702_predictions/chai1_gpu/astex_diverse/1GPK_HUP,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1GPK_HUP
astex_diverse,1HNN_SKF,1hnn,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_protein.pdb,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HNN_SKF,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1HNN_SKF,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1HNN_SKF
astex_diverse,1HNN_SKF,1hnn,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_protein.pdb,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HNN_SKF,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1HNN_SKF,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1HNN_SKF
astex_diverse,1HNN_SKF,1hnn,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_protein.pdb,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HNN_SKF,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HNN_SKF,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HNN_SKF
astex_diverse,1HNN_SKF,1hnn,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_protein.pdb,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HNN_SKF,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HNN_SKF,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1HNN_SKF
astex_diverse,1HP0_AD3,1hp0,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_protein.pdb,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HP0_AD3,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1HP0_AD3,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1HP0_AD3
astex_diverse,1HP0_AD3,1hp0,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_protein.pdb,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HP0_AD3,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1HP0_AD3,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1HP0_AD3
astex_diverse,1HP0_AD3,1hp0,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_protein.pdb,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HP0_AD3,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HP0_AD3,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HP0_AD3
astex_diverse,1HP0_AD3,1hp0,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_protein.pdb,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HP0_AD3,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HP0_AD3,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1HP0_AD3
astex_diverse,1HQ2_PH2,1hq2,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_protein.pdb,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HQ2_PH2,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1HQ2_PH2,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1HQ2_PH2
astex_diverse,1HQ2_PH2,1hq2,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_protein.pdb,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HQ2_PH2,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1HQ2_PH2,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1HQ2_PH2
astex_diverse,1HQ2_PH2,1hq2,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_protein.pdb,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HQ2_PH2,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HQ2_PH2,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HQ2_PH2
astex_diverse,1HQ2_PH2,1hq2,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_protein.pdb,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HQ2_PH2,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HQ2_PH2,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1HQ2_PH2
astex_diverse,1HVY_D16,1hvy,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_protein.pdb,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HVY_D16,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1HVY_D16,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1HVY_D16
astex_diverse,1HVY_D16,1hvy,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_protein.pdb,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HVY_D16,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1HVY_D16,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1HVY_D16
astex_diverse,1HVY_D16,1hvy,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_protein.pdb,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HVY_D16,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HVY_D16,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HVY_D16
astex_diverse,1HVY_D16,1hvy,chai1_gpu,4,cofolding_foundation_baseline,failed_accounted,True,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_protein.pdb,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HVY_D16,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HVY_D16,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1HVY_D16
astex_diverse,1HWI_115,1hwi,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HWI_115,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1HWI_115,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1HWI_115
astex_diverse,1HWI_115,1hwi,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HWI_115,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1HWI_115,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1HWI_115
astex_diverse,1HWI_115,1hwi,boltz1_gpu,3,cofolding_foundation_baseline,failed_accounted,True,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HWI_115,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWI_115,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HWI_115
astex_diverse,1HWI_115,1hwi,chai1_gpu,4,cofolding_foundation_baseline,failed_accounted,True,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HWI_115,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HWI_115,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1HWI_115
astex_diverse,1HWW_SWA,1hww,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HWW_SWA,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1HWW_SWA,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1HWW_SWA
astex_diverse,1HWW_SWA,1hww,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HWW_SWA,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1HWW_SWA,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1HWW_SWA
astex_diverse,1HWW_SWA,1hww,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HWW_SWA,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWW_SWA,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HWW_SWA
astex_diverse,1HWW_SWA,1hww,chai1_gpu,4,cofolding_foundation_baseline,failed_accounted,True,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1HWW_SWA,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HWW_SWA,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1HWW_SWA
astex_diverse,1IA1_TQ3,1ia1,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_protein.pdb,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IA1_TQ3,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1IA1_TQ3,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1IA1_TQ3
astex_diverse,1IA1_TQ3,1ia1,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_protein.pdb,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IA1_TQ3,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IA1_TQ3,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1IA1_TQ3
astex_diverse,1IA1_TQ3,1ia1,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_protein.pdb,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IA1_TQ3,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1IA1_TQ3,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1IA1_TQ3
astex_diverse,1IA1_TQ3,1ia1,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_protein.pdb,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IA1_TQ3,results/posebench_702_predictions/chai1_gpu/astex_diverse/1IA1_TQ3,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1IA1_TQ3
astex_diverse,1IG3_VIB,1ig3,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_protein.pdb,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IG3_VIB,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1IG3_VIB,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1IG3_VIB
astex_diverse,1IG3_VIB,1ig3,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_protein.pdb,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IG3_VIB,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1IG3_VIB,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1IG3_VIB
astex_diverse,1IG3_VIB,1ig3,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_protein.pdb,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IG3_VIB,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1IG3_VIB,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1IG3_VIB
astex_diverse,1IG3_VIB,1ig3,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_protein.pdb,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IG3_VIB,results/posebench_702_predictions/chai1_gpu/astex_diverse/1IG3_VIB,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1IG3_VIB
astex_diverse,1J3J_CP6,1j3j,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_protein.pdb,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_ligand.sdf,external/PoseBench/data/astex_diverse_set/1J3J_CP6,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1J3J_CP6,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1J3J_CP6
astex_diverse,1J3J_CP6,1j3j,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_protein.pdb,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_ligand.sdf,external/PoseBench/data/astex_diverse_set/1J3J_CP6,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1J3J_CP6,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1J3J_CP6
astex_diverse,1J3J_CP6,1j3j,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_protein.pdb,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_ligand.sdf,external/PoseBench/data/astex_diverse_set/1J3J_CP6,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1J3J_CP6,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1J3J_CP6
astex_diverse,1J3J_CP6,1j3j,chai1_gpu,4,cofolding_foundation_baseline,failed_accounted,True,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_protein.pdb,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_ligand.sdf,external/PoseBench/data/astex_diverse_set/1J3J_CP6,results/posebench_702_predictions/chai1_gpu/astex_diverse/1J3J_CP6,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1J3J_CP6
astex_diverse,1JD0_AZM,1jd0,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_protein.pdb,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_ligand.sdf,external/PoseBench/data/astex_diverse_set/1JD0_AZM,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1JD0_AZM,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 1JD0_AZM
astex_diverse,1JD0_AZM,1jd0,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_protein.pdb,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_ligand.sdf,external/PoseBench/data/astex_diverse_set/1JD0_AZM,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/1JD0_AZM,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1JD0_AZM
astex_diverse,1JD0_AZM,1jd0,boltz1_gpu,3,cofolding_foundation_baseline,failed_accounted,True,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_protein.pdb,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_ligand.sdf,external/PoseBench/data/astex_diverse_set/1JD0_AZM,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1JD0_AZM,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1JD0_AZM
