dataset,mol_id,pdb_id,native_ligand_file,start_conf_file,has_start_conf_file,has_native_ligand_file,start_conf_rmsd_no_align,start_conf_success_2a,max_train_ligand_tanimoto,train_scaffold_exact_match,train_pdb_id_overlap,ligand_heavy_atoms,ligand_chiral_centers,method,run_key,candidate_key,selection_score,case_success_all_ligands,case_success_any_ligand,case_pb_valid_all_ligands,median_rmsd,max_rmsd,median_centroid_distance,similarity_risk,max_train_ligand_tanimoto_public,vina_status,vina_top_rmsd,vina_oracle_rmsd,vina_top_success_2a,vina_oracle_success_2a,vina_poses_pdbqt,top_score,best_score,source,full_coverage_success_2a,full_coverage_rmsd,full_coverage_pb_valid,has_public_pool_selection,has_vina_top_pose,hybrid_policy
astex_diverse,1IA1_TQ3,1ia1,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_ligand_start_conf.sdf,True,True,42.56654858240088,False,0.2745098039215686,False,False,19.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1IA1_TQ3,0.6310559006211179,True,True,True,0.201201188915604,0.201201188915604,0.1482698814872187,low_similarity,0.2745098039215686,ok,3.194603327653158,3.194603327653158,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1IA1_TQ3/vina_poses.pdbqt,-7.89,-7.89,public_pool_calibrated_selector,True,0.201201188915604,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1IG3_VIB,1ig3,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_ligand.sdf,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_ligand_start_conf.sdf,True,True,51.88954990328014,False,0.6428571428571429,True,False,18.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1IG3_VIB,0.6320559006211179,False,False,True,17.12064327301012,17.12064327301012,16.632760803140155,high_ligand_or_scaffold,0.6428571428571429,ok,5.24393932713439,5.24393932713439,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1IG3_VIB/vina_poses.pdbqt,-7.069,-7.069,public_pool_calibrated_selector,False,17.12064327301012,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1J3J_CP6,1j3j,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_ligand.sdf,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_ligand_start_conf.sdf,True,True,65.47777626706637,False,1.0,True,False,17.0,0.0,chai,chai|relaxed=True|rep=1,chai|relaxed=True|rep=1|1J3J_CP6,0.4358441558441558,True,True,True,0.5164735110464497,0.6925780639797093,0.22575780336189,high_ligand_or_scaffold,1.0,ok,3.895716372995283,3.895716372995283,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1J3J_CP6/vina_poses.pdbqt,-7.705,-7.705,public_pool_calibrated_selector,True,0.5164735110464497,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1JD0_AZM,1jd0,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_ligand.sdf,external/PoseBench/data/astex_diverse_set/1JD0_AZM/1JD0_AZM_ligand_start_conf.sdf,True,True,27.16677681362915,False,0.2888888888888888,False,False,13.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1JD0_AZM,0.6080559006211179,True,True,True,1.0990894168145944,1.0990894168145944,0.4642636242277262,low_similarity,0.2888888888888888,ok,4.891778094218596,4.510863476951205,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1JD0_AZM/vina_poses.pdbqt,-6.05,-6.05,public_pool_calibrated_selector,True,1.0990894168145944,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1JJE_BYS,1jje,external/PoseBench/data/astex_diverse_set/1JJE_BYS/1JJE_BYS_ligand.sdf,external/PoseBench/data/astex_diverse_set/1JJE_BYS/1JJE_BYS_ligand_start_conf.sdf,True,True,72.3858695770908,False,0.3673469387755102,False,False,25.0,2.0,boltz,boltz|relaxed=False|rep=3,boltz|relaxed=False|rep=3|1JJE_BYS,0.6015441176470587,False,False,True,7.098274207833902,7.098274207833902,5.793017054651909,low_similarity,0.3673469387755102,ok,3.3480300237602414,3.3480300237602414,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1JJE_BYS/vina_poses.pdbqt,-8.327,-8.327,public_pool_calibrated_selector,False,7.098274207833902,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1JLA_TNK,1jla,external/PoseBench/data/astex_diverse_set/1JLA_TNK/1JLA_TNK_ligand.sdf,external/PoseBench/data/astex_diverse_set/1JLA_TNK/1JLA_TNK_ligand_start_conf.sdf,True,True,43.27498370524117,False,0.2898550724637681,False,False,27.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1JLA_TNK,0.6160559006211179,True,True,True,1.384183346076507,1.384183346076507,0.8167342803454208,low_similarity,0.2898550724637681,ok,4.127771872285292,4.127771872285292,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1JLA_TNK/vina_poses.pdbqt,-11.545,-11.545,public_pool_calibrated_selector,True,1.384183346076507,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1K3U_IAD,1k3u,external/PoseBench/data/astex_diverse_set/1K3U_IAD/1K3U_IAD_ligand.sdf,external/PoseBench/data/astex_diverse_set/1K3U_IAD/1K3U_IAD_ligand_start_conf.sdf,True,True,58.003146057881246,False,0.5454545454545454,True,False,21.0,1.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1K3U_IAD,0.6498794300328826,True,True,True,1.766385029348008,1.766385029348008,0.0837763166085081,high_ligand_or_scaffold,0.5454545454545454,ok,1.6885283251286922,1.6885283251286922,True,True,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1K3U_IAD/vina_poses.pdbqt,-10.215,-10.215,public_pool_calibrated_selector,True,1.766385029348008,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1KE5_LS1,1ke5,external/PoseBench/data/astex_diverse_set/1KE5_LS1/1KE5_LS1_ligand.sdf,external/PoseBench/data/astex_diverse_set/1KE5_LS1/1KE5_LS1_ligand_start_conf.sdf,True,True,63.28867770836987,False,0.3272727272727272,False,False,23.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1KE5_LS1,0.6280559006211179,True,True,True,0.5333158098570476,0.5333158098570476,0.2643714486012787,low_similarity,0.3272727272727272,ok,5.819690112024866,5.819690112024866,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1KE5_LS1/vina_poses.pdbqt,-9.61,-9.61,public_pool_calibrated_selector,True,0.5333158098570476,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1KZK_JE2,1kzk,external/PoseBench/data/astex_diverse_set/1KZK_JE2/1KZK_JE2_ligand.sdf,external/PoseBench/data/astex_diverse_set/1KZK_JE2/1KZK_JE2_ligand_start_conf.sdf,True,True,27.153578933436936,False,0.2391304347826087,False,False,41.0,3.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1KZK_JE2,0.6373059006211179,True,True,True,0.6545605179869293,0.6545605179869293,0.2139263069810648,low_similarity,0.2391304347826087,ok,3.992199641251644,3.992199641251644,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1KZK_JE2/vina_poses.pdbqt,-11.837,-11.837,public_pool_calibrated_selector,True,0.6545605179869293,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1L2S_STC,1l2s,external/PoseBench/data/astex_diverse_set/1L2S_STC/1L2S_STC_ligand.sdf,external/PoseBench/data/astex_diverse_set/1L2S_STC/1L2S_STC_ligand_start_conf.sdf,True,True,85.66705335707046,False,0.3421052631578947,False,False,19.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1L2S_STC,0.6100559006211179,True,True,True,1.2921485308545118,1.2921485308545118,1.0077267599339244,low_similarity,0.3421052631578947,ok,5.532989759995089,3.734289469511605,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1L2S_STC/vina_poses.pdbqt,-7.671,-7.671,public_pool_calibrated_selector,True,1.2921485308545118,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1L7F_BCZ,1l7f,external/PoseBench/data/astex_diverse_set/1L7F_BCZ/1L7F_BCZ_ligand.sdf,external/PoseBench/data/astex_diverse_set/1L7F_BCZ/1L7F_BCZ_ligand_start_conf.sdf,True,True,70.94844368407675,False,1.0,True,False,23.0,5.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1L7F_BCZ,0.5487029594446474,True,True,False,0.7874529186754186,0.7874529186754186,0.3375907462402839,high_ligand_or_scaffold,1.0,ok,4.573480517448201,3.9643084708652414,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1L7F_BCZ/vina_poses.pdbqt,-7.128,-7.128,public_pool_calibrated_selector,True,0.7874529186754186,False,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1LPZ_CMB,1lpz,external/PoseBench/data/astex_diverse_set/1LPZ_CMB/1LPZ_CMB_ligand.sdf,external/PoseBench/data/astex_diverse_set/1LPZ_CMB/1LPZ_CMB_ligand_start_conf.sdf,True,True,26.264079858793124,False,0.3717948717948718,False,False,32.0,0.0,chai,chai|relaxed=True|rep=2,chai|relaxed=True|rep=2|1LPZ_CMB,0.4067010309278351,False,False,True,6.795528556900944,6.80964580588172,1.8250564657671853,low_similarity,0.3717948717948718,ok,4.4477079736365335,4.4477079736365335,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1LPZ_CMB/vina_poses.pdbqt,-10.571,-10.571,public_pool_calibrated_selector,False,6.795528556900944,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1LRH_NLA,1lrh,external/PoseBench/data/astex_diverse_set/1LRH_NLA/1LRH_NLA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1LRH_NLA/1LRH_NLA_ligand_start_conf.sdf,True,True,103.93127255344548,False,0.6060606060606061,True,False,14.0,0.0,chai,chai|relaxed=False|rep=2,chai|relaxed=False|rep=2|1LRH_NLA,0.4477788191190253,False,True,True,15.662490838179163,30.89570332011048,15.450077350735777,high_ligand_or_scaffold,0.6060606060606061,ok,3.657113938222715,3.455785366599033,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1LRH_NLA/vina_poses.pdbqt,-8.03,-8.03,public_pool_calibrated_selector,False,15.662490838179163,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1M2Z_DEX,1m2z,external/PoseBench/data/astex_diverse_set/1M2Z_DEX/1M2Z_DEX_ligand.sdf,external/PoseBench/data/astex_diverse_set/1M2Z_DEX/1M2Z_DEX_ligand_start_conf.sdf,True,True,34.556319375803035,False,1.0,True,False,28.0,8.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1M2Z_DEX,0.6268453743053285,False,False,True,55.86419639433012,55.86419639433012,55.74045914400292,high_ligand_or_scaffold,1.0,ok,4.933589377203695,4.933589377203695,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1M2Z_DEX/vina_poses.pdbqt,-9.711,-9.711,public_pool_calibrated_selector,False,55.86419639433012,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1MEH_MOA,1meh,external/PoseBench/data/astex_diverse_set/1MEH_MOA/1MEH_MOA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1MEH_MOA/1MEH_MOA_ligand_start_conf.sdf,True,True,82.47461184260703,False,0.2307692307692307,False,False,23.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1MEH_MOA,0.644055900621118,False,False,True,2.6607233347997346,2.6607233347997346,1.2581726206696071,low_similarity,0.2307692307692307,ok,7.764172357135327,5.895963965880094,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1MEH_MOA/vina_poses.pdbqt,-7.232,-7.232,public_pool_calibrated_selector,False,2.6607233347997346,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1MMV_3AR,1mmv,external/PoseBench/data/astex_diverse_set/1MMV_3AR/1MMV_3AR_ligand.sdf,external/PoseBench/data/astex_diverse_set/1MMV_3AR/1MMV_3AR_ligand_start_conf.sdf,True,True,60.7865332514146,False,0.6470588235294118,False,False,15.0,1.0,chai,chai|relaxed=False|rep=2,chai|relaxed=False|rep=2|1MMV_3AR,0.4525515463917525,False,True,True,6.261408729395082,12.085886994452112,5.629065537146743,mid_or_unknown,0.6470588235294118,ok,6.368797071137793,6.368797071137793,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1MMV_3AR/vina_poses.pdbqt,-5.421,-5.421,public_pool_calibrated_selector,False,6.261408729395082,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1MZC_BNE,1mzc,external/PoseBench/data/astex_diverse_set/1MZC_BNE/1MZC_BNE_ligand.sdf,external/PoseBench/data/astex_diverse_set/1MZC_BNE/1MZC_BNE_ligand_start_conf.sdf,True,True,134.8187357723166,False,0.2129629629629629,False,False,35.0,2.0,diffdock,diffdock|relaxed=False|rep=2,diffdock|relaxed=False|rep=2|1MZC_BNE,0.4294931617055511,False,False,True,5.276925984185439,5.276925984185439,2.281219159382705,low_similarity,0.2129629629629629,ok,7.589908239610957,4.884119812500216,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1MZC_BNE/vina_poses.pdbqt,-8.068,-8.068,public_pool_calibrated_selector,False,5.276925984185439,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1N1M_A3M,1n1m,external/PoseBench/data/astex_diverse_set/1N1M_A3M/1N1M_A3M_ligand.sdf,external/PoseBench/data/astex_diverse_set/1N1M_A3M/1N1M_A3M_ligand_start_conf.sdf,True,True,148.08363590695407,False,0.3170731707317073,True,False,12.0,1.0,diffdock,diffdock|relaxed=False|rep=1,diffdock|relaxed=False|rep=1|1N1M_A3M,0.3932741617357002,True,True,True,0.4625994784908423,0.4625994784908423,0.3309674995583473,high_ligand_or_scaffold,0.3170731707317073,ok,2.970699707139716,2.970699707139716,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1N1M_A3M/vina_poses.pdbqt,-5.717,-5.717,public_pool_calibrated_selector,True,0.4625994784908423,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1N2J_PAF,1n2j,external/PoseBench/data/astex_diverse_set/1N2J_PAF/1N2J_PAF_ligand.sdf,external/PoseBench/data/astex_diverse_set/1N2J_PAF/1N2J_PAF_ligand_start_conf.sdf,True,True,67.10797171795613,False,0.2857142857142857,False,False,10.0,1.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1N2J_PAF,0.639805900621118,False,False,True,33.232615598505035,33.232615598505035,33.06156954843795,low_similarity,0.2857142857142857,ok,10.400770442616258,3.0027920340909384,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1N2J_PAF/vina_poses.pdbqt,-4.84,-4.84,public_pool_calibrated_selector,False,33.232615598505035,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1N2V_BDI,1n2v,external/PoseBench/data/astex_diverse_set/1N2V_BDI/1N2V_BDI_ligand.sdf,external/PoseBench/data/astex_diverse_set/1N2V_BDI/1N2V_BDI_ligand_start_conf.sdf,True,True,32.71072431079243,False,0.2244897959183673,False,False,15.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1N2V_BDI,0.6360559006211179,True,True,True,0.9615688444758737,0.9615688444758737,0.7613184865452505,low_similarity,0.2244897959183673,ok,4.927505717906373,4.072464053452979,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1N2V_BDI/vina_poses.pdbqt,-7.247,-7.247,public_pool_calibrated_selector,True,0.9615688444758737,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1N46_PFA,1n46,external/PoseBench/data/astex_diverse_set/1N46_PFA/1N46_PFA_ligand.sdf,external/PoseBench/data/astex_diverse_set/1N46_PFA/1N46_PFA_ligand_start_conf.sdf,True,True,23.276525109527075,False,0.2608695652173913,False,False,27.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1N46_PFA,0.6360559006211179,True,True,True,0.3650241777887736,0.3650241777887736,0.1355325526930917,low_similarity,0.2608695652173913,ok,4.655848711268679,4.655848711268679,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1N46_PFA/vina_poses.pdbqt,-11.724,-11.724,public_pool_calibrated_selector,True,0.3650241777887736,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1NAV_IH5,1nav,external/PoseBench/data/astex_diverse_set/1NAV_IH5/1NAV_IH5_ligand.sdf,external/PoseBench/data/astex_diverse_set/1NAV_IH5/1NAV_IH5_ligand_start_conf.sdf,True,True,55.47922664598846,False,0.3620689655172414,True,False,23.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1NAV_IH5,0.6060559006211179,True,True,True,0.4028415358965337,0.4028415358965337,0.2298794481884567,high_ligand_or_scaffold,0.3620689655172414,ok,5.212381496932588,5.106648151951148,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1NAV_IH5/vina_poses.pdbqt,-10.155,-10.155,public_pool_calibrated_selector,True,0.4028415358965337,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
astex_diverse,1OF1_SCT,1of1,external/PoseBench/data/astex_diverse_set/1OF1_SCT/1OF1_SCT_ligand.sdf,external/PoseBench/data/astex_diverse_set/1OF1_SCT/1OF1_SCT_ligand_start_conf.sdf,True,True,31.802886068728974,False,0.3492063492063492,False,False,18.0,4.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|1OF1_SCT,0.6300559006211179,False,False,True,9.97801763775974,9.97801763775974,9.680263388125743,low_similarity,0.3492063492063492,ok,2.996401768047061,2.996401768047061,False,False,results/posebench_702_predictions/vina_cpu_full/astex_diverse/1OF1_SCT/vina_poses.pdbqt,-8.021,-8.021,public_pool_calibrated_selector,False,9.97801763775974,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
