dataset,mol_id,tag,status,metric_status,score_ranked_prediction_cif,score_ranked_model_idx,score_ranked_symmetry_pocket_rmsd,score_ranked_symmetry_method,score_ranked_score_npz,score_ranked_chai_aggregate_score,score_ranked_chai_ptm,score_ranked_chai_iptm,score_ranked_chai_has_inter_chain_clashes,score_ranked_pocket_cutoff_a,score_ranked_pred_ligand_heavy_atoms,score_ranked_native_ligand_heavy_atoms,score_ranked_pocket_matched_ca,score_ranked_pocket_matched_residues_preview,score_ranked_pocket_ca_rmsd_after_fit,score_ranked_symmetry_success_2a,oracle_best_symmetry_pocket_rmsd,oracle_best_symmetry_success_2a,oracle_best_model_idx,n_samples_eval,exception_type,prediction_cif,model_idx,symmetry_pocket_rmsd,symmetry_method,score_npz,chai_aggregate_score,chai_ptm,chai_iptm,chai_has_inter_chain_clashes,pocket_cutoff_a,pred_ligand_heavy_atoms,native_ligand_heavy_atoms,pocket_matched_ca,pocket_matched_residues_preview,pocket_ca_rmsd_after_fit
astex_diverse,1L7F_BCZ,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1L7F_BCZ/default_s5_t200/predictions/pred.model_idx_3.cif,3.0,2.587086824868487,canonical_symmetry_classes:exact=21;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1L7F_BCZ/default_s5_t200/predictions/scores.model_idx_3.npz,0.5644809007644653,0.8261133432388306,0.49907273054122925,False,10.0,23.0,23.0,77.0,"A:36:2.69,A:289:2.81,A:70:2.85,A:97:2.89,A:146:3.03,A:69:3.06,A:323:3.07,A:37:3.30,A:211:3.31,A:196:3.51,A:74:3.56,A:195:3.61",0.6765766236162212,False,2.32461078467095,False,1.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1LPZ_CMB,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1LPZ_CMB/default_s5_t200/predictions/pred.model_idx_2.cif,2.0,1.9571124784234457,canonical_symmetry_classes:exact=29;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1LPZ_CMB/default_s5_t200/predictions/scores.model_idx_2.npz,0.8973060846328735,0.9523555040359497,0.8835437297821045,False,10.0,32.0,32.0,74.0,"B:178:2.57,B:207:3.09,B:204:3.16,B:208:3.25,B:179:3.25,B:215:3.28,B:181:3.30,B:205:3.34,B:131:3.55,B:83:3.58,B:184:3.63,B:84:3.63",0.35062665912577085,True,0.5260918255680921,True,0.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1LRH_NLA,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1LRH_NLA/default_s5_t200/predictions/pred.model_idx_4.cif,4.0,29.632088915479667,canonical_symmetry_classes:exact=14;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1LRH_NLA/default_s5_t200/predictions/scores.model_idx_4.npz,0.5546904802322388,0.6514413356781006,0.5305027365684509,False,10.0,14.0,14.0,64.0,"D:62:2.77,D:56:3.01,D:64:3.32,D:45:3.32,D:53:3.57,D:58:3.58,D:54:3.59,D:105:3.60,D:43:3.66,D:148:3.67,D:150:3.82,D:24:3.83",0.7761743012843042,False,1.157297787181228,True,0.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1M2Z_DEX,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1M2Z_DEX/default_s5_t200/predictions/pred.model_idx_3.cif,3.0,41.78795243980883,canonical_symmetry_classes:exact=28;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1M2Z_DEX/default_s5_t200/predictions/scores.model_idx_3.npz,0.7931597828865051,0.8433455228805542,0.7806133031845093,False,10.0,28.0,28.0,81.0,"A:119:2.98,A:41:3.04,A:47:3.06,A:213:3.08,A:100:3.15,A:88:3.17,A:40:3.23,A:212:3.39,A:78:3.58,A:81:3.68,A:226:3.68,A:37:3.73",0.5515330994609287,False,41.19698471578172,False,0.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1MEH_MOA,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1MEH_MOA/default_s5_t200/predictions/pred.model_idx_0.cif,0.0,16.963781729152352,canonical_symmetry_classes:exact=23;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1MEH_MOA/default_s5_t200/predictions/scores.model_idx_0.npz,0.3213035762310028,0.9012830853462219,0.17630869150161743,False,10.0,23.0,23.0,68.0,"A:146:2.52,A:290:3.12,A:197:3.25,A:144:3.27,A:195:3.27,A:196:3.28,A:300:3.30,A:145:3.43,A:291:3.57,A:296:3.68,A:174:3.70,A:193:4.30",2.3305316411677386,False,16.19155122762257,False,4.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1MMV_3AR,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1MMV_3AR/default_s5_t200/predictions/pred.model_idx_4.cif,4.0,13.480961292083485,canonical_symmetry_classes:exact=15;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1MMV_3AR/default_s5_t200/predictions/scores.model_idx_4.npz,0.15571650862693787,0.22532705962657928,0.13831385970115662,False,10.0,15.0,15.0,66.0,"B:288:2.50,B:283:2.67,B:279:2.78,B:169:2.92,B:278:3.03,B:275:3.22,B:256:3.25,B:258:3.33,B:253:3.41,B:276:3.63,B:277:3.63,B:257:3.79",12.169001703536852,False,6.508793356519541,False,0.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1MZC_BNE,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1MZC_BNE/default_s5_t200/predictions/pred.model_idx_3.cif,3.0,6.2931082123092255,canonical_symmetry_classes:exact=35;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1MZC_BNE/default_s5_t200/predictions/scores.model_idx_3.npz,0.930479109287262,0.9586477279663086,0.9234369397163391,False,10.0,35.0,35.0,82.0,"B:185:2.92,A:111:2.98,B:280:2.99,B:345:3.15,B:89:3.35,B:85:3.36,B:82:3.37,B:282:3.38,B:344:3.46,B:283:3.47,B:134:3.64,B:79:3.80",0.19863667521061093,False,6.220468402771438,False,0.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1N1M_A3M,default_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,RuntimeError,,,,,,,,,,,,,,,
astex_diverse,1N2J_PAF,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1N2J_PAF/default_s5_t200/predictions/pred.model_idx_0.cif,0.0,32.803804983839655,canonical_symmetry_classes:exact=9;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1N2J_PAF/default_s5_t200/predictions/scores.model_idx_0.npz,0.9003480076789856,0.9435904026031494,0.8895373940467834,False,10.0,10.0,10.0,58.0,"A:69:2.78,A:161:2.79,A:139:3.42,A:35:3.61,A:37:3.63,A:36:3.67,A:154:3.77,A:66:3.86,A:136:3.90,A:140:4.00,A:64:4.61,A:158:4.65",0.22344089605151599,False,32.59603098800726,False,2.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1N2V_BDI,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1N2V_BDI/default_s5_t200/predictions/pred.model_idx_4.cif,4.0,2.7085484996726814,canonical_symmetry_classes:exact=15;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1N2V_BDI/default_s5_t200/predictions/scores.model_idx_4.npz,0.7552903294563293,0.9528284668922424,0.7059057354927063,False,10.0,15.0,15.0,67.0,"A:145:2.68,A:219:2.73,A:218:3.19,A:192:3.22,A:250:3.57,A:95:3.61,A:249:3.62,A:147:3.63,A:190:3.67,A:91:3.80,A:92:3.95,A:221:3.96",0.3613514986025374,False,0.8936522304161354,True,0.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1N46_PFA,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1N46_PFA/default_s5_t200/predictions/pred.model_idx_2.cif,2.0,37.3784817410837,canonical_symmetry_classes:exact=23;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1N46_PFA/default_s5_t200/predictions/scores.model_idx_2.npz,0.7215298414230347,0.7989136576652527,0.7021839022636414,False,10.0,27.0,27.0,98.0,"A:106:2.61,A:221:2.68,A:102:2.80,A:117:2.98,A:96:3.06,A:68:3.20,A:99:3.24,A:241:3.27,A:130:3.37,A:65:3.37,A:116:3.40,A:58:3.47",0.6162353548417646,False,36.66759178868081,False,1.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1NAV_IH5,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1NAV_IH5/default_s5_t200/predictions/pred.model_idx_2.cif,2.0,0.4399137706674217,canonical_symmetry_classes:exact=19;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1NAV_IH5/default_s5_t200/predictions/scores.model_idx_2.npz,0.8846270442008972,0.9297513365745544,0.8733459115028381,False,10.0,23.0,23.0,90.0,"A:225:2.55,A:121:2.69,A:103:3.10,A:134:3.16,A:245:3.24,A:72:3.29,A:120:3.35,A:143:3.49,A:66:3.51,A:69:3.53,A:63:3.55,A:136:3.60",0.3815019718515466,True,0.42793686600273334,True,3.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1OF1_SCT,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1OF1_SCT/default_s5_t200/predictions/pred.model_idx_3.cif,3.0,6.057336510653866,canonical_symmetry_classes:exact=18;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1OF1_SCT/default_s5_t200/predictions/scores.model_idx_3.npz,0.7387398481369019,0.8094319105148315,0.7210668325424194,False,10.0,18.0,18.0,68.0,"B:55:2.66,B:171:2.81,B:37:2.87,B:79:2.89,B:121:3.28,B:117:3.32,B:112:3.48,B:82:3.49,B:12:3.56,B:54:3.70,B:51:3.73,B:42:3.90",9.447908263182532,False,5.3519143706712,False,2.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1OF6_DTY,default_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,UnsupportedInputError,,,,,,,,,,,,,,,
astex_diverse,1OPK_P16,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1OPK_P16/default_s5_t200/predictions/pred.model_idx_0.cif,0.0,0.9768359306630461,canonical_symmetry_classes:exact=26;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1OPK_P16/default_s5_t200/predictions/scores.model_idx_0.npz,0.7522258758544922,0.7101407647132874,0.7627471089363098,False,10.0,29.0,29.0,74.0,"A:254:2.84,A:251:3.24,A:189:3.31,A:222:3.32,A:226:3.34,A:252:3.35,A:205:3.45,A:257:3.48,A:317:3.56,A:306:3.56,A:192:3.56,A:316:3.59",1.9118632152218833,True,0.9072831759829132,True,2.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1OQ5_CEL,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1OQ5_CEL/default_s5_t200/predictions/pred.model_idx_0.cif,0.0,2.2078328197352826,canonical_symmetry_classes:exact=19;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1OQ5_CEL/default_s5_t200/predictions/scores.model_idx_0.npz,0.8889186382293701,0.9741169214248657,0.8676190376281738,False,10.0,26.0,26.0,74.0,"A:194:2.84,A:195:3.16,A:90:3.21,A:88:3.21,A:197:3.24,A:63:3.29,A:193:3.30,A:92:3.30,A:65:3.34,A:115:3.46,A:126:3.62,A:117:3.76",0.1662634131702706,False,2.2078328197352826,False,0.0,5.0,,,,,,,,,,,,,,,,
astex_diverse,1OWE_675,default_s5_t200,ok,ok,results/posebench_702_predictions/chai1_gpu/astex_diverse/1OWE_675/default_s5_t200/predictions/pred.model_idx_0.cif,0.0,1.30704338735302,canonical_symmetry_classes:exact=20;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1OWE_675/default_s5_t200/predictions/scores.model_idx_0.npz,0.8719452619552612,0.9665699005126953,0.8482890725135803,False,10.0,22.0,22.0,65.0,"A:192:2.77,A:191:2.84,A:194:2.89,A:220:2.93,A:228:3.32,A:45:3.40,A:197:3.40,A:217:3.60,A:93:3.62,A:215:3.83,A:221:3.87,A:218:3.94",0.2965926874422969,True,1.0743093206215248,True,2.0,5.0,,,,,,,,,,,,,,,,
