dataset,mol_id,gpu,pid,log_path,tag,command,start_time
dockgen,3ju4_1_SLB_2,4,3323596,logs/boltz_full_r1_s20_dockgen_3ju4_1_SLB_2.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 3ju4_1_SLB_2 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067083.7177126
astex_diverse,1HNN_SKF,6,3324037,logs/boltz_full_r1_s20_astex_diverse_1HNN_SKF.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HNN_SKF --gpu 6 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067093.7291243
posebusters_benchmark,5SIS_JSM,7,3324496,logs/boltz_full_r1_s20_posebusters_benchmark_5SIS_JSM.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 5SIS_JSM --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067103.7443876
dockgen,4cnl_1_CHT_1,0,3325389,logs/boltz_full_r1_s20_dockgen_4cnl_1_CHT_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 4cnl_1_CHT_1 --gpu 0 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067133.7755425
astex_diverse,1HP0_AD3,1,3325390,logs/boltz_full_r1_s20_astex_diverse_1HP0_AD3.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HP0_AD3 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067133.776649
posebusters_benchmark,6M2B_EZO,2,3325391,logs/boltz_full_r1_s20_posebusters_benchmark_6M2B_EZO.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6M2B_EZO --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067133.7778125
dockgen,1hg0_1_SIN_1,3,3325392,logs/boltz_full_r1_s20_dockgen_1hg0_1_SIN_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 1hg0_1_SIN_1 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067133.7787263
astex_diverse,1HQ2_PH2,4,3327107,logs/boltz_full_r1_s20_astex_diverse_1HQ2_PH2.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HQ2_PH2 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067153.8006577
posebusters_benchmark,6M73_FNR,6,3327407,logs/boltz_full_r1_s20_posebusters_benchmark_6M73_FNR.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6M73_FNR --gpu 6 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067163.8124285
dockgen,1i8t_1_FAD_1,7,3327869,logs/boltz_full_r1_s20_dockgen_1i8t_1_FAD_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 1i8t_1_FAD_1 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067173.8379633
astex_diverse,1HVY_D16,0,3328856,logs/boltz_full_r1_s20_astex_diverse_1HVY_D16.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HVY_D16 --gpu 0 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067213.8826094
posebusters_benchmark,6T88_MWQ,1,3329119,logs/boltz_full_r1_s20_posebusters_benchmark_6T88_MWQ.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6T88_MWQ --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067223.89422
dockgen,1o28_1_UFP_2,2,3329120,logs/boltz_full_r1_s20_dockgen_1o28_1_UFP_2.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 1o28_1_UFP_2 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067223.8963835
astex_diverse,1HWI_115,3,3329765,logs/boltz_full_r1_s20_astex_diverse_1HWI_115.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HWI_115 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067233.9085062
posebusters_benchmark,6TW5_9M2,4,3330407,logs/boltz_full_r1_s20_posebusters_benchmark_6TW5_9M2.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6TW5_9M2 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067243.920293
dockgen,1o72_2_PC_0,6,3330408,logs/boltz_full_r1_s20_dockgen_1o72_2_PC_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 1o72_2_PC_0 --gpu 6 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067243.9210715
astex_diverse,1HWW_SWA,7,3330409,logs/boltz_full_r1_s20_astex_diverse_1HWW_SWA.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 1HWW_SWA --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779067243.922298
