split,case_id,pdb_id,case_dir_exists,manifest_protein_input,has_manifest_protein_input,protein_pdb,ligand_file,has_protein,has_ligand,has_start_conf,has_ligands_sdf,has_required_case_files,ligand_source,ligand_smiles,ligand_scaffold,ligand_heavy_atoms,ligand_rot_bonds,ligand_tpsa,ligand_mol_wt,ligand_rings,ligand_chiral_centers,ligand_error,protein_chains,protein_aa_length,protein_error,max_train_ligand_tanimoto,train_scaffold_exact_match,train_pdb_id_overlap
posebusters_benchmark,7JHQ_VAJ,7jhq,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7JHQ_VAJ_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7JHQ_VAJ/7JHQ_VAJ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7JHQ_VAJ/7JHQ_VAJ_ligand.sdf,True,True,True,True,True,sdf,O=C(O)c1ccc(-c2cccc(C(=O)O)c2)cc1,c1ccc(-c2ccccc2)cc1,18.0,3.0,74.6,242.23,2.0,0.0,,4,960,,1.0,True,True
posebusters_benchmark,7L00_XCJ,7l00,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7L00_XCJ_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7L00_XCJ/7L00_XCJ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7L00_XCJ/7L00_XCJ_ligand.sdf,True,True,True,True,True,sdf,CS(=O)(=O)c1ccc2nc(NC(=O)Cc3csc(-n4cccc4)n3)sc2c1,O=C(Cc1csc(-n2cccc2)n1)Nc1nc2ccccc2s1,27.0,5.0,93.94999999999999,418.5250000000001,4.0,0.0,,4,1251,,1.0,True,True
posebusters_benchmark,7MGT_ZD4,7mgt,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7MGT_ZD4_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7MGT_ZD4/7MGT_ZD4_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7MGT_ZD4/7MGT_ZD4_ligand.sdf,True,True,True,True,True,sdf,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,c1ncc2ncn(C3CCCO3)c2n1,28.0,6.0,232.59999999999994,461.648,3.0,5.0,,1,319,,1.0,True,True
posebusters_benchmark,7MWN_WI5,7mwn,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7MWN_WI5_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7MWN_WI5/7MWN_WI5_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7MWN_WI5/7MWN_WI5_ligand.sdf,True,True,True,True,True,sdf,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,O=C(c1cccc2ccccc12)c1cn2c3c(cccc13)OCC2CN1CCOCC1,32.0,4.0,43.7,426.5160000000002,6.0,1.0,,2,474,,1.0,True,True
posebusters_benchmark,7MWU_ZPM,7mwu,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7MWU_ZPM_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7MWU_ZPM/7MWU_ZPM_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7MWU_ZPM/7MWU_ZPM_ligand.sdf,True,True,True,True,True,sdf,O=C(O)C1CCC1,C1CCC1,7.0,1.0,37.3,100.11699999999999,1.0,0.0,,1,499,,1.0,True,True
posebusters_benchmark,7N4W_P4V,7n4w,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7N4W_P4V_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7N4W_P4V/7N4W_P4V_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7N4W_P4V/7N4W_P4V_ligand.sdf,True,True,True,True,True,sdf,COc1cc2c(cc1OC)[C@H]1Cc3ccc(OC)c(OC)c3CN1CC2,c1ccc2c(c1)CC1c3ccccc3CCN1C2,26.0,4.0,40.16,355.43400000000014,4.0,1.0,,1,183,,1.0,True,True
posebusters_benchmark,7NGW_UAW,7ngw,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7NGW_UAW_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7NGW_UAW/7NGW_UAW_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7NGW_UAW/7NGW_UAW_ligand.sdf,True,True,True,True,True,sdf,CC1CCN(C(=O)Nc2ccc(O)cc2)CC1,O=C(Nc1ccccc1)N1CCCCC1,17.0,1.0,52.57000000000001,234.29899999999998,2.0,0.0,,1,193,,1.0,True,True
posebusters_benchmark,7NLK_UHK,7nlk,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7NLK_UHK_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7NLK_UHK/7NLK_UHK_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7NLK_UHK/7NLK_UHK_ligand.sdf,True,True,True,True,True,sdf,Cc1ccc(NC(=O)[C@@H](S)CC(C)C)cc1,c1ccccc1,16.0,4.0,29.1,237.36800000000002,1.0,1.0,,2,596,,1.0,True,True
posebusters_benchmark,7NLV_UJE,7nlv,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7NLV_UJE_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7NLV_UJE/7NLV_UJE_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7NLV_UJE/7NLV_UJE_ligand.sdf,True,True,True,True,True,sdf,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)N[C@H]1CCNC1,O=C(CCCCC1SCC2NC(=O)NC21)NC1CCNC1,21.0,6.0,82.26,312.43900000000014,3.0,4.0,,4,473,,1.0,True,True
posebusters_benchmark,7NR6_UO8,7nr6,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7NR6_UO8_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7NR6_UO8/7NR6_UO8_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7NR6_UO8/7NR6_UO8_ligand.sdf,True,True,True,True,True,sdf,Nc1nc(=S)c2ncn(C3CCCCC3)c2[nH]1,S=c1nc[nH]c2c1ncn2C1CCCCC1,17.0,1.0,72.52,249.34300000000002,3.0,0.0,,2,306,,1.0,True,True
posebusters_benchmark,7NR8_UOE,7nr8,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7NR8_UOE_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7NR8_UOE/7NR8_UOE_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7NR8_UOE/7NR8_UOE_ligand.sdf,True,True,True,True,True,sdf,C[C@H](C(=O)N[C@H](CO)c1cccc(N2CCN(C)CC2)n1)N1Cc2ccc(-c3nc(NC4CCOCC4)ncc3Cl)cc2C1=O,O=C(CN1Cc2ccc(-c3ccnc(NC4CCOCC4)n3)cc2C1=O)NCc1cccc(N2CCNCC2)n1,45.0,9.0,136.05000000000004,635.1689999999999,6.0,2.0,,1,345,,1.0,True,True
posebusters_benchmark,7OKC_VFE,7okc,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7OKC_VFE_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7OKC_VFE/7OKC_VFE_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7OKC_VFE/7OKC_VFE_ligand.sdf,True,True,True,True,True,sdf,CNC(=O)CN(Cc1ccc(-n2cncn2)cc1)C(=O)CSc1ccccc1Cl,O=C(CSc1ccccc1)NCc1ccc(-n2cncn2)cc1,29.0,8.0,80.12,429.933,3.0,0.0,,1,264,,1.0,True,True
posebusters_benchmark,7OLI_8HG,7oli,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7OLI_8HG_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7OLI_8HG/7OLI_8HG_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7OLI_8HG/7OLI_8HG_ligand.sdf,True,True,True,True,True,sdf,Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,O=c1[nH]cnc2c1[nH]c(=O)n2C1CCCO1,20.0,2.0,159.25,283.244,3.0,3.0,,2,484,,1.0,True,True
posebusters_benchmark,7OU8_1XI,7ou8,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7OU8_1XI_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7OU8_1XI/7OU8_1XI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7OU8_1XI/7OU8_1XI_ligand.sdf,True,True,True,True,True,sdf,CC(=O)N[C@H]1CN2/C(=N/Cc3ccccc3)SC[C@@H]2[C@@H](O)[C@@H]1O,c1ccc(CN=C2SCC3CCCCN23)cc1,23.0,3.0,85.16000000000001,335.42900000000003,3.0,4.0,,2,1422,,1.0,True,True
posebusters_benchmark,7P1F_KFN,7p1f,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7P1F_KFN_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7P1F_KFN/7P1F_KFN_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7P1F_KFN/7P1F_KFN_ligand.sdf,True,True,True,True,True,sdf,O=C(O)C1=C[C@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)CO)O1,C1=COCCC1,17.0,4.0,147.68,250.203,1.0,5.0,,2,767,,1.0,True,True
posebusters_benchmark,7P4C_5OV,7p4c,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7P4C_5OV_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7P4C_5OV/7P4C_5OV_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7P4C_5OV/7P4C_5OV_ligand.sdf,True,True,True,True,True,sdf,O=S1(=O)N[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)[C@@H]2O1,O=S1(=O)NC2CCCCC2O1,16.0,1.0,136.32000000000002,255.248,2.0,6.0,,1,780,,1.0,True,True
posebusters_benchmark,7P4V_DAT,7p4v,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7P4V_DAT_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7P4V_DAT/7P4V_DAT_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7P4V_DAT/7P4V_DAT_ligand.sdf,True,True,True,True,True,sdf,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O1,c1ncc2ncn(C3CCCO3)c2n1,26.0,6.0,212.37,411.2040000000002,3.0,4.0,,1,113,,1.0,True,True
posebusters_benchmark,7POM_7VZ,7pom,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7POM_7VZ_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7POM_7VZ/7POM_7VZ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7POM_7VZ/7POM_7VZ_ligand.sdf,True,True,True,True,True,sdf,COC(=O)c1cc(S(N)(=O)=O)c(SC2CCCCC2)cc1Cl,c1ccc(SC2CCCCC2)cc1,22.0,4.0,86.46000000000001,363.8880000000002,2.0,0.0,,4,992,,1.0,True,True
posebusters_benchmark,7PRI_7TI,7pri,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7PRI_7TI_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7PRI_7TI/7PRI_7TI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7PRI_7TI/7PRI_7TI_ligand.sdf,True,True,True,True,True,sdf,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,c1ccccc1,20.0,3.0,146.34,380.66200000000003,1.0,0.0,,2,554,,1.0,True,True
posebusters_benchmark,7QHL_D5P,7qhl,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7QHL_D5P_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7QHL_D5P/7QHL_D5P_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7QHL_D5P/7QHL_D5P_ligand.sdf,True,True,True,True,True,sdf,NCCSc1nc(NCc2ccc(-n3cccn3)cc2)c2[nH]nc(C3CCC3)c2n1,c1cnn(-c2ccc(CNc3ncnc4c(C5CCC5)n[nH]c34)cc2)c1,30.0,8.0,110.32999999999998,420.5460000000001,5.0,0.0,,4,1084,,1.0,True,True
posebusters_benchmark,7QK0_EBL,7qk0,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7QK0_EBL_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7QK0_EBL/7QK0_EBL_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7QK0_EBL/7QK0_EBL_ligand.sdf,True,True,True,True,True,sdf,C[C@H]1C[C@@H](O)CN(c2ncc(Cl)c(Nc3ccc4c(c3)c3c(c(=O)n4C)OCC(F)(F)[C@H](C4CC4)N3)n2)C1,O=c1[nH]c2ccc(Nc3ccnc(N4CCCCC4)n3)cc2c2c1OCCC(C1CC1)N2,38.0,4.0,104.54,547.0060000000001,6.0,3.0,,1,131,,1.0,True,True
posebusters_benchmark,7R7R_AWJ,7r7r,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7R7R_AWJ_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7R7R_AWJ/7R7R_AWJ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7R7R_AWJ/7R7R_AWJ_ligand.sdf,True,True,True,True,True,sdf,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2N2NC=CN2)c1,C1=CNN(c2ccccc2COc2cncc(-c3cncs3)c2)N1,33.0,7.0,128.79,472.54600000000016,4.0,2.0,,1,291,,1.0,True,True
posebusters_benchmark,7R9N_F97,7r9n,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7R9N_F97_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7R9N_F97/7R9N_F97_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7R9N_F97/7R9N_F97_ligand.sdf,True,True,True,True,True,sdf,CC(C)n1ncc2cnc(Nc3cc([C@@H]4CCNC4)nc(N4CCC(F)(F)C4)n3)cc21,c1c(Nc2cc3[nH]ncc3cn2)nc(N2CCCC2)nc1C1CCNC1,31.0,5.0,83.79,428.49100000000016,5.0,1.0,,2,577,,1.0,True,True
posebusters_benchmark,7RH3_59O,7rh3,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7RH3_59O_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7RH3_59O/7RH3_59O_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7RH3_59O/7RH3_59O_ligand.sdf,True,True,True,True,True,sdf,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OC(=O)c2ccc(C)cc2)[C@@H]1OC(=O)c1ccc(Cl)cc1[N+](=O)[O-],O=C(OC1CCOCC1OC(=O)c1ccccc1)c1ccccc1,34.0,7.0,154.66000000000003,495.86800000000017,3.0,5.0,,1,138,,1.0,True,True
posebusters_benchmark,7ROR_69X,7ror,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7ROR_69X_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7ROR_69X/7ROR_69X_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ROR_69X/7ROR_69X_ligand.sdf,True,True,True,True,True,sdf,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OC(=O)[C@@H](N)Cc2ccc(O)cc2)[C@@H](O)[C@H]1O,O=C(CCc1ccccc1)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1,35.0,8.0,238.38999999999993,510.40000000000015,4.0,6.0,,2,718,,1.0,True,True
posebusters_benchmark,7RSV_7IQ,7rsv,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7RSV_7IQ_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7RSV_7IQ/7RSV_7IQ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7RSV_7IQ/7RSV_7IQ_ligand.sdf,True,True,True,True,True,sdf,C[C@@H]1COCCN1c1cc2n(n1)[C@@H]1CCC[C@@H]1NC2=O,O=C1NC2CCCC2n2nc(N3CCOCC3)cc21,20.0,1.0,59.39,276.34000000000003,4.0,3.0,,2,1063,,1.0,True,True
posebusters_benchmark,7SCW_GSP,7scw,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7SCW_GSP_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7SCW_GSP/7SCW_GSP_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7SCW_GSP/7SCW_GSP_ligand.sdf,True,True,True,True,True,sdf,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(O)(O)=S)[C@@H](O)[C@H]2O)c(=O)[nH]1,O=c1[nH]cnc2c1ncn2C1CCCO1,32.0,8.0,282.03,539.2490000000001,3.0,6.0,,2,257,,1.0,True,True
posebusters_benchmark,7SDD_4IP,7sdd,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7SDD_4IP_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7SDD_4IP/7SDD_4IP_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7SDD_4IP/7SDD_4IP_ligand.sdf,True,True,True,True,True,sdf,O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,C1CCCCC1,28.0,8.0,307.5,500.07200000000006,1.0,6.0,,1,288,,1.0,True,True
posebusters_benchmark,7SFO_98L,7sfo,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7SFO_98L_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7SFO_98L/7SFO_98L_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7SFO_98L/7SFO_98L_ligand.sdf,True,True,True,True,True,sdf,Oc1cccc(CNc2nc(Cl)nc3scc(-c4ccccc4)c23)c1,c1ccc(CNc2ncnc3scc(-c4ccccc4)c23)cc1,25.0,4.0,58.040000000000006,367.8610000000001,4.0,0.0,,4,466,,1.0,True,True
