dataset,mol_id,failure_class,gpu,pid,source_tag,target_tag,runner_extra_args,log_path,command,start_time,status,exit_code,elapsed_sec
dockgen,1pj4_1_FUM_1,cuda_oom,5,759747,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_dockgen_1pj4_1_FUM_1.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 1pj4_1_FUM_1 --gpu 5 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120534.6078374,finished,0,60.064
dockgen,1v97_1_MTE_1,cuda_oom,7,759748,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_dockgen_1v97_1_MTE_1.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 1v97_1_MTE_1 --gpu 7 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120534.6095479,finished,0,60.062
dockgen,3uni_1_SAL_0,cuda_oom,6,759749,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_dockgen_3uni_1_SAL_0.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3uni_1_SAL_0 --gpu 6 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120534.6113322,finished,0,60.06
dockgen,4bc9_1_CNV-FAD_0,cuda_oom,3,763402,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_dockgen_4bc9_1_CNV-FAD_0.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 4bc9_1_CNV-FAD_0 --gpu 3 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120594.6738284,finished,0,60.071
dockgen,4tvd_1_BGC_4,cuda_oom,4,763403,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_dockgen_4tvd_1_BGC_4.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 4tvd_1_BGC_4 --gpu 4 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120594.675884,finished,0,60.069
dockgen,4tvd_1_GLC_0,cuda_oom,5,763404,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_dockgen_4tvd_1_GLC_0.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 4tvd_1_GLC_0 --gpu 5 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120594.677666,finished,0,60.068
dockgen,5dnc_1_ASN_2,cuda_oom,7,763405,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_dockgen_5dnc_1_ASN_2.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5dnc_1_ASN_2 --gpu 7 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120594.6794074,finished,0,70.082
posebusters_benchmark,6TW5_9M2,cuda_oom,6,763406,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_6TW5_9M2.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6TW5_9M2 --gpu 6 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120594.6813776,finished,0,120.123
posebusters_benchmark,6XHT_V2V,cuda_oom,2,766928,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_6XHT_V2V.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6XHT_V2V --gpu 2 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120634.7256577,finished,0,190.199
posebusters_benchmark,7A9H_TPP,cuda_oom,3,767741,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7A9H_TPP.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7A9H_TPP --gpu 3 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120654.7473905,finished,0,60.057
posebusters_benchmark,7CIJ_G0C,cuda_oom,4,767742,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7CIJ_G0C.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7CIJ_G0C --gpu 4 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120654.7490704,finished,0,60.055
posebusters_benchmark,7ECR_SIN,cuda_oom,5,767743,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7ECR_SIN.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7ECR_SIN --gpu 5 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120654.7509847,finished,0,290.303
posebusters_benchmark,7K0V_VQP,cuda_oom,7,769801,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7K0V_VQP.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7K0V_VQP --gpu 7 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120664.76351,finished,0,190.193
posebusters_benchmark,7KB1_WBJ,cuda_oom,6,770849,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7KB1_WBJ.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7KB1_WBJ --gpu 6 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120714.805902,finished,0,290.314
posebusters_benchmark,7KRU_ATP,cuda_oom,3,770850,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7KRU_ATP.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7KRU_ATP --gpu 3 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120714.8070593,finished,0,60.063
posebusters_benchmark,7L00_XCJ,cuda_oom,4,770851,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7L00_XCJ.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7L00_XCJ --gpu 4 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120714.8082845,finished,0,190.201
posebusters_benchmark,7LJN_GTP,cuda_oom,1,772849,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7LJN_GTP.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LJN_GTP --gpu 1 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120724.8198843,finished,0,90.093
posebusters_benchmark,7LOU_IFM,cuda_oom,3,773839,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7LOU_IFM.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LOU_IFM --gpu 3 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120774.872706,finished,0,180.193
posebusters_benchmark,7MFP_Z7P,cuda_oom,1,774704,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7MFP_Z7P.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MFP_Z7P --gpu 1 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120814.9148078,finished,0,190.205
posebusters_benchmark,7MGY_ZD1,cuda_oom,2,775411,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7MGY_ZD1.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MGY_ZD1 --gpu 2 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120824.9264398,finished,0,190.207
posebusters_benchmark,7NF0_BYN,cuda_oom,7,776201,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7NF0_BYN.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7NF0_BYN --gpu 7 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120854.9588084,finished,0,50.051
posebusters_benchmark,7OPG_06N,cuda_oom,4,777196,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7OPG_06N.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7OPG_06N --gpu 4 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120905.0116184,finished,0,90.097
posebusters_benchmark,7OU8_1XI,cuda_oom,7,777197,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7OU8_1XI.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7OU8_1XI --gpu 7 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120905.013413,finished,0,180.193
posebusters_benchmark,7PT3_3KK,cuda_oom,5,778710,default_s5_t200,oracle_pocket_crop_s5_t200,--pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,logs/chai_retry_oracle_pocket_crop_s5_t200_cuda_oom_posebusters_benchmark_7PT3_3KK.log,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7PT3_3KK --gpu 5 --tag oracle_pocket_crop_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1 --overwrite --pocket-chain-crop --chain-ligand-cutoff 12 --max-total-aa 1280 --ligand-sanitize-fallback,1779120945.0558949,finished,0,70.077
