dataset,mol_id,pdb_id,case_dir_exists,manifest_protein_input,has_manifest_protein_input,protein_pdb,ligand_file,has_protein,has_ligand,has_start_conf,has_ligands_sdf,has_required_case_files,ligand_source,ligand_smiles,ligand_scaffold,ligand_heavy_atoms,ligand_rot_bonds,ligand_tpsa,ligand_mol_wt,ligand_rings,ligand_chiral_centers,ligand_error,protein_chains,protein_aa_length,protein_error,max_train_ligand_tanimoto,train_scaffold_exact_match,train_pdb_id_overlap,public_prediction_runs,public_prediction_rows,any_public_success,best_public_median_rmsd,has_public_prediction,vina_cpu_full_status,vina_cpu_full_output_path,vina_cpu_full_attempted,vina_cpu_full_done,diffdock_l_gpu_status,diffdock_l_gpu_output_path,diffdock_l_gpu_attempted,diffdock_l_gpu_done,boltz1_gpu_status,boltz1_gpu_output_path,boltz1_gpu_attempted,boltz1_gpu_done,chai1_gpu_status,chai1_gpu_output_path,chai1_gpu_attempted,chai1_gpu_done,full_external_done,full_external_all_ok,external_denominator
posebusters_benchmark,7CUO_PHB,7cuo,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7CUO_PHB_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7CUO_PHB/7CUO_PHB_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7CUO_PHB/7CUO_PHB_ligand.sdf,True,True,True,True,True,sdf,O=C(O)c1ccc(O)cc1,c1ccccc1,10.0,1.0,57.53,138.122,1.0,0.0,,2,480,,1.0,True,False,8,38,False,2.560649067521747,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7CUO_PHB/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7CUO_PHB/default_s10_t20/predictions/7CUO_PHB/rank1_confidence0.16.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7CUO_PHB/full_r1_s20/boltz_results_7CUO_PHB_boltz1/predictions/7CUO_PHB_boltz1/7CUO_PHB_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CUO_PHB/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CUO_PHB/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CUO_PHB/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CUO_PHB/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CUO_PHB/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7D0P_1VU,7d0p,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7D0P_1VU_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7D0P_1VU/7D0P_1VU_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7D0P_1VU/7D0P_1VU_ligand.sdf,True,True,True,True,True,sdf,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,52.0,20.0,363.63,823.6049999999997,3.0,7.0,,2,303,,0.8369565217391305,True,False,0,0,,,False,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7D0P_1VU/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7D0P_1VU/default_s10_t20/predictions/7D0P_1VU/rank1_confidence-1.77.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7D0P_1VU/full_r1_s20/boltz_results_7D0P_1VU_boltz1/predictions/7D0P_1VU_boltz1/7D0P_1VU_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D0P_1VU/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D0P_1VU/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D0P_1VU/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D0P_1VU/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D0P_1VU/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7D5C_GV6,7d5c,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7D5C_GV6_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7D5C_GV6/7D5C_GV6_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7D5C_GV6/7D5C_GV6_ligand.sdf,True,True,True,True,True,sdf,CC[C@H](C)[C@H](N)C(=O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,c1ncc2ncn(C3CCCO3)c2n1,31.0,8.0,218.16,460.3840000000002,3.0,7.0,,1,919,,1.0,True,False,7,34,True,0.2673450760298748,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7D5C_GV6/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7D5C_GV6/default_s10_t20/predictions/7D5C_GV6/rank1_confidence-0.18.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7D5C_GV6/full_r1_s20/boltz_results_7D5C_GV6_boltz1/predictions/7D5C_GV6_boltz1/7D5C_GV6_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D5C_GV6/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D5C_GV6/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D5C_GV6/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D5C_GV6/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D5C_GV6/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7D6O_MTE,7d6o,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7D6O_MTE_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7D6O_MTE/7D6O_MTE_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7D6O_MTE/7D6O_MTE_ligand.sdf,True,True,True,True,True,sdf,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C(S)[C@@H](COP(=O)(O)O)O[C@H]1N2,O=c1[nH]cnc2c1NC1C=CCOC1N2,24.0,3.0,171.82,395.3590000000001,3.0,3.0,,2,2573,,0.3698630136986301,False,False,3,14,True,0.7955374684765013,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7D6O_MTE/vina_poses.pdbqt,True,True,failed_no_predictions,,True,False,failed_no_prediction_cif,,True,False,exception,,True,False,True,False,PoseBench_702_frozen_manifest
posebusters_benchmark,7D8Q_GZF,7d8q,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7D8Q_GZF_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7D8Q_GZF/7D8Q_GZF_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7D8Q_GZF/7D8Q_GZF_ligand.sdf,True,True,True,True,True,sdf,Nc1nc(O)c2ncn([C@H]3O[C@H](CO[P@@](=O)(O)OP(O)(O)=S)[C@H](O)[C@@H]3O)c2n1,c1ncc2ncn(C3CCCO3)c2n1,28.0,6.0,235.76,459.27000000000015,3.0,5.0,,1,174,,0.7230769230769231,True,False,0,0,,,False,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7D8Q_GZF/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7D8Q_GZF/default_s10_t20/predictions/7D8Q_GZF/rank1_confidence-2.21.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7D8Q_GZF/full_r1_s20/boltz_results_7D8Q_GZF_boltz1/predictions/7D8Q_GZF_boltz1/7D8Q_GZF_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D8Q_GZF/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D8Q_GZF/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D8Q_GZF/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D8Q_GZF/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D8Q_GZF/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7D9L_GSF,7d9l,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7D9L_GSF_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7D9L_GSF/7D9L_GSF_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7D9L_GSF/7D9L_GSF_ligand.sdf,True,True,True,True,True,sdf,N[C@@H](CCC(=O)N[C@@H](C[S@](=O)O)C(=O)NCC(=O)O)C(=O)O,,22.0,10.0,196.12,339.32600000000014,0.0,3.0,,1,215,,0.6976744186046512,False,False,0,0,,,False,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7D9L_GSF/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7D9L_GSF/default_s10_t20/predictions/7D9L_GSF/rank1_confidence-0.12.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7D9L_GSF/full_r1_s20/boltz_results_7D9L_GSF_boltz1/predictions/7D9L_GSF_boltz1/7D9L_GSF_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D9L_GSF/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D9L_GSF/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D9L_GSF/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D9L_GSF/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D9L_GSF/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7DIN_MPO,7din,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7DIN_MPO_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7DIN_MPO/7DIN_MPO_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7DIN_MPO/7DIN_MPO_ligand.sdf,True,True,True,True,True,sdf,O=S(=O)(O)CCCN1CCOCC1,C1COCCN1,13.0,4.0,66.84,209.2669999999999,1.0,0.0,,1,106,,0.5555555555555556,False,False,0,0,,,False,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7DIN_MPO/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7DIN_MPO/default_s10_t20/predictions/7DIN_MPO/rank1_confidence0.14.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7DIN_MPO/full_r1_s20/boltz_results_7DIN_MPO_boltz1/predictions/7DIN_MPO_boltz1/7DIN_MPO_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DIN_MPO/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DIN_MPO/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DIN_MPO/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DIN_MPO/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DIN_MPO/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7DKT_GLF,7dkt,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7DKT_GLF_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7DKT_GLF/7DKT_GLF_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7DKT_GLF/7DKT_GLF_ligand.sdf,True,True,True,True,True,sdf,OC[C@H]1O[C@H](F)[C@H](O)[C@@H](O)[C@@H]1O,C1CCOCC1,12.0,1.0,90.15,182.147,1.0,5.0,,1,769,,0.6086956521739131,True,False,7,34,True,0.3690328587447653,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7DKT_GLF/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7DKT_GLF/default_s10_t20/predictions/7DKT_GLF/rank1_confidence-0.22.sdf,True,True,failed_nonzero,,True,False,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DKT_GLF/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DKT_GLF/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DKT_GLF/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DKT_GLF/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DKT_GLF/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,False,PoseBench_702_frozen_manifest
posebusters_benchmark,7DQL_4CL,7dql,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7DQL_4CL_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7DQL_4CL/7DQL_4CL_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7DQL_4CL/7DQL_4CL_ligand.sdf,True,True,True,True,True,sdf,Oc1ccc(Cl)cc1O,c1ccccc1,9.0,0.0,40.46,144.557,1.0,0.0,,2,373,,0.4,True,False,8,40,False,2.5062530039882245,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7DQL_4CL/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7DQL_4CL/default_s10_t20/predictions/7DQL_4CL/rank1_confidence0.02.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7DQL_4CL/full_r1_s20/boltz_results_7DQL_4CL_boltz1/predictions/7DQL_4CL_boltz1/7DQL_4CL_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DQL_4CL/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DQL_4CL/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DQL_4CL/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DQL_4CL/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DQL_4CL/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7DUA_HJ0,7dua,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7DUA_HJ0_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7DUA_HJ0/7DUA_HJ0_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7DUA_HJ0/7DUA_HJ0_ligand.sdf,True,True,True,True,True,sdf,Cc1cc(NC(=O)c2cn(C3(C)CC3)c3ncnc(N)c23)n[nH]1,O=C(Nc1cc[nH]n1)c1cn(C2CC2)c2ncncc12,23.0,3.0,114.51,311.34900000000005,4.0,0.0,,2,561,,1.0,True,True,8,40,True,0.5398606358005331,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7DUA_HJ0/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7DUA_HJ0/default_s10_t20/predictions/7DUA_HJ0/rank1_confidence0.58.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7DUA_HJ0/full_r1_s20/boltz_results_7DUA_HJ0_boltz1/predictions/7DUA_HJ0_boltz1/7DUA_HJ0_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DUA_HJ0/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DUA_HJ0/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DUA_HJ0/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DUA_HJ0/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7DUA_HJ0/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7E2S_BLA,7e2s,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7E2S_BLA_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7E2S_BLA/7E2S_BLA_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7E2S_BLA/7E2S_BLA_ligand.sdf,True,True,True,True,True,sdf,C=CC1=C(C)/C(=C/c2[nH]c(/C=C3N=C(/C=C4\NC(=O)C(C)=C4C=C)C(C)=C\3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,O=C1C=CC(=CC2=NC(=Cc3ccc(C=C4C=CC(=O)N4)[nH]3)C=C2)N1,43.0,11.0,160.95,582.6570000000003,4.0,0.0,,1,233,,1.0,True,False,0,0,,,False,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7E2S_BLA/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7E2S_BLA/default_s10_t20/predictions/7E2S_BLA/rank1_confidence-1.49.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7E2S_BLA/full_r1_s20/boltz_results_7E2S_BLA_boltz1/predictions/7E2S_BLA_boltz1/7E2S_BLA_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E2S_BLA/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E2S_BLA/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E2S_BLA/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E2S_BLA/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E2S_BLA/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7E4L_MDN,7e4l,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7E4L_MDN_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7E4L_MDN/7E4L_MDN_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7E4L_MDN/7E4L_MDN_ligand.sdf,True,True,True,True,True,sdf,O=P(O)(O)CP(=O)(O)O,,9.0,2.0,115.06,176.001,0.0,0.0,,2,555,,0.3333333333333333,False,False,8,40,True,0.6963998771459462,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7E4L_MDN/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7E4L_MDN/default_s10_t20/predictions/7E4L_MDN/rank1_confidence-0.55.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7E4L_MDN/full_r1_s20/boltz_results_7E4L_MDN_boltz1/predictions/7E4L_MDN_boltz1/7E4L_MDN_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E4L_MDN/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E4L_MDN/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E4L_MDN/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E4L_MDN/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7E4L_MDN/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7EBG_J0L,7ebg,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7EBG_J0L_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7EBG_J0L/7EBG_J0L_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7EBG_J0L/7EBG_J0L_ligand.sdf,True,True,True,True,True,sdf,CNc1cccc2c1NC(=O)C2(C)C,O=C1Cc2ccccc2N1,14.0,1.0,41.13,190.246,2.0,0.0,,2,686,,0.2962962962962963,False,False,8,38,True,0.1831104400826283,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7EBG_J0L/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7EBG_J0L/default_s10_t20/predictions/7EBG_J0L/rank1_confidence1.05.sdf,True,True,ok,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/7EBG_J0L/full_r1_s20/boltz_results_7EBG_J0L_boltz1/predictions/7EBG_J0L_boltz1/7EBG_J0L_boltz1_model_0.cif,True,True,ok,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7EBG_J0L/default_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7EBG_J0L/default_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7EBG_J0L/default_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7EBG_J0L/default_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7EBG_J0L/default_s5_t200/predictions/pred.model_idx_4.cif,True,True,True,True,PoseBench_702_frozen_manifest
posebusters_benchmark,7ECR_SIN,7ecr,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7ECR_SIN_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7ECR_SIN/7ECR_SIN_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ECR_SIN/7ECR_SIN_ligand.sdf,True,True,True,True,True,sdf,O=C(O)CCC(=O)O,,8.0,3.0,74.6,118.088,0.0,0.0,,3,1380,,1.0,False,False,4,20,False,2.5130858478671194,True,ok,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ECR_SIN/vina_poses.pdbqt,True,True,ok,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/7ECR_SIN/default_s10_t20/predictions/7ECR_SIN/rank1_confidence0.05.sdf,True,True,failed_nonzero,,True,False,exception,,True,False,True,False,PoseBench_702_frozen_manifest
