chai1_import_ok,chai_lab_import_ok,chai_lab_source_tree,chai_lab_version,chain_ligand_cutoff,crop_candidate_chains,dataset,device,gpu,gpu_blocker_d_state_boltz_predict_count,gpu_blocker_preview,input_fasta,ligand_file,ligand_heavy_atoms,ligand_sanitize_mode,ligand_smiles,max_total_aa,method,min_window_aa,mol_id,n_prediction_cif,n_protein_chains,n_score_npz,output_dir,pocket_chain_crop,pocket_residue_window_crop,prediction_cifs,protein_lengths,protein_pdb,residue_ligand_cutoff,residue_window_aa,residue_windows,runtime_sec,score_npz,selected_chain_ids,selected_total_aa,status,tag,use_esm_embeddings,status_json,exception,exception_type,failure_class,rescue_recommendation
True,True,True,0.6.1,12.0,C:354:2.466;B:355:3.431;D:356:7.929,dockgen,cuda:0,3,0,,results/posebench_702_predictions/chai1_gpu/dockgen/5dnc_1_ASN_2/oracle_pocket_window_s1_t100_noesm_aa768/inputs/5dnc_1_ASN_2_chai.fasta,external/PoseBench/data/dockgen_set/5dnc_1_ASN_2/5dnc_1_ASN_2_ligand.pdb,9,sanitized,NC(O)C[C@H](N)C(O)O,768,chai1_gpu,96,5dnc_1_ASN_2,1.0,2,1.0,results/posebench_702_predictions/chai1_gpu/dockgen/5dnc_1_ASN_2/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/5dnc_1_ASN_2/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,B:355;C:354,external/PoseBench/data/dockgen_set/5dnc_1_ASN_2/5dnc_1_ASN_2_protein_processed.pdb,8.0,512,B:0-355:355:3.431;C:0-354:354:2.466,89.707,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/5dnc_1_ASN_2/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,B;C,709,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/dockgen/5dnc_1_ASN_2/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,A:545:2.698;B:546:5.576,posebusters_benchmark,cuda:0,4,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7A9H_TPP/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7A9H_TPP_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7A9H_TPP/7A9H_TPP_ligand.sdf,26,sanitized,Cc1ncc(C[n+]2csc(CCO[P@](=O)(O)OP(=O)(O)O)c2C)c(N)n1,768,chai1_gpu,96,7A9H_TPP,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7A9H_TPP/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7A9H_TPP/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,A:512,external/PoseBench/data/posebusters_benchmark_set/7A9H_TPP/7A9H_TPP_protein.pdb,8.0,512,A:0-512:512:2.698,93.295,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7A9H_TPP/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,A,512,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7A9H_TPP/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,A:584:2.751;B:466:2.790;D:586:2.798;C:265:10.914;E:466:13.189;F:265:37.645,posebusters_benchmark,cuda:0,5,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7B2C_TP7/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7B2C_TP7_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7B2C_TP7/7B2C_TP7_ligand.sdf,21,sanitized,C[C@@H](OP(=O)(O)O)[C@H](NC(=O)CCCCCCS)C(=O)O,768,chai1_gpu,96,7B2C_TP7,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7B2C_TP7/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7B2C_TP7/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,A:512,external/PoseBench/data/posebusters_benchmark_set/7B2C_TP7/7B2C_TP7_protein.pdb,8.0,512,A:72-584:512:2.751,93.941,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7B2C_TP7/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,A,512,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7B2C_TP7/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,B:523:2.645;A:518:2.696,posebusters_benchmark,cuda:0,6,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CIJ_G0C/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7CIJ_G0C_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7CIJ_G0C/7CIJ_G0C_ligand.sdf,21,sanitized,CSCCC/N=C/c1c(COP(=O)(O)O)cnc(C)c1O,768,chai1_gpu,96,7CIJ_G0C,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CIJ_G0C/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CIJ_G0C/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,B:512,external/PoseBench/data/posebusters_benchmark_set/7CIJ_G0C/7CIJ_G0C_protein.pdb,8.0,512,B:11-523:512:2.645,92.057,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CIJ_G0C/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,B,512,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CIJ_G0C/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,B:1288:2.570;A:1285:15.253,posebusters_benchmark,cuda:0,7,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D6O_MTE/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7D6O_MTE_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7D6O_MTE/7D6O_MTE_ligand.sdf,24,sanitized,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C(S)[C@@H](COP(=O)(O)O)O[C@H]1N2,768,chai1_gpu,96,7D6O_MTE,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D6O_MTE/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D6O_MTE/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,B:512,external/PoseBench/data/posebusters_benchmark_set/7D6O_MTE/7D6O_MTE_protein.pdb,8.0,512,B:410-922:512:2.570,85.908,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D6O_MTE/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,B,512,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7D6O_MTE/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,G:421:2.586;E:419:2.590;H:425:9.682;F:432:9.800;C:425:28.068;D:425:41.214;A:422:54.594;B:436:62.246,posebusters_benchmark,cuda:0,1,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7FRX_O88/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7FRX_O88_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7FRX_O88/7FRX_O88_ligand.sdf,30,sanitized,O=S(=O)(NCc1ccc(S(=O)(=O)c2ccc(O)c(O)c2)cc1)c1ccc(O)c(O)c1,768,chai1_gpu,96,7FRX_O88,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7FRX_O88/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7FRX_O88/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,G:421,external/PoseBench/data/posebusters_benchmark_set/7FRX_O88/7FRX_O88_protein.pdb,8.0,512,G:0-421:421:2.586,74.35,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7FRX_O88/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,G,421,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7FRX_O88/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,A:538:2.592;B:541:3.561,posebusters_benchmark,cuda:0,2,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KRU_ATP/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7KRU_ATP_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7KRU_ATP/7KRU_ATP_ligand.sdf,31,sanitized,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,768,chai1_gpu,96,7KRU_ATP,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KRU_ATP/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KRU_ATP/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,A:512,external/PoseBench/data/posebusters_benchmark_set/7KRU_ATP/7KRU_ATP_protein.pdb,8.0,512,A:0-512:512:2.592,92.648,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KRU_ATP/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,A,512,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KRU_ATP/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,D:1017:2.772;C:1008:8.846;A:1011:34.200;B:1011:48.534,posebusters_benchmark,cuda:0,3,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7M31_TDR/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7M31_TDR_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7M31_TDR/7M31_TDR_ligand.sdf,9,sanitized,Cc1c[nH]c(=O)[nH]c1=O,768,chai1_gpu,96,7M31_TDR,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7M31_TDR/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7M31_TDR/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,D:512,external/PoseBench/data/posebusters_benchmark_set/7M31_TDR/7M31_TDR_protein.pdb,8.0,512,D:399-911:512:2.772,93.138,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7M31_TDR/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,D,512,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7M31_TDR/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,B:497:2.517;A:497:10.673,posebusters_benchmark,cuda:0,4,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7NF0_BYN/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7NF0_BYN_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7NF0_BYN/7NF0_BYN_ligand.sdf,37,sanitized,Cc1cc2c3c(c1C)C(C)(C)C[C@@H](O)N3c1c(nc(O)[nH]c1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,768,chai1_gpu,96,7NF0_BYN,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7NF0_BYN/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7NF0_BYN/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,B:497,external/PoseBench/data/posebusters_benchmark_set/7NF0_BYN/7NF0_BYN_protein.pdb,8.0,512,B:0-497:497:2.517,86.296,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7NF0_BYN/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,B,497,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7NF0_BYN/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,A:574:2.679;B:572:2.935,posebusters_benchmark,cuda:0,5,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PT3_3KK/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7PT3_3KK_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7PT3_3KK/7PT3_3KK_ligand.sdf,54,sanitized,CC(C)(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,768,chai1_gpu,96,7PT3_3KK,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PT3_3KK/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PT3_3KK/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,A:512,external/PoseBench/data/posebusters_benchmark_set/7PT3_3KK/7PT3_3KK_protein.pdb,8.0,512,A:62-574:512:2.679,92.689,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PT3_3KK/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,A,512,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PT3_3KK/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,A:542:2.683;C:246:2.888;B:442:3.025;a:542:4.732;b:442:22.457;c:246:52.750,posebusters_benchmark,cuda:0,6,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7SUC_COM/oracle_pocket_window_s1_t100_noesm_aa768/inputs/7SUC_COM_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/7SUC_COM/7SUC_COM_ligand.sdf,7,sanitized,O=S(=O)(O)CCS,768,chai1_gpu,96,7SUC_COM,1.0,1,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7SUC_COM/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7SUC_COM/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,A:512,external/PoseBench/data/posebusters_benchmark_set/7SUC_COM/7SUC_COM_protein.pdb,8.0,512,A:30-542:512:2.683,91.094,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7SUC_COM/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,A,512,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7SUC_COM/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,D:341:2.986;A:334:3.123;F:34:10.304;B:505:10.781;E:82:15.258;J:36:16.337;X:38:16.604;L:37:16.805;C:442:18.137;H:65:18.726;M:32:22.446;V:137:23.052;R:34:23.490;T:29:24.474;K:37:24.948;O:244:31.760;Y:27:32.269;U:97:33.900;m:31:35.994;I:35:37.744,posebusters_benchmark,cuda:0,7,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8F4J_PHO/oracle_pocket_window_s1_t100_noesm_aa768/inputs/8F4J_PHO_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/8F4J_PHO/8F4J_PHO_ligand.sdf,64,sanitized,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]3C,768,chai1_gpu,96,8F4J_PHO,1.0,3,1.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8F4J_PHO/oracle_pocket_window_s1_t100_noesm_aa768,True,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8F4J_PHO/oracle_pocket_window_s1_t100_noesm_aa768/predictions/pred.model_idx_0.cif,A:256;D:256;F:34,external/PoseBench/data/posebusters_benchmark_set/8F4J_PHO/8F4J_PHO_protein.pdb,8.0,512,A:78-334:256:3.123;D:18-274:256:2.986;F:0-34:34:10.304,88.039,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8F4J_PHO/oracle_pocket_window_s1_t100_noesm_aa768/predictions/scores.model_idx_0.npz,A;D;F,546,ok,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8F4J_PHO/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,A:533:2.591;B:533:2.733,posebusters_benchmark,,1,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8FV9_80J/oracle_pocket_window_s1_t100_noesm_aa768/inputs/8FV9_80J_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/8FV9_80J/8FV9_80J_ligand.sdf,29,sanitized,Nc1ccn([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2F)c(=O)n1,768,chai1_gpu,96,8FV9_80J,,1,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8FV9_80J/oracle_pocket_window_s1_t100_noesm_aa768,True,True,,A:512,external/PoseBench/data/posebusters_benchmark_set/8FV9_80J/8FV9_80J_protein.pdb,8.0,512,A:0-512:512:2.591,33.236,,A,512,exception,oracle_pocket_window_s1_t100_noesm_aa768,False,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8FV9_80J/oracle_pocket_window_s1_t100_noesm_aa768/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 83278, in forward_768
    _30923 = torch.mul(element6875, CONSTANTS.c0)
    _30924 = torch.reshape(x4173, [_30920, _30922, int(_30923), 1, 1])
    _30925 = torch.masked_fill(v542, _30924, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o192 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_30909, 15), _30925])
    x4174 = torch.mul(g_sigm22, o192)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.49 GiB is free. Process 835637 has 9.67 GiB memory in use. Including non-PyTorch memory, this process has 12.33 GiB memory in use. Of the allocated memory 11.83 GiB is allocated by PyTorch, and 90.04 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
