dataset,mol_id,tag,status,runtime_sec,prediction_cif,model_idx,top_rmsd_approx,top_pocket_rmsd_approx,score_npz,chai_aggregate_score,chai_ptm,chai_iptm,chai_has_inter_chain_clashes,matched_ca,matched_chains,receptor_ca_rmsd_after_fit,pred_ligand_heavy_atoms,native_ligand_heavy_atoms,pocket_cutoff_a,pocket_matched_ca,pocket_matched_residues_preview,metric_status,n_samples_eval,score_ranked_prediction_cif,score_ranked_model_idx,score_ranked_top_rmsd_approx,score_ranked_top_pocket_rmsd_approx,score_ranked_score_npz,score_ranked_chai_aggregate_score,score_ranked_chai_ptm,score_ranked_chai_iptm,score_ranked_chai_has_inter_chain_clashes,score_ranked_matched_ca,score_ranked_matched_chains,score_ranked_receptor_ca_rmsd_after_fit,score_ranked_pred_ligand_heavy_atoms,score_ranked_native_ligand_heavy_atoms,score_ranked_pocket_cutoff_a,score_ranked_pocket_matched_ca,score_ranked_pocket_matched_residues_preview,score_ranked_pocket_ca_rmsd_after_fit,score_ranked_pocket_success_2a_approx,score_ranked_success_2a_approx,oracle_best_pocket_rmsd_approx,oracle_best_pocket_success_2a_approx,oracle_best_model_idx,exception_type
astex_diverse,1U1C_BAU,oracle_pocket_crop_s5_t200,ok,180.069,results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,44.9868361228785,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.7661424279212952,0.8638261556625366,0.7417214512825012,False,501.0,"A:251,B:250",5.092722403487981,20.0,20.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
dockgen,1pj2_1_FUM_0,oracle_pocket_crop_s5_t200,exception,50.634,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,1pj4_1_FUM_1,oracle_pocket_crop_s5_t200,exception,48.298,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,1v97_1_MTE_1,oracle_pocket_crop_s5_t200,exception,49.208,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,3uni_1_SAL_0,oracle_pocket_crop_s5_t200,exception,48.568,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,4bc9_1_CNV-FAD_0,oracle_pocket_crop_s5_t200,exception,52.743,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,4tvd_1_BGC_4,oracle_pocket_crop_s5_t200,exception,49.23,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,4tvd_1_GLC_0,oracle_pocket_crop_s5_t200,exception,50.05,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,5dnc_1_ASN_2,oracle_pocket_crop_s5_t200,exception,58.893,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,6nco_1_KQP_0,oracle_pocket_crop_s5_t200,ok,62.12,results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.07918660342693329,0.39593300223350525,0.0,False,141.0,A:141,2.006047405999592,0.0,24.0,10.0,,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,6TW5_9M2,oracle_pocket_crop_s5_t200,ok,111.744,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,65.15410623893419,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8451294302940369,0.9223867058753967,0.8258150815963745,False,369.0,A:369,15.221987936916365,31.0,31.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,6XHT_V2V,oracle_pocket_crop_s5_t200,ok,181.562,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6XHT_V2V/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,86.35654290548189,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6XHT_V2V/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.5860073566436768,0.6811127662658691,0.5622310042381287,False,699.0,"A:233,B:230,C:236",17.077004907862232,34.0,34.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7A9H_TPP,oracle_pocket_crop_s5_t200,exception,51.053,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7B2C_TP7,oracle_pocket_crop_s5_t200,exception,49.736,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7CIJ_G0C,oracle_pocket_crop_s5_t200,exception,51.14,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7CNQ_G8X,oracle_pocket_crop_s5_t200,ok,176.337,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CNQ_G8X/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,2.2025901269589974,2.2424703017305365,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CNQ_G8X/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.6500166058540344,0.9375506043434143,0.5781331062316895,False,559.0,A:559,0.7928403129905517,9.0,9.0,10.0,74.0,"A:519:2.53,A:282:2.64,A:192:2.73,A:281:2.75,A:61:2.90,A:60:3.00,A:59:3.46,A:24:3.78,A:499:3.82,A:222:4.03,A:195:4.06,A:58:4.86",1.1105702131508792,False,False,2.1579409226400514,False,4.0,
posebusters_benchmark,7D6O_MTE,oracle_pocket_crop_s5_t200,exception,46.875,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7ECR_SIN,oracle_pocket_crop_s5_t200,ok,282.903,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ECR_SIN/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,9.715117504835744,1.6957262184691222,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ECR_SIN/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.7869154214859009,0.8722143173217773,0.7655906677246094,False,920.0,"A:460,B:460",23.844497133293746,8.0,8.0,10.0,72.0,"B:385:2.41,B:113:2.63,B:77:2.66,B:79:2.77,B:192:2.87,B:98:3.17,B:101:3.22,B:151:3.36,B:378:3.59,B:78:3.64,B:382:3.69,B:180:3.91",0.4578239215163417,True,False,1.224776838882742,True,3.0,
posebusters_benchmark,7FRX_O88,oracle_pocket_crop_s5_t200,exception,57.297,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7K0V_VQP,oracle_pocket_crop_s5_t200,ok,181.196,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7K0V_VQP/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_4.cif,4.0,12.709272929654311,8.336238363027347,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7K0V_VQP/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_4.npz,0.8414745330810547,0.8895982503890991,0.8294435739517212,False,526.0,"A:262,B:264",24.883067951069535,32.0,32.0,10.0,82.0,"B:145:2.81,B:52:2.84,B:83:3.00,B:56:3.15,B:78:3.16,B:80:3.27,B:148:3.29,B:65:3.34,B:32:3.36,B:146:3.45,B:81:3.45,B:82:3.50",3.9203312887160626,False,False,8.203105660459926,False,3.0,
posebusters_benchmark,7KB1_WBJ,oracle_pocket_crop_s5_t200,ok,278.335,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KB1_WBJ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,5.1653374672229075,5.166559067255139,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KB1_WBJ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8929200172424316,0.9364065527915955,0.8820483684539795,False,856.0,"A:428,B:428",0.676015328374901,22.0,22.0,10.0,89.0,"A:56:2.41,B:403:2.63,A:58:2.71,B:207:2.78,B:205:2.80,B:184:2.83,B:159:2.88,B:86:2.91,B:87:3.05,B:208:3.11,B:368:3.27,B:111:3.37",0.4065096492614332,False,False,5.06142954090539,False,3.0,
posebusters_benchmark,7KRU_ATP,oracle_pocket_crop_s5_t200,exception,49.641,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7L00_XCJ,oracle_pocket_crop_s5_t200,ok,182.886,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7L00_XCJ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif,1.0,33.282300663726254,33.679543265753345,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7L00_XCJ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz,0.895514726638794,0.9363119006156921,0.8853154182434082,False,621.0,"A:310,B:311",2.1891583855526906,27.0,27.0,10.0,82.0,"A:143:3.05,A:95:3.05,A:96:3.26,A:94:3.31,A:44:3.33,A:70:3.43,A:136:3.44,A:115:3.45,A:260:3.47,A:20:3.49,A:43:3.57,A:275:3.60",0.695240438470292,False,False,32.40835019629655,False,0.0,
posebusters_benchmark,7LJN_GTP,oracle_pocket_crop_s5_t200,ok,83.568,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7LJN_GTP/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,45.98141278649288,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7LJN_GTP/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8023016452789307,0.8912087678909302,0.7800747752189636,False,337.0,A:337,5.601202311258717,32.0,32.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7LOU_IFM,oracle_pocket_crop_s5_t200,ok,174.37,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7LOU_IFM/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,45.55702621233653,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7LOU_IFM/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.36279839277267456,0.8369053602218628,0.2442716509103775,False,540.0,A:540,5.266770146934289,10.0,10.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7M31_TDR,oracle_pocket_crop_s5_t200,exception,46.672,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7MFP_Z7P,oracle_pocket_crop_s5_t200,ok,183.123,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7MFP_Z7P/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,51.49845104394,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7MFP_Z7P/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8966670036315918,0.9403948187828064,0.885735034942627,False,699.0,"A:351,B:348",8.957512342503769,50.0,50.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7MGY_ZD1,oracle_pocket_crop_s5_t200,ok,178.153,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7MGY_ZD1/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,4.200613169039753,4.190937220619365,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7MGY_ZD1/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.717562198638916,0.9128063917160034,0.6687511205673218,False,649.0,A:649,3.481673267695746,23.0,23.0,10.0,78.0,"A:408:2.60,A:520:2.62,A:379:2.64,A:344:2.71,A:264:2.76,A:309:2.77,A:249:2.77,A:465:2.79,A:380:2.84,A:519:2.86,A:253:3.14,A:266:3.23",0.5900408782731176,False,False,4.190937220619365,False,0.0,
posebusters_benchmark,7NF0_BYN,oracle_pocket_crop_s5_t200,exception,43.902,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7OP9_06K,oracle_pocket_crop_s5_t200,ok,114.02,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OP9_06K/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,93.68415498387807,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OP9_06K/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8689099550247192,0.9295800924301147,0.8537424206733704,False,464.0,"A:232,B:232",20.992557984347375,11.0,11.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7OPG_06N,oracle_pocket_crop_s5_t200,ok,85.929,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OPG_06N/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,4.873692687453759,4.878876998943969,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OPG_06N/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.8855749368667603,0.959587812423706,0.8670716285705566,False,337.0,A:337,0.5229852868810675,19.0,19.0,10.0,65.0,"A:45:2.94,A:98:2.95,A:149:3.37,A:96:3.37,A:95:3.39,A:43:3.49,A:23:3.60,A:146:3.62,A:97:3.65,A:179:3.73,A:178:3.75,A:147:3.78",0.3198526764459272,False,False,4.854692228092226,False,0.0,
posebusters_benchmark,7OU8_1XI,oracle_pocket_crop_s5_t200,ok,174.143,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OU8_1XI/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,65.54785435294164,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OU8_1XI/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.778941810131073,0.8890830874443054,0.7514064311981201,False,708.0,A:708,7.247270282864648,23.0,23.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7PT3_3KK,oracle_pocket_crop_s5_t200,exception,57.685,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7PUV_84Z,oracle_pocket_crop_s5_t200,ok,82.501,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PUV_84Z/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,6.17456657225017,6.176131498836121,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PUV_84Z/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.9186328649520874,0.9684606790542603,0.9061758518218994,False,260.0,A:260,0.35601433617202094,24.0,24.0,10.0,74.0,"A:195:2.78,A:196:3.11,A:114:3.12,A:90:3.12,A:88:3.16,A:86:3.22,A:205:3.23,A:138:3.39,A:194:3.44,A:197:3.50,A:130:3.64,A:198:3.73",0.2517508851494168,False,False,6.131782000456181,False,3.0,
posebusters_benchmark,7Q25_8J9,oracle_pocket_crop_s5_t200,ok,174.532,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7Q25_8J9/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,53.37837519875864,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7Q25_8J9/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8559792041778564,0.9458638429641724,0.8335080742835999,False,606.0,A:606,6.242837019828377,33.0,33.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7QHL_D5P,oracle_pocket_crop_s5_t200,ok,83.563,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7QHL_D5P/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,6.489407799402298,6.4958643334174635,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7QHL_D5P/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.9020085334777832,0.9467098712921143,0.8908331990242004,False,284.0,A:284,1.697303299693362,30.0,30.0,10.0,56.0,"A:121:2.67,A:73:2.79,A:71:2.83,A:76:3.03,A:9:3.15,A:74:3.34,A:26:3.37,A:7:3.47,A:70:3.59,A:124:3.62,A:13:3.68,A:75:3.73",0.3164747381903374,False,False,6.451838422305778,False,1.0,
posebusters_benchmark,7QSW_CAP,oracle_pocket_crop_s5_t200,ok,111.826,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7QSW_CAP/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif,3.0,5.401325383000932,5.4282229203949806,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7QSW_CAP/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz,0.42688053846359253,0.8849707841873169,0.31235796213150024,False,465.0,A:465,2.0694890429214534,21.0,21.0,10.0,70.0,"A:314:2.74,A:391:2.76,A:165:2.80,A:161:2.81,A:366:2.81,A:282:2.83,A:368:2.84,A:390:2.84,A:321:2.86,A:281:2.91,A:191:2.95,A:163:3.00",0.9668340771831611,False,False,5.007579961385839,False,0.0,
posebusters_benchmark,7R6J_2I7,oracle_pocket_crop_s5_t200,ok,273.14,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7R6J_2I7/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,42.712185467170094,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7R6J_2I7/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.7740514874458313,0.9403079748153687,0.7324873805046082,False,764.0,A:764,6.715397672130891,33.0,33.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
