dataset,mol_id,gpu,pid,log_path,tag,command,start_time
posebusters_benchmark,6XCT_478,6,3024295,logs/diffdock_default_s10_t20_posebusters_benchmark_6XCT_478.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6XCT_478 --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043368.4634104
dockgen,1u8u_1_OCA_0,7,3024296,logs/diffdock_default_s10_t20_dockgen_1u8u_1_OCA_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 1u8u_1_OCA_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043368.4643607
astex_diverse,1L2S_STC,0,3024297,logs/diffdock_default_s10_t20_astex_diverse_1L2S_STC.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1L2S_STC --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043368.4653158
posebusters_benchmark,6XG5_TOP,2,3024758,logs/diffdock_default_s10_t20_posebusters_benchmark_6XG5_TOP.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6XG5_TOP --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043393.4918492
dockgen,1uf5_1_CDT_0,3,3024938,logs/diffdock_default_s10_t20_dockgen_1uf5_1_CDT_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 1uf5_1_CDT_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043403.5037324
astex_diverse,1L7F_BCZ,4,3025144,logs/diffdock_default_s10_t20_astex_diverse_1L7F_BCZ.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1L7F_BCZ --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043413.5150487
posebusters_benchmark,6XHT_V2V,6,3025145,logs/diffdock_default_s10_t20_posebusters_benchmark_6XHT_V2V.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6XHT_V2V --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043413.5159347
dockgen,1uf7_1_CDV_0,7,3025448,logs/diffdock_default_s10_t20_dockgen_1uf7_1_CDV_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 1uf7_1_CDV_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043428.5323486
astex_diverse,1LPZ_CMB,0,3025675,logs/diffdock_default_s10_t20_astex_diverse_1LPZ_CMB.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1LPZ_CMB --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043448.5539064
posebusters_benchmark,6XM9_V55,2,3025786,logs/diffdock_default_s10_t20_posebusters_benchmark_6XM9_V55.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6XM9_V55 --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043458.5656726
dockgen,1uf8_1_ING_2,3,3026388,logs/diffdock_default_s10_t20_dockgen_1uf8_1_ING_2.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 1uf8_1_ING_2 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043473.5825381
astex_diverse,1LRH_NLA,4,3026389,logs/diffdock_default_s10_t20_astex_diverse_1LRH_NLA.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1LRH_NLA --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043473.5841193
posebusters_benchmark,6XUM_30L,6,3026717,logs/diffdock_default_s10_t20_posebusters_benchmark_6XUM_30L.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6XUM_30L --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043493.6059527
dockgen,1v2g_1_OCA_0,7,3026835,logs/diffdock_default_s10_t20_dockgen_1v2g_1_OCA_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 1v2g_1_OCA_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043498.6124208
astex_diverse,1M2Z_DEX,0,3027002,logs/diffdock_default_s10_t20_astex_diverse_1M2Z_DEX.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1M2Z_DEX --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043513.6286314
posebusters_benchmark,6Y7L_QMG,2,3027114,logs/diffdock_default_s10_t20_posebusters_benchmark_6Y7L_QMG.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6Y7L_QMG --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043518.6355052
dockgen,1v97_1_MTE_1,3,3027325,logs/diffdock_default_s10_t20_dockgen_1v97_1_MTE_1.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 1v97_1_MTE_1 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043533.6514587
astex_diverse,1MEH_MOA,4,3027326,logs/diffdock_default_s10_t20_astex_diverse_1MEH_MOA.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1MEH_MOA --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043533.652676
posebusters_benchmark,6YDY_K73,6,3027691,logs/diffdock_default_s10_t20_posebusters_benchmark_6YDY_K73.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YDY_K73 --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043558.6796703
dockgen,1za2_1_CTP_4,7,3027692,logs/diffdock_default_s10_t20_dockgen_1za2_1_CTP_4.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 1za2_1_CTP_4 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043558.681141
astex_diverse,1MMV_3AR,0,3027889,logs/diffdock_default_s10_t20_astex_diverse_1MMV_3AR.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1MMV_3AR --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043563.6885726
posebusters_benchmark,6YJA_2BA,2,3028051,logs/diffdock_default_s10_t20_posebusters_benchmark_6YJA_2BA.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YJA_2BA --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043578.7049234
dockgen,2cdc_1_XYS_5,3,3028248,logs/diffdock_default_s10_t20_dockgen_2cdc_1_XYS_5.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2cdc_1_XYS_5 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043593.7214122
astex_diverse,1MZC_BNE,4,3028405,logs/diffdock_default_s10_t20_astex_diverse_1MZC_BNE.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1MZC_BNE --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043603.733187
posebusters_benchmark,6YMS_OZH,6,3028614,logs/diffdock_default_s10_t20_posebusters_benchmark_6YMS_OZH.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YMS_OZH --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043618.7497082
dockgen,2ext_1_TRP_0,7,3028730,logs/diffdock_default_s10_t20_dockgen_2ext_1_TRP_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2ext_1_TRP_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043623.75652
astex_diverse,1N1M_A3M,0,3028897,logs/diffdock_default_s10_t20_astex_diverse_1N1M_A3M.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1N1M_A3M --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043638.773226
posebusters_benchmark,6YQV_8K2,2,3029134,logs/diffdock_default_s10_t20_posebusters_benchmark_6YQV_8K2.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YQV_8K2 --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043658.7946095
dockgen,2g7c_1_NAG-GAL-GLA_1,3,3029253,logs/diffdock_default_s10_t20_dockgen_2g7c_1_NAG-GAL-GLA_1.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2g7c_1_NAG-GAL-GLA_1 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043663.801452
astex_diverse,1N2J_PAF,4,3029254,logs/diffdock_default_s10_t20_astex_diverse_1N2J_PAF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1N2J_PAF --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043663.8027787
posebusters_benchmark,6YQW_82I,6,3029598,logs/diffdock_default_s10_t20_posebusters_benchmark_6YQW_82I.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YQW_82I --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043693.8344188
dockgen,2gag_1_FOA_0,7,3029717,logs/diffdock_default_s10_t20_dockgen_2gag_1_FOA_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2gag_1_FOA_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043698.8412929
astex_diverse,1N2V_BDI,0,3029836,logs/diffdock_default_s10_t20_astex_diverse_1N2V_BDI.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1N2V_BDI --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043703.847954
posebusters_benchmark,6YR2_T1C,2,3029977,logs/diffdock_default_s10_t20_posebusters_benchmark_6YR2_T1C.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YR2_T1C --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043708.8547242
dockgen,2gag_1_NAD_0,3,3030270,logs/diffdock_default_s10_t20_dockgen_2gag_1_NAD_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2gag_1_NAD_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043728.8768046
astex_diverse,1N46_PFA,4,3030463,logs/diffdock_default_s10_t20_astex_diverse_1N46_PFA.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1N46_PFA --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043743.893502
posebusters_benchmark,6YRV_PJ8,6,3030581,logs/diffdock_default_s10_t20_posebusters_benchmark_6YRV_PJ8.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YRV_PJ8 --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043748.9004307
dockgen,2gah_1_NAD_0,7,3030760,logs/diffdock_default_s10_t20_dockgen_2gah_1_NAD_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2gah_1_NAD_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043763.917303
astex_diverse,1NAV_IH5,0,3031073,logs/diffdock_default_s10_t20_astex_diverse_1NAV_IH5.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1NAV_IH5 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043793.949067
posebusters_benchmark,6YSP_PAL,2,3031191,logs/diffdock_default_s10_t20_posebusters_benchmark_6YSP_PAL.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YSP_PAL --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043798.955901
dockgen,2gf3_2_FOA_1,3,3031192,logs/diffdock_default_s10_t20_dockgen_2gf3_2_FOA_1.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2gf3_2_FOA_1 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043798.95704
astex_diverse,1OF1_SCT,4,3031551,logs/diffdock_default_s10_t20_astex_diverse_1OF1_SCT.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1OF1_SCT --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043828.9887726
posebusters_benchmark,6YT6_PKE,6,3031668,logs/diffdock_default_s10_t20_posebusters_benchmark_6YT6_PKE.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YT6_PKE --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043833.995642
dockgen,2him_1_ASN_3,7,3031788,logs/diffdock_default_s10_t20_dockgen_2him_1_ASN_3.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2him_1_ASN_3 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043839.0025024
astex_diverse,1OF6_DTY,0,3032012,logs/diffdock_default_s10_t20_astex_diverse_1OF6_DTY.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1OF6_DTY --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043854.0189512
posebusters_benchmark,6YYO_Q1K,2,3032196,logs/diffdock_default_s10_t20_posebusters_benchmark_6YYO_Q1K.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6YYO_Q1K --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043874.0406082
dockgen,2hk9_1_SKM_0,3,3032316,logs/diffdock_default_s10_t20_dockgen_2hk9_1_SKM_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2hk9_1_SKM_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043879.0474644
astex_diverse,1OPK_P16,4,3032477,logs/diffdock_default_s10_t20_astex_diverse_1OPK_P16.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1OPK_P16 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043889.0591273
posebusters_benchmark,6Z0R_Q4H,6,3032821,logs/diffdock_default_s10_t20_posebusters_benchmark_6Z0R_Q4H.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6Z0R_Q4H --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043919.0863712
dockgen,2hs3_1_FGR_0,7,3032941,logs/diffdock_default_s10_t20_dockgen_2hs3_1_FGR_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2hs3_1_FGR_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043924.0933146
astex_diverse,1OQ5_CEL,0,3032942,logs/diffdock_default_s10_t20_astex_diverse_1OQ5_CEL.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1OQ5_CEL --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043924.094632
posebusters_benchmark,6Z14_Q4Z,2,3033185,logs/diffdock_default_s10_t20_posebusters_benchmark_6Z14_Q4Z.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6Z14_Q4Z --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043939.1113963
dockgen,2o5m_1_MNR_0,3,3033425,logs/diffdock_default_s10_t20_dockgen_2o5m_1_MNR_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2o5m_1_MNR_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043959.1332383
astex_diverse,1OWE_675,4,3033613,logs/diffdock_default_s10_t20_astex_diverse_1OWE_675.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1OWE_675 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043974.1502962
posebusters_benchmark,6Z1C_7EY,6,3033740,logs/diffdock_default_s10_t20_posebusters_benchmark_6Z1C_7EY.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6Z1C_7EY --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043979.1571527
dockgen,2q37_1_3AL_0,7,3033888,logs/diffdock_default_s10_t20_dockgen_2q37_1_3AL_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 2q37_1_3AL_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779043994.1737936
astex_diverse,1OYT_FSN,0,3034047,logs/diffdock_default_s10_t20_astex_diverse_1OYT_FSN.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1OYT_FSN --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779044004.1857305
posebusters_benchmark,6Z2C_Q5E,2,3034253,logs/diffdock_default_s10_t20_posebusters_benchmark_6Z2C_Q5E.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6Z2C_Q5E --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779044019.202374
