confidence_json,dataset,gpu,input_json,ligand_file,ligand_heavy_atoms,ligand_smiles,matched_ca,matched_chains,model,mol_id,n_protein_chains,native_ligand_heavy_atoms,output_dir,pocket_ca_rmsd_after_fit,pocket_cutoff_a,pocket_matched_ca,pred_ligand_heavy_atoms,prediction_cif,protein_lengths,protein_pdb,protenix_iptm,protenix_plddt,protenix_ptm,protenix_ranking_score,receptor_ca_rmsd_after_fit,returncode,runtime_sec,status,tag,top_pocket_rmsd_approx,top_pocket_success_2a_approx,top_rmsd_approx,top_success_2a_approx,status_json,stderr_tail,stdout_tail,exception,exception_type,failure_class
results/posebench_702_predictions/protenix_gpu/astex_diverse/1SJ0_E4D/full_base_c1_s20_n1/output/1SJ0_E4D/seed_101/predictions/1SJ0_E4D_seed_101_summary_confidence_sample_0.json,astex_diverse,5,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SJ0_E4D/full_base_c1_s20_n1/inputs/1SJ0_E4D.json,external/PoseBench/data/astex_diverse_set/1SJ0_E4D/1SJ0_E4D_ligand.sdf,33.0,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,243.0,A:243,protenix_base_default_v0.5.0,1SJ0_E4D,1.0,33.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SJ0_E4D/full_base_c1_s20_n1,10.601745139668704,10.0,84.0,33.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SJ0_E4D/full_base_c1_s20_n1/output/1SJ0_E4D/seed_101/predictions/1SJ0_E4D_seed_101_sample_0.cif,A:243,external/PoseBench/data/astex_diverse_set/1SJ0_E4D/1SJ0_E4D_protein.pdb,0.36220502853393555,44.369388580322266,0.36119329929351807,0.3620026707649231,19.582293677473274,0.0,85.449,ok,full_base_c1_s20_n1,17.461268255352877,False,22.930811868272258,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SJ0_E4D/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQ5_PAU/full_base_c1_s20_n1/output/1SQ5_PAU/seed_101/predictions/1SQ5_PAU_seed_101_summary_confidence_sample_0.json,astex_diverse,4,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQ5_PAU/full_base_c1_s20_n1/inputs/1SQ5_PAU.json,external/PoseBench/data/astex_diverse_set/1SQ5_PAU/1SQ5_PAU_ligand.sdf,15.0,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,1206.0,"A:302,B:302,C:298,D:304",protenix_base_default_v0.5.0,1SQ5_PAU,4.0,15.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQ5_PAU/full_base_c1_s20_n1,13.676044128915724,10.0,66.0,15.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQ5_PAU/full_base_c1_s20_n1/output/1SQ5_PAU/seed_101/predictions/1SQ5_PAU_seed_101_sample_0.cif,A:302;B:302;C:298;D:304,external/PoseBench/data/astex_diverse_set/1SQ5_PAU/1SQ5_PAU_protein.pdb,0.1614661067724228,33.81917953491211,0.21952570974826813,0.1730780303478241,35.58343319754487,0.0,122.112,ok,full_base_c1_s20_n1,11.853196289204282,False,11.098244328068127,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQ5_PAU/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQN_NDR/full_base_c1_s20_n1/output/1SQN_NDR/seed_101/predictions/1SQN_NDR_seed_101_summary_confidence_sample_0.json,astex_diverse,7,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQN_NDR/full_base_c1_s20_n1/inputs/1SQN_NDR.json,external/PoseBench/data/astex_diverse_set/1SQN_NDR/1SQN_NDR_ligand.sdf,22.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,498.0,"A:248,B:250",protenix_base_default_v0.5.0,1SQN_NDR,2.0,22.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQN_NDR/full_base_c1_s20_n1,14.200813976650027,10.0,79.0,22.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQN_NDR/full_base_c1_s20_n1/output/1SQN_NDR/seed_101/predictions/1SQN_NDR_seed_101_sample_0.cif,A:248;B:250,external/PoseBench/data/astex_diverse_set/1SQN_NDR/1SQN_NDR_protein.pdb,0.11956945061683655,47.9468994140625,0.3125555217266083,0.15816667675971985,21.987757110854727,0.0,86.07,ok,full_base_c1_s20_n1,10.855717573022426,False,17.084474266156487,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1SQN_NDR/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1T40_ID5/full_base_c1_s20_n1/output/1T40_ID5/seed_101/predictions/1T40_ID5_seed_101_summary_confidence_sample_0.json,astex_diverse,6,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T40_ID5/full_base_c1_s20_n1/inputs/1T40_ID5.json,external/PoseBench/data/astex_diverse_set/1T40_ID5/1T40_ID5_ligand.sdf,28.0,O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1,316.0,A:316,protenix_base_default_v0.5.0,1T40_ID5,1.0,28.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T40_ID5/full_base_c1_s20_n1,14.84402328902015,10.0,68.0,28.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T40_ID5/full_base_c1_s20_n1/output/1T40_ID5/seed_101/predictions/1T40_ID5_seed_101_sample_0.cif,A:316,external/PoseBench/data/astex_diverse_set/1T40_ID5/1T40_ID5_protein.pdb,0.27665644884109497,30.542129516601562,0.19773869216442108,0.26087290048599243,20.03580077726096,0.0,89.231,ok,full_base_c1_s20_n1,8.208101613715487,False,19.445106510969854,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T40_ID5/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1T46_STI/full_base_c1_s20_n1/output/1T46_STI/seed_101/predictions/1T46_STI_seed_101_summary_confidence_sample_0.json,astex_diverse,5,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T46_STI/full_base_c1_s20_n1/inputs/1T46_STI.json,external/PoseBench/data/astex_diverse_set/1T46_STI/1T46_STI_ligand.sdf,37.0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,297.0,A:297,protenix_base_default_v0.5.0,1T46_STI,1.0,37.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T46_STI/full_base_c1_s20_n1,14.383407271883216,10.0,96.0,37.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T46_STI/full_base_c1_s20_n1/output/1T46_STI/seed_101/predictions/1T46_STI_seed_101_sample_0.cif,A:297,external/PoseBench/data/astex_diverse_set/1T46_STI/1T46_STI_protein.pdb,0.18755069375038147,31.958415985107422,0.19872397184371948,0.18978534638881683,18.669994151249856,0.0,74.806,ok,full_base_c1_s20_n1,17.417447088851297,False,17.83800410465119,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T46_STI/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1T9B_1CS/full_base_c1_s20_n1/output/1T9B_1CS/seed_101/predictions/1T9B_1CS_seed_101_summary_confidence_sample_0.json,astex_diverse,4,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T9B_1CS/full_base_c1_s20_n1/inputs/1T9B_1CS.json,external/PoseBench/data/astex_diverse_set/1T9B_1CS/1T9B_1CS_ligand.sdf,23.0,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,1178.0,"A:583,B:595",protenix_base_default_v0.5.0,1T9B_1CS,2.0,23.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T9B_1CS/full_base_c1_s20_n1,13.137558410918645,10.0,77.0,23.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T9B_1CS/full_base_c1_s20_n1/output/1T9B_1CS/seed_101/predictions/1T9B_1CS_seed_101_sample_0.cif,A:583;B:595,external/PoseBench/data/astex_diverse_set/1T9B_1CS/1T9B_1CS_protein.pdb,0.16727204620838165,32.67680740356445,0.20176060497760773,0.17416976392269135,23.230813274134956,0.0,123.783,ok,full_base_c1_s20_n1,9.656778078735462,False,24.357104724447908,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1T9B_1CS/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1TOW_CRZ/full_base_c1_s20_n1/output/1TOW_CRZ/seed_101/predictions/1TOW_CRZ_seed_101_summary_confidence_sample_0.json,astex_diverse,7,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TOW_CRZ/full_base_c1_s20_n1/inputs/1TOW_CRZ.json,external/PoseBench/data/astex_diverse_set/1TOW_CRZ/1TOW_CRZ_ligand.sdf,19.0,O=C(O)CCCn1c2ccccc2c2ccccc21,131.0,A:131,protenix_base_default_v0.5.0,1TOW_CRZ,1.0,19.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TOW_CRZ/full_base_c1_s20_n1,12.677189155520665,10.0,73.0,19.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TOW_CRZ/full_base_c1_s20_n1/output/1TOW_CRZ/seed_101/predictions/1TOW_CRZ_seed_101_sample_0.cif,A:131,external/PoseBench/data/astex_diverse_set/1TOW_CRZ/1TOW_CRZ_protein.pdb,0.3634428083896637,42.29505157470703,0.3389251232147217,0.35853928327560425,14.758481753755662,0.0,75.185,ok,full_base_c1_s20_n1,4.359765156184404,False,5.528556758124726,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TOW_CRZ/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1TT1_KAI/full_base_c1_s20_n1/output/1TT1_KAI/seed_101/predictions/1TT1_KAI_seed_101_summary_confidence_sample_0.json,astex_diverse,6,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TT1_KAI/full_base_c1_s20_n1/inputs/1TT1_KAI.json,external/PoseBench/data/astex_diverse_set/1TT1_KAI/1TT1_KAI_ligand.sdf,15.0,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,502.0,"A:251,B:251",protenix_base_default_v0.5.0,1TT1_KAI,2.0,15.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TT1_KAI/full_base_c1_s20_n1,14.514780179645484,10.0,70.0,15.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TT1_KAI/full_base_c1_s20_n1/output/1TT1_KAI/seed_101/predictions/1TT1_KAI_seed_101_sample_0.cif,A:251;B:251,external/PoseBench/data/astex_diverse_set/1TT1_KAI/1TT1_KAI_protein.pdb,0.11472577601671219,28.705995559692383,0.1719040721654892,0.12616144120693207,24.680067785529122,0.0,80.932,ok,full_base_c1_s20_n1,14.794253883205982,False,18.993793047091092,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TT1_KAI/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1TZ8_DES/full_base_c1_s20_n1/output/1TZ8_DES/seed_101/predictions/1TZ8_DES_seed_101_summary_confidence_sample_0.json,astex_diverse,5,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TZ8_DES/full_base_c1_s20_n1/inputs/1TZ8_DES.json,external/PoseBench/data/astex_diverse_set/1TZ8_DES/1TZ8_DES_ligand.sdf,20.0,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,461.0,"A:115,B:115,C:116,D:115",protenix_base_default_v0.5.0,1TZ8_DES,4.0,20.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TZ8_DES/full_base_c1_s20_n1,10.812998759494116,10.0,61.0,20.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TZ8_DES/full_base_c1_s20_n1/output/1TZ8_DES/seed_101/predictions/1TZ8_DES_seed_101_sample_0.cif,A:115;B:115;C:116;D:115,external/PoseBench/data/astex_diverse_set/1TZ8_DES/1TZ8_DES_protein.pdb,0.15407657623291016,38.199832916259766,0.21883682906627655,0.16702863574028015,23.339997651357052,0.0,81.058,ok,full_base_c1_s20_n1,12.514253858452776,False,23.5282605586727,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1TZ8_DES/full_base_c1_s20_n1/run_status.json,,,,,ok
,astex_diverse,6,results/posebench_702_predictions/protenix_gpu/astex_diverse/1U1C_BAU/full_base_c1_s20_n1/inputs/1U1C_BAU.json,external/PoseBench/data/astex_diverse_set/1U1C_BAU/1U1C_BAU_ligand.sdf,20.0,O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1,,,protenix_base_default_v0.5.0,1U1C_BAU,6.0,,results/posebench_702_predictions/protenix_gpu/astex_diverse/1U1C_BAU/full_base_c1_s20_n1,,,,,,A:253;B:251;C:250;D:242;E:251;F:250,external/PoseBench/data/astex_diverse_set/1U1C_BAU/1U1C_BAU_protein.pdb,,,,,,0.0,122.863,failed_no_prediction_cif,full_base_c1_s20_n1,,,,,results/posebench_702_predictions/protenix_gpu/astex_diverse/1U1C_BAU/full_base_c1_s20_n1/run_status.json,"x/lib/python3.10/site-packages/runner/inference.py"", line 312, in infer_predict
    prediction = runner.predict(data)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/utils/_contextlib.py"", line 115, in decorate_context
    return func(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/runner/inference.py"", line 152, in predict
    prediction, _, _ = self.model(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/protenix.py"", line 722, in forward
    pred_dict, log_dict, time_tracker = self.main_inference_loop(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/protenix.py"", line 338, in main_inference_loop
    pred_dict, log_dict, time_tracker = self._main_inference_loop(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/protenix.py"", line 460, in _main_inference_loop
    ) = self.run_confidence_head(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/protenix.py"", line 303, in run_confidence_head
    return autocasting_disable_decorator(self.configs.skip_amp.confidence_head)(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/utils/torch_utils.py"", line 219, in new_func
    return func(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/confidence.py"", line 211, in forward
    self.memory_efficient_forward(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/confidence.py"", line 301, in memory_efficient_forward
    s_single, z_pair = self.pairformer_stack(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/pairformer.py"", line 309, in forward
    s, z = checkpoint_blocks(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/openfold_local/utils/checkpointing.py"", line 86, in checkpoint_blocks
    return exec(blocks, args)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/openfold_local/utils/checkpointing.py"", line 73, in exec
    a = wrap(block(*a))
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/pairformer.py"", line 154, in forward
    z += self.pair_transition(z)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/primitives.py"", line 219, in forward
    b = self.linear_no_bias_b(y)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/primitives.py"", line 94, in forward
    return F.linear(input, self.weight, self.bias)
torch.cuda.OutOfMemoryError: CUDA out of memory. Tried to allocate 4.39 GiB. GPU 


100%|██████████| 1/1 [01:01<00:00, 61.46s/it]
100%|██████████| 1/1 [01:01<00:00, 61.46s/it]
","Try to find the ccd cache data in the code directory for inference.
[2026-06-11 19:38:51,581] [INFO] [real_accelerator.py:219:get_accelerator] Setting ds_accelerator to cuda (auto detect)
train scheduler 16.0
inference scheduler 16.0
Diffusion Module has 16.0
",,,gpu_oom
results/posebench_702_predictions/protenix_gpu/astex_diverse/1U4D_DBQ/full_base_c1_s20_n1/output/1U4D_DBQ/seed_101/predictions/1U4D_DBQ_seed_101_summary_confidence_sample_0.json,astex_diverse,7,results/posebench_702_predictions/protenix_gpu/astex_diverse/1U4D_DBQ/full_base_c1_s20_n1/inputs/1U4D_DBQ.json,external/PoseBench/data/astex_diverse_set/1U4D_DBQ/1U4D_DBQ_ligand.sdf,18.0,NC1=N/C(=C2/CCNC(=O)c3[nH]ccc32)C(=O)N1,520.0,"A:258,B:262",protenix_base_default_v0.5.0,1U4D_DBQ,2.0,18.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1U4D_DBQ/full_base_c1_s20_n1,11.727903281673967,10.0,57.0,18.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1U4D_DBQ/full_base_c1_s20_n1/output/1U4D_DBQ/seed_101/predictions/1U4D_DBQ_seed_101_sample_0.cif,A:258;B:262,external/PoseBench/data/astex_diverse_set/1U4D_DBQ/1U4D_DBQ_protein.pdb,0.11362673342227936,32.04615020751953,0.1962132453918457,0.13014404475688934,20.9446520917796,0.0,85.639,ok,full_base_c1_s20_n1,21.85900667049866,False,23.02581470449501,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1U4D_DBQ/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1UML_FR4/full_base_c1_s20_n1/output/1UML_FR4/seed_101/predictions/1UML_FR4_seed_101_summary_confidence_sample_0.json,astex_diverse,6,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UML_FR4/full_base_c1_s20_n1/inputs/1UML_FR4.json,external/PoseBench/data/astex_diverse_set/1UML_FR4/1UML_FR4_ligand.sdf,33.0,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCc4ccccc4)cc32)cn1,349.0,A:349,protenix_base_default_v0.5.0,1UML_FR4,1.0,33.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UML_FR4/full_base_c1_s20_n1,17.520489928671797,10.0,77.0,33.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UML_FR4/full_base_c1_s20_n1/output/1UML_FR4/seed_101/predictions/1UML_FR4_seed_101_sample_0.cif,A:349,external/PoseBench/data/astex_diverse_set/1UML_FR4/1UML_FR4_protein.pdb,0.2936389446258545,34.07253646850586,0.224065899848938,0.2797243297100067,19.700875117219407,0.0,76.746,ok,full_base_c1_s20_n1,7.448104961881936,False,15.026678783557033,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UML_FR4/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1UNL_RRC/full_base_c1_s20_n1/output/1UNL_RRC/seed_101/predictions/1UNL_RRC_seed_101_summary_confidence_sample_0.json,astex_diverse,5,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UNL_RRC/full_base_c1_s20_n1/inputs/1UNL_RRC.json,external/PoseBench/data/astex_diverse_set/1UNL_RRC/1UNL_RRC_ligand.sdf,26.0,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,733.0,"A:292,B:292,D:149",protenix_base_default_v0.5.0,1UNL_RRC,4.0,26.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UNL_RRC/full_base_c1_s20_n1,12.367871119298394,10.0,61.0,26.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UNL_RRC/full_base_c1_s20_n1/output/1UNL_RRC/seed_101/predictions/1UNL_RRC_seed_101_sample_0.cif,A:292;B:292;D:150;E:150,external/PoseBench/data/astex_diverse_set/1UNL_RRC/1UNL_RRC_protein.pdb,0.15059955418109894,35.53814697265625,0.21800319850444794,0.16408029198646545,35.534184966270686,0.0,90.794,ok,full_base_c1_s20_n1,30.99233816722159,False,45.05485734245138,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UNL_RRC/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1UOU_CMU/full_base_c1_s20_n1/output/1UOU_CMU/seed_101/predictions/1UOU_CMU_seed_101_summary_confidence_sample_0.json,astex_diverse,4,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UOU_CMU/full_base_c1_s20_n1/inputs/1UOU_CMU.json,external/PoseBench/data/astex_diverse_set/1UOU_CMU/1UOU_CMU_ligand.sdf,16.0,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,438.0,A:438,protenix_base_default_v0.5.0,1UOU_CMU,1.0,16.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UOU_CMU/full_base_c1_s20_n1,12.903496431313572,10.0,71.0,16.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UOU_CMU/full_base_c1_s20_n1/output/1UOU_CMU/seed_101/predictions/1UOU_CMU_seed_101_sample_0.cif,A:438,external/PoseBench/data/astex_diverse_set/1UOU_CMU/1UOU_CMU_protein.pdb,0.26815134286880493,35.189090728759766,0.2304459512233734,0.26061028242111206,22.56151322042126,0.0,95.984,ok,full_base_c1_s20_n1,4.943847981875107,False,9.452966182483994,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1UOU_CMU/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1V0P_PVB/full_base_c1_s20_n1/output/1V0P_PVB/seed_101/predictions/1V0P_PVB_seed_101_summary_confidence_sample_0.json,astex_diverse,7,results/posebench_702_predictions/protenix_gpu/astex_diverse/1V0P_PVB/full_base_c1_s20_n1/inputs/1V0P_PVB.json,external/PoseBench/data/astex_diverse_set/1V0P_PVB/1V0P_PVB_ligand.sdf,30.0,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,535.0,"A:277,B:258",protenix_base_default_v0.5.0,1V0P_PVB,2.0,30.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1V0P_PVB/full_base_c1_s20_n1,12.954286430802371,10.0,57.0,30.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1V0P_PVB/full_base_c1_s20_n1/output/1V0P_PVB/seed_101/predictions/1V0P_PVB_seed_101_sample_0.cif,A:277;B:258,external/PoseBench/data/astex_diverse_set/1V0P_PVB/1V0P_PVB_protein.pdb,0.11856912076473236,34.49165344238281,0.20633375644683838,0.13612204790115356,23.918254132223186,0.0,96.301,ok,full_base_c1_s20_n1,27.12553333628369,False,22.322761342986357,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1V0P_PVB/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/astex_diverse/1V48_HA1/full_base_c1_s20_n1/output/1V48_HA1/seed_101/predictions/1V48_HA1_seed_101_summary_confidence_sample_0.json,astex_diverse,6,results/posebench_702_predictions/protenix_gpu/astex_diverse/1V48_HA1/full_base_c1_s20_n1/inputs/1V48_HA1.json,external/PoseBench/data/astex_diverse_set/1V48_HA1/1V48_HA1_ligand.sdf,22.0,Nc1nc2c(ncn2CCCCC(F)(F)P(=O)(O)O)c(=O)[nH]1,261.0,A:261,protenix_base_default_v0.5.0,1V48_HA1,1.0,22.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1V48_HA1/full_base_c1_s20_n1,10.606224774710133,10.0,63.0,22.0,results/posebench_702_predictions/protenix_gpu/astex_diverse/1V48_HA1/full_base_c1_s20_n1/output/1V48_HA1/seed_101/predictions/1V48_HA1_seed_101_sample_0.cif,A:261,external/PoseBench/data/astex_diverse_set/1V48_HA1/1V48_HA1_protein.pdb,0.22162280976772308,29.387422561645508,0.16132034361362457,0.20956231653690338,18.540786985431517,0.0,85.952,ok,full_base_c1_s20_n1,6.6009815335805735,False,9.943982133395693,False,results/posebench_702_predictions/protenix_gpu/astex_diverse/1V48_HA1/full_base_c1_s20_n1/run_status.json,,,,,ok
