_group_id,memory_bin,ligand_novel,protein_novel,temporal_recent,temporal_2024,joint_low_ligand_protein_ood,joint_low_ligand_protein_temporal_ood,failure_label
af3|7eji__1__1.D__1.V_1.W|1.W,mid,True,True,False,False,False,False,1
af3|7ejv__1__1.B__1.D|1.D,mid,True,True,False,False,False,False,0
af3|7en5__1__1.A_3.A_4.A__3.B|3.B,mid,False,True,False,False,False,False,1
af3|7ene__1__1.A_1.B__1.E|1.E,mid,True,False,False,False,False,False,1
af3|7ens__1__2.A__2.B_2.C_2.D|2.D,high,True,False,False,False,False,False,0
af3|7erb__1__1.A__1.E_1.F|1.E,high,False,False,False,False,False,False,0
af3|7ere__1__1.A_1.B__1.G_1.I|1.G,mid,True,True,False,False,False,False,1
af3|7es1__1__1.A__1.C|1.C,mid,True,True,False,False,False,False,0
af3|7evu__1__1.B__1.E_1.F|1.F,mid,True,False,False,False,False,False,0
af3|7evv__1__1.A__1.B_1.C|1.C,high,False,False,False,False,False,False,0
af3|7exp__1__1.B__1.H_1.I|1.H,high,False,False,False,False,False,False,0
af3|7eyt__1__1.A_1.C__1.E_1.F_1.G|1.F,mid,True,True,False,False,False,False,1
af3|7eyu__1__1.A_1.B__1.C_1.D_1.E|1.D,mid,True,True,False,False,False,False,1
af3|7f21__1__1.A__1.C_1.D|1.C,high,False,False,False,False,False,False,1
af3|7f22__1__1.B__1.E_1.F|1.E,high,False,False,False,False,False,False,0
af3|7f22__1__1.B__1.E_1.F|1.F,high,False,False,False,False,False,False,0
af3|7f35__1__1.A_1.B__1.G|1.G,mid,True,False,False,False,False,False,1
af3|7f42__1__1.B__1.C|1.C,mid,True,False,False,False,False,False,1
af3|7f50__1__1.A__1.B_1.C_1.E|1.E,high,False,False,False,False,False,False,0
af3|7f6j__1__1.A__1.D_1.E|1.E,high,False,False,False,False,False,False,0
af3|7f6w__1__2.A__2.B|2.B,high,False,False,False,False,False,False,0
af3|7f7m__1__1.A__1.C_1.D|1.C,mid,True,False,False,False,False,False,1
af3|7f83__1__1.B__1.J|1.J,low,True,True,False,False,True,False,1
af3|7f8t__1__1.A__1.L_1.M|1.M,high,False,False,False,False,False,False,0
af3|7f99__1__1.B__1.L_1.O|1.O,high,False,False,False,False,False,False,0
af3|7f9a__1__1.A__1.C_1.O|1.O,high,False,False,False,False,False,False,0
af3|7f9b__1__1.A__1.C_1.I|1.I,high,False,False,False,False,False,False,0
af3|7fak__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,0
af3|7fan__1__1.A__1.B_1.C|1.B,mid,True,False,False,False,False,False,0
af3|7fan__1__1.A__1.B_1.C|1.C,high,False,False,False,False,False,False,0
af3|7far__1__1.A__1.B_1.C_1.D|1.D,mid,True,True,False,False,False,False,0
af3|7fee__1__1.A__1.D|1.D,high,True,False,False,False,False,False,0
af3|7fee__1__1.A__1.E|1.E,low,True,True,False,False,True,False,1
af3|7fgm__1__1.A__1.C_1.D_1.E|1.C,high,False,False,False,False,False,False,0
af3|7fgw__1__1.A__1.E_1.F_1.G|1.E,high,False,False,False,False,False,False,0
af3|7fha__1__1.A__1.C|1.C,high,False,False,False,False,False,False,0
af3|7fhb__1__1.A__1.B|1.B,high,False,False,False,False,False,False,0
af3|7fsd__1__1.A__1.I|1.I,high,False,False,True,False,False,False,1
af3|7ftr__1__1.A__1.C_1.D_1.E_1.G|1.G,mid,True,False,True,True,False,False,1
af3|7ftu__1__1.A__1.C_1.D_1.E_1.G|1.G,mid,True,True,True,True,False,False,1
af3|7fu7__1__1.A__1.C|1.C,mid,True,True,True,True,False,False,1
af3|7fu8__1__1.A__1.C|1.C,mid,True,True,True,True,False,False,1
af3|7fuc__1__1.A__1.C|1.C,mid,True,True,True,True,False,False,1
af3|7fuf__1__1.A__1.C|1.C,mid,True,True,True,True,False,False,1
af3|7fum__1__1.A__1.C|1.C,mid,True,True,True,True,False,False,1
af3|7fur__1__1.A__1.C_1.D_1.E_1.F|1.E,high,False,False,True,True,False,False,1
af3|7fur__1__1.A__1.C_1.D_1.E_1.F|1.F,mid,True,False,True,True,False,False,1
af3|7fwi__1__1.A__1.D|1.D,mid,True,False,True,False,False,False,1
af3|7fy8__1__1.A__1.I_1.J|1.I,mid,True,False,True,False,False,False,1
af3|7fyr__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,1
af3|7fz3__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,0
af3|7g00__1__1.A__1.Q|1.Q,mid,True,False,True,False,False,False,0
af3|7g0g__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,1
af3|7g1j__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,1
af3|7g20__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,1
af3|7ge9__1__1.A_2.A__1.E|1.E,high,True,False,True,False,False,False,0
af3|7gis__1__1.A_1.B__1.E_1.F|1.F,high,True,False,True,False,False,False,0
af3|7jni__1__1.A__1.C|1.C,low,True,True,False,False,True,False,1
af3|7kh4__1__1.A_1.F__1.G_1.W|1.G,high,False,False,False,False,False,False,0
af3|7l00__1__1.B__1.J_1.K_1.L|1.K,mid,True,False,False,False,False,False,0
af3|7l3m__1__1.A__1.B_1.D_1.E_1.F_1.G|1.E,high,False,False,False,False,False,False,0
af3|7ldy__1__1.A_1.B__1.H|1.H,high,False,False,False,False,False,False,0
af3|7le5__1__1.A_1.B__1.H|1.H,high,False,False,False,False,False,False,0
af3|7lff__1__1.A__1.C_1.D|1.C,high,False,False,False,False,False,False,0
af3|7lgx__1__2.B__2.F_2.H|2.F,high,True,False,False,False,False,False,0
af3|7lgx__1__2.B__2.F_2.H|2.H,high,False,False,False,False,False,False,0
af3|7lov__1__1.A__1.C_1.D_1.H|1.D,high,False,False,False,False,False,False,0
af3|7lpw__1__1.A_1.B__1.G|1.G,mid,True,True,False,False,False,False,1
af3|7lr9__1__1.A__1.C|1.C,high,True,False,False,False,False,False,1
af3|7ltt__1__1.A_1.C_1.D__1.E_1.L_1.M|1.L,high,False,False,False,False,False,False,0
af3|7ltx__1__1.A__1.E_1.F_1.G|1.E,high,False,False,False,False,False,False,0
af3|7ly6__1__1.A_2.A__1.B_1.C_1.D|1.B,low,True,True,False,False,True,False,1
af3|7ly6__1__1.A_2.A__1.B_1.C_1.D|1.C,mid,False,True,False,False,False,False,0
af3|7m9g__1__1.A_1.B__1.E|1.E,high,False,False,False,False,False,False,0
af3|7m9h__1__1.A_1.B__1.E|1.E,high,False,False,False,False,False,False,0
af3|7m9r__1__1.A_1.B__1.C|1.C,high,False,False,False,False,False,False,0
af3|7ma0__1__1.A_1.B__1.I|1.I,high,False,False,False,False,False,False,0
af3|7ma1__1__1.A_1.B__1.M|1.M,high,False,False,False,False,False,False,0
af3|7ma3__1__1.A_1.B__1.E|1.E,high,False,False,False,False,False,False,0
af3|7ma4__1__1.A_1.B__1.D|1.D,high,False,False,False,False,False,False,0
af3|7ma5__1__1.A_1.B__1.G|1.G,high,False,False,False,False,False,False,0
af3|7ma7__1__1.A_1.B__1.E|1.E,high,False,False,False,False,False,False,0
af3|7ma8__1__1.A_1.B__1.E|1.E,high,False,False,False,False,False,False,0
af3|7maq__1__1.A_1.B__1.C|1.C,high,False,False,False,False,False,False,0
af3|7mjd__1__1.B__1.S|1.S,mid,True,False,False,False,False,False,1
af3|7mmr__1__1.A_1.E__1.BA_1.CA_1.K|1.BA,high,False,False,False,False,False,False,0
af3|7mt4__1__2.A_2.B__2.C|2.C,high,False,False,False,False,False,False,0
af3|7mwn__1__1.A_1.B__1.C|1.C,mid,True,False,False,False,False,False,0
af3|7mwt__1__1.A__1.B_1.C|1.B,high,False,False,False,False,False,False,0
af3|7mwu__1__1.A__1.B_1.C|1.B,high,False,False,False,False,False,False,0
af3|7mwv__1__1.A__1.B_1.C|1.B,high,False,False,False,False,False,False,0
af3|7myd__1__1.A__1.C_1.G|1.C,high,False,False,False,False,False,False,0
af3|7n4z__1__1.A__1.F|1.F,mid,True,True,False,False,False,False,1
af3|7n53__1__1.A__1.D|1.D,mid,True,True,False,False,False,False,1
af3|7n54__1__1.B__1.H|1.H,mid,True,False,False,False,False,False,0
af3|7nag__1__1.A__1.C|1.C,mid,True,True,False,False,False,False,1
af3|7nah__1__1.A__1.C|1.C,mid,True,True,False,False,False,False,1
af3|7nai__1__1.A__1.C|1.C,mid,True,True,False,False,False,False,1
af3|7ng1__1__2.A__2.C_2.D|2.C,mid,True,True,False,False,False,False,1
af3|7ngs__1__1.A__1.B|1.B,high,False,False,False,False,False,False,0
af3|7ngy__1__2.A__2.B|2.B,high,False,False,False,False,False,False,0
af3|7nlv__1__1.A_1.C__1.G|1.G,high,True,False,False,False,False,False,0
af3|7nsn__1__1.A__1.J|1.J,low,True,True,False,False,True,False,1
af3|7nwc__1__1.A_1.B__1.G|1.G,mid,True,False,False,False,False,False,1
af3|7nya__1__1.A_1.B__1.F|1.F,mid,True,True,False,False,False,False,1
af3|7nzy__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,1
af3|7o46__1__1.A_2.A__1.B|1.B,mid,True,False,False,False,False,False,0
af3|7oa4__1__1.A__1.E_1.F_1.H_1.I|1.E,mid,True,True,False,False,False,False,1
af3|7ocs__1__1.D__1.BB|1.BB,mid,False,True,False,False,False,False,1
af3|7oj6__1__1.A_1.C__1.Y|1.Y,mid,True,False,False,False,False,False,1
af3|7ojw__1__1.A_1.C__1.F|1.F,mid,True,False,False,False,False,False,1
af3|7ojy__1__1.A_1.B__1.D|1.D,mid,True,False,False,False,False,False,1
af3|7ok1__1__1.A_1.B__1.D|1.D,mid,True,False,False,False,False,False,0
af3|7oll__1__1.A_2.A__2.B_2.C_2.D|2.C,high,True,False,False,False,False,False,0
af3|7olr__1__1.A_2.A__2.B_2.C_2.D|2.C,high,False,False,False,False,False,False,0
af3|7ome__1__1.A__1.B|1.B,mid,True,True,False,False,False,False,1
af3|7onf__1__1.A_2.A__1.C|1.C,high,False,False,False,False,False,False,0
af3|7osq__1__1.A__1.B_1.C|1.B,high,False,False,False,False,False,False,0
af3|7p1e__1__1.A__1.C_1.G|1.C,low,False,True,False,False,False,False,1
af3|7p1u__1__1.A__1.C_1.D|1.C,high,False,False,False,False,False,False,0
af3|7p2t__1__1.A__1.E_1.H|1.H,mid,True,False,False,False,False,False,1
af3|7p4o__1__1.A__1.C_1.F|1.F,mid,True,True,False,False,False,False,1
af3|7p50__1__1.A_1.B__1.D_1.E_1.F|1.F,high,False,False,False,False,False,False,0
af3|7p5n__1__1.A__1.C|1.C,high,True,False,False,False,False,False,1
af3|7pcm__1__1.A_1.B__1.F_1.I_1.J_1.K|1.F,mid,True,True,False,False,False,False,0
af3|7pco__1__1.A_1.B__1.F_1.H_1.I_1.J|1.F,mid,True,True,False,False,False,False,0
af3|7pd6__1__1.A_1.B__1.K|1.K,mid,True,True,False,False,False,False,1
af3|7pdt__1__1.A__1.E|1.E,high,True,False,False,False,False,False,0
af3|7pe4__1__1.A__1.B_1.C|1.B,high,False,False,True,False,False,False,0
af3|7pjm__1__1.A_1.B__1.D_1.G_1.H|1.D,high,False,True,False,False,False,False,1
af3|7pox__1__1.A__1.C|1.C,high,True,False,False,False,False,False,1
af3|7pqv__1__1.A__1.B|1.B,mid,True,True,False,False,False,False,0
af3|7psc__1__1.A_1.B__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3|7pu9__1__1.A__1.B_1.C|1.B,mid,True,True,False,False,False,False,1
af3|7pu9__1__1.A__1.B_1.C|1.C,mid,True,True,False,False,False,False,1
af3|7puw__1__1.B__1.G_1.H|1.H,mid,True,True,False,False,False,False,0
af3|7pwd__1__1.A__1.D|1.D,mid,True,True,False,False,False,False,0
af3|7pz1__1__1.A__1.D|1.D,high,True,False,False,False,False,False,0
af3|7pzv__1__1.A__1.B_1.C|1.C,mid,True,False,False,False,False,False,1
af3|7q6v__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,0
af3|7q6w__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,0
af3|7q8q__1__1.A__1.C_1.E_1.J|1.C,mid,True,False,False,False,False,False,1
af3|7q8z__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,0
af3|7qaa__1__1.B__1.D|1.D,high,True,False,False,False,False,False,0
af3|7qea__1__1.A__1.C|1.C,low,True,True,False,False,True,False,1
af3|7qqa__1__1.A_1.B__1.H_1.I|1.H,high,False,False,False,False,False,False,0
af3|7qt6__1__1.A__1.B|1.B,high,True,False,False,False,False,False,1
af3|7qzl__1__1.B__1.F_1.H|1.H,mid,True,True,False,False,False,False,0
af3|7r0a__1__1.A__1.C|1.C,mid,True,False,False,False,False,False,1
af3|7r2v__1__1.A__1.C_1.D|1.C,high,False,False,False,False,False,False,0
af3|7r4a__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,0
af3|7r5d__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,0
af3|7r7r__1__1.A__1.B|1.B,high,False,False,False,False,False,False,0
af3|7r9n__1__1.B__1.E|1.E,high,True,False,False,False,False,False,0
af3|7r9t__1__1.A__1.C|1.C,mid,True,True,False,False,False,False,0
af3|7rae__1__1.A__1.C|1.C,high,True,False,False,False,False,False,0
af3|7raf__1__1.A__1.C|1.C,high,True,False,False,False,False,False,0
af3|7rbw__1__1.A__1.C|1.C,low,True,True,False,False,True,False,0
af3|7rl2__1__1.A__1.C|1.C,high,True,False,False,False,False,False,1
af3|7rls__1__1.A_2.A__2.B|2.B,high,False,False,False,False,False,False,0
af3|7rmb__1__1.A_2.A__2.B|2.B,high,False,False,False,False,False,False,0
af3|7rre__1__1.A__1.B_1.C_1.D|1.B,mid,True,False,False,False,False,False,1
af3|7s1s__1__1.A__1.C_1.D|1.D,mid,True,False,False,False,False,False,1
af3|7s5f__1__1.A__1.E_1.F|1.F,mid,True,False,False,False,False,False,1
af3|7s6v__1__1.A__1.B|1.B,mid,True,True,False,False,False,False,0
af3|7s7t__1__1.A__1.B|1.B,low,True,True,False,False,True,False,1
af3|7scw__1__1.A_1.B__1.C_1.D|1.D,high,False,False,False,False,False,False,0
af3|7sh0__1__1.A__1.C_1.D_1.H|1.D,mid,True,False,False,False,False,False,1
af3|7sh1__1__1.A__1.C_1.J|1.C,high,False,False,False,False,False,False,0
af3|7siu__1__1.A__1.C|1.C,mid,True,False,False,False,False,False,0
af3|7snz__1__1.A_1.B__1.C|1.C,high,True,False,False,False,False,False,0
af3|7spy__1__1.A_2.A__2.B_2.C|2.B,high,False,False,False,False,False,False,1
af3|7sqe__1__1.A__1.D|1.D,high,True,False,False,False,False,False,0
af3|7sqn__1__1.A__1.B_1.E|1.B,high,False,False,False,False,False,False,0
af3|7suf__1__1.A__1.B_1.D|1.B,mid,True,True,False,False,False,False,0
af3|7sv1__1__1.A__1.C_1.D|1.D,high,True,False,False,False,False,False,1
af3|7sxj__1__1.A__1.C|1.C,high,False,False,True,False,False,False,0
af3|7t0c__1__1.A_1.B__1.VA|1.VA,high,False,False,False,False,False,False,1
af3|7t1d__1__1.A_1.B__1.G_1.I|1.I,mid,True,False,True,False,False,False,1
af3|7t2z__1__1.A_1.B__1.F_1.H|1.F,mid,True,True,False,False,False,False,1
af3|7t5k__1__1.A__1.D|1.D,mid,True,False,False,False,False,False,0
af3|7t5r__1__1.A_1.C__1.I_1.J|1.I,mid,True,False,False,False,False,False,0
af3|7t5r__1__1.A_1.C__1.I_1.J|1.J,mid,True,False,False,False,False,False,0
af3|7t5x__1__1.A_1.C__1.I|1.I,mid,True,False,False,False,False,False,0
af3|7t5y__1__1.B__1.G|1.G,mid,True,False,False,False,False,False,0
af3|7t5z__1__1.A_1.C__1.I|1.I,mid,True,False,False,False,False,False,1
af3|7t60__1__1.B_1.C__1.M|1.M,mid,True,False,False,False,False,False,1
af3|7t61__1__1.B_1.C__1.L|1.L,mid,True,False,False,False,False,False,1
af3|7t6c__1__1.A__1.E|1.E,mid,True,False,False,False,False,False,0
af3|7t6h__1__1.A__1.C_1.D|1.C,high,False,False,False,False,False,False,0
af3|7t6h__1__1.A__1.C_1.D|1.D,high,False,False,False,False,False,False,0
af3|7tba__1__1.A__1.U_1.V_1.W|1.U,mid,True,True,False,False,False,False,0
af3|7tbc__1__1.A__1.B_1.J_1.L_1.S|1.S,mid,True,True,False,False,False,False,1
af3|7tbd__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,1
af3|7td8__1__1.A_1.B__1.AA_1.W|1.AA,high,True,False,False,False,False,False,0
af3|7te8__1__1.A_1.B__1.E|1.E,mid,True,True,False,False,False,False,1
af3|7tgk__1__1.A__1.Q_1.R_1.S|1.Q,high,False,False,False,False,False,False,0
af3|7tgl__1__1.B__1.R_1.S_1.U_1.W_1.X|1.S,high,False,False,False,False,False,False,0
af3|7tm5__1__1.A__1.C_1.D_1.E|1.C,high,False,False,False,False,False,False,0
af3|7tm6__1__1.A__1.C_1.D|1.C,high,False,False,False,False,False,False,0
af3|7tm6__1__1.A__1.C_1.D|1.D,high,False,False,False,False,False,False,0
af3|7tmf__1__1.A_1.B__1.J_1.P|1.J,high,False,False,False,False,False,False,0
af3|7tuo__1__1.A__1.B|1.B,low,True,True,True,False,True,True,1
af3|7twz__1__1.A__1.G_1.K|1.G,high,False,False,False,False,False,False,0
af3|7txh__1__1.A__1.G_1.H_1.I|1.G,high,False,False,False,False,False,False,0
af3|7u0r__1__1.B__1.I_1.J_1.K_1.L|1.I,mid,True,True,True,False,False,False,0
af3|7u2z__1__1.A__1.C|1.C,mid,True,True,False,False,False,False,1
af3|7u6b__1__1.A__1.B_1.E|1.B,mid,True,False,False,False,False,False,0
af3|7u8w__1__1.A__1.C|1.C,mid,True,False,True,False,False,False,0
af3|7u8x__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,1
af3|7u8y__1__1.B__1.G_1.H_1.I_1.J|1.G,mid,True,True,True,False,False,False,1
af3|7u8y__1__1.B__1.G_1.H_1.I_1.J|1.H,mid,True,True,True,False,False,False,1
af3|7u9u__1__2.A__2.C_2.D|2.C,high,False,True,False,False,False,False,0
af3|7ubo__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,0
af3|7udq__1__1.A__1.C|1.C,low,True,True,True,False,True,True,0
af3|7ue6__1__1.A_2.A__2.C_2.F_2.G_2.H|2.G,high,False,False,True,False,False,False,0
af3|7ueo__1__1.A_2.A__2.B_2.C_2.E|2.C,high,False,False,True,False,False,False,0
af3|7uep__1__1.A_2.A__2.B_2.C_2.D_2.E|2.B,high,False,False,True,False,False,False,0
af3|7ueq__1__1.A_2.A__2.B_2.C_2.D|2.B,high,False,False,True,False,False,False,0
af3|7ueu__1__1.A_2.A__2.C_2.D_2.E|2.C,high,False,False,True,False,False,False,0
af3|7uf8__1__1.A__1.E_1.F|1.F,low,True,True,True,False,True,True,1
af3|7ugb__1__1.A__1.C|1.C,high,False,False,True,False,False,False,0
af3|7ugl__1__1.A__1.C|1.C,mid,True,False,True,False,False,False,1
af3|7uj8__1__1.A__1.C|1.C,high,True,False,False,False,False,False,0
af3|7ujc__1__1.B__1.D|1.D,high,True,False,False,False,False,False,0
af3|7ujf__1__1.A__1.E|1.E,high,False,False,False,False,False,False,0
af3|7ujh__1__1.A_1.B__1.D|1.D,high,False,False,True,False,False,False,0
af3|7ulf__1__1.A_2.A__2.B_2.C_2.D_2.E|2.B,mid,True,True,True,False,False,False,1
af3|7um4__1__1.A__1.I|1.I,mid,True,False,False,False,False,False,0
af3|7um8__1__1.A_2.B__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3|7uoh__1__1.A__1.C_1.D|1.C,mid,True,False,False,False,False,False,1
af3|7utw__1__1.A_1.B__1.C_1.E_1.F|1.E,high,False,False,True,False,False,False,0
af3|7utw__1__1.A_1.B__1.C_1.E_1.F|1.F,high,False,False,True,False,False,False,0
af3|7uum__1__1.A_2.A__1.B_1.C|1.C,low,True,True,False,False,True,False,1
af3|7uw2__1__1.A__1.C|1.C,high,False,False,True,False,False,False,0
af3|7uy0__1__1.A__1.E|1.E,high,True,False,False,False,False,False,0
af3|7v0h__1__1.B__1.N_1.P|1.P,mid,True,True,False,False,False,False,1
af3|7vdp__1__1.A__1.E_1.F|1.E,mid,True,True,False,False,False,False,0
af3|7vdq__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,0
af3|7vdr__1__1.A__1.E_1.F_1.N|1.E,mid,True,True,False,False,False,False,0
af3|7vds__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,0
af3|7vez__1__1.A_1.D__1.E|1.E,high,False,False,False,False,False,False,1
af3|7vmy__1__1.A__1.C_1.D_1.E|1.D,mid,False,True,False,False,False,False,1
af3|7vo5__1__1.A__1.B|1.B,low,True,True,False,False,True,False,1
af3|7vpe__1__1.A__1.B|1.B,low,True,True,False,False,True,False,1
af3|7vqt__1__1.A__1.G_1.H|1.H,high,False,False,False,False,False,False,0
af3|7vqu__1__1.A__1.G_1.H|1.H,high,False,False,False,False,False,False,0
af3|7vwf__1__1.A_1.B__1.C_1.E|1.C,high,False,False,False,False,False,False,0
af3|7vwf__1__1.A_1.B__1.C_1.E|1.E,high,False,False,False,False,False,False,0
af3|7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q|1.P,low,True,True,False,False,True,False,1
af3|7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M|1.C,low,True,True,False,False,True,False,1
af3|7vzz__1__1.A_1.B__1.AA_1.Y_1.Z|1.AA,low,True,True,False,False,True,False,1
af3|7w2d__1__1.B__1.R|1.R,mid,True,False,False,False,False,False,1
af3|7w3l__1__1.A__1.B_1.C_1.J|1.B,high,False,False,False,False,False,False,0
af3|7w4x__1__1.A__1.C_1.D_1.E|1.E,mid,True,True,False,False,False,False,1
af3|7w8v__1__1.A__1.B_1.D|1.D,high,False,False,False,False,False,False,0
af3|7wc6__1__1.A__1.F|1.F,high,True,False,False,False,False,False,0
af3|7wc8__1__1.A__1.H|1.H,mid,True,True,False,False,False,False,1
af3|7wcv__1__1.A__1.B_1.C_1.D|1.B,high,False,False,False,False,False,False,0
af3|7wdu__1__1.A__1.C|1.C,low,True,True,False,False,True,False,1
af3|7wgl__1__1.A__1.D|1.D,high,True,False,False,False,False,False,0
af3|7wlw__1__1.A__1.I|1.I,high,False,False,False,False,False,False,1
af3|7wmk__1__1.A__1.B_1.G|1.B,high,True,True,False,False,False,False,0
af3|7wpx__1__1.A__1.B_1.C|1.C,mid,True,True,False,False,False,False,1
af3|7wqm__1__1.A__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3|7wqs__1__1.A__1.C_1.D|1.C,high,False,False,True,False,False,False,0
